article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Faulconer hits GOP rival Elder as California recall heats up,https://www.msn.com/en-us/news/politics/faulconer-hits-gop-rival-elder-as-california-recall-heats-up/ar-AANtrUf?ocid=Peregrine,Top Stories,Associated Press,Unavailable,,1.0,False,False
Biden: U.S. troops may stay longer if needed for evacuations,https://www.msn.com/en-us/news/politics/biden-u-s-troops-may-stay-longer-if-needed-for-evacuations/ar-AANtrdK?ocid=Peregrine,Top Stories,New York Daily News,Unavailable,,1.1,False,False
Bombas Perfected No Show Socks,https://api.taboola.com/2.0/json/msn-msn/recommendations.notify-click?app.type=desktop&app.apikey=69629143827c91b118c7e0dc9f2a4eb0059feae9&response.id=__d36c83d4c666c4c9d2e0ff492e46ad07__61d4ed5f506d062dae1a1d628aaabd93&response.session=v2_8c27b1ef7bfafee2eaf0b96a93d826ff_0CB13E14B2CE64FD3C472E8CB37E658D_1629335030_1629335030_CNawjgYQrrs-GOamwd6VvP_aiQEgASgFMOEBOJGkDkCw5Q9IztfZA1C9BFgAYABo2dqKvqry3cLQAXAA&item.id=%7E%7EV1%7E%7E4279192378760352631%7E%7ETAJ9ZUNZ2_wFeMbEpXTnOOJD5e0zXrv3F7zbC-X5cgvTxvAnL2wqac4MyzR7uD46gj3kUkbS3FhelBtnsiJV6MhkDZRZzzIqDobN6rWmCPA3hYz5D3PLat6nhIftiT1lwdxwdlxkeV_Mfb3eos_TQV0ANCvHUio9n2w_HIWFXebmsIuo1RrUx3Ok4yaPCGo_865r7tLEFIQ_cLl-0ao-C9ufWk5NBf8kauPMrm3ZdH4eSQS5zyjAhLoHC1QcuAg373m1_fecBTP5OJiI9sVcGlHFwt4Kc5HOEJWCA6EOXQFQIiFyKAMoup9dqEAtgoLqjrOGv-6iDoYLvQ6osB3pEQ&item.type=text&sig=ec2ad0c4f0b2f200689e01cc537639ef31e4d836deed&redir=https%3A%2F%2Fbombas.com%2Fcollections%2Fwarm-weather-shop%3Futm_source%3Dtaboola%26utm_medium%3Dnative%26utm_campaign%3Dcf_acq-bt_core-cp_sock-ca_core-NoShow-desktop%26tblci%3DGiB2pWy-K6eEotc9AEoZz5nyzZBF6MtyoFg1cslk_OcRSCCci0AoqM7JvcjnrquSAQ%23tblciGiB2pWy-K6eEotc9AEoZz5nyzZBF6MtyoFg1cslk_OcRSCCci0AoqM7JvcjnrquSAQ&ui=0CB13E14B2CE64FD3C472E8CB37E658D&cpb=GO8JIJz__________wEqGXVzLnRhYm9vbGFzeW5kaWNhdGlvbi5jb20yCndhdGVyMTAxMjU4gN7jzgRAkaQOSLDlD1DO19kDWL0EYwjd__________8BEN3__________wEYI2RjCM4gEKosGCRkYwjQDBDwEhgXZGMI0gMQ4AYYCGRjCJYUEJscGBhkYwj3__________8BEPf__________wEYCWRjCPQFEIsKGAtkYwj0FBCeHRgfZGogMDcwNjhmOTkyN2Y1NGRhNDlkMDUyNTAxMWE0OGJhZTN4AYABilmIAf___________wE,Top Stories,AdBombas,Unavailable,,1.2,False,True
"Over 10,000 students in Florida school district isolated or quarantined",https://www.msn.com/en-us/news/us/over-10-000-students-in-florida-school-district-isolated-or-quarantined/ar-AANsOg6?ocid=Peregrine,Top Stories,ABC News,Unavailable,,1.3,False,False
"Pentagon sends mental-health resources to Afghanistan vets, saying collapse 'does not minimize or negate the experiences of all who served overseas'",https://www.msn.com/en-us/news/world/pentagon-sends-mental-health-resources-to-afghanistan-vets-saying-collapse-does-not-minimize-or-negate-the-experiences-of-all-who-served-overseas/ar-AANtrPD?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,1.4,False,False
"Gov't Program Gives Up To $42,000 Mortgage Benefit To Veterans",https://api.taboola.com/2.0/json/msn-msn/recommendations.notify-click?app.type=desktop&app.apikey=69629143827c91b118c7e0dc9f2a4eb0059feae9&response.id=__d36c83d4c666c4c9d2e0ff492e46ad07__7a33c0cb1e0799bb0e54407e79a9bf76&response.session=v2_8c27b1ef7bfafee2eaf0b96a93d826ff_0CB13E14B2CE64FD3C472E8CB37E658D_1629335030_1629335030_CNawjgYQrrs-GOamwd6VvP_aiQEgASgFMOEBOJGkDkCw5Q9IztfZA1C9BFgAYABo2dqKvqry3cLQAXAA&item.id=%7E%7EV1%7E%7E7670071743488408219%7E%7E9P19oUzd1UtO1kfJq0ixO4gWcjotuen_WglnJf4N9l_TxvAnL2wqac4MyzR7uD46gj3kUkbS3FhelBtnsiJV6MhkDZRZzzIqDobN6rWmCPA3hYz5D3PLat6nhIftiT1lwdxwdlxkeV_Mfb3eos_TQbLL0dCctesfd9sRZ6YMlNzEykIValjYX6LsJ1kUA3sHP8yiEdSxM3ZfUXqZaPvnGZCBFLuXqo8d245ywotXb9mN3x2jwpdhuan8cpO9eds9fiyRBoad-Qv55PApz26Cn0XW4MJSXZ6sq6EzxEDTRJ9SUcQTkmElrfl5t75D5vhu&item.type=text&sig=6bed44a3cf4106f063df6d63dcb51ddc32be2d0db0e3&redir=https%3A%2F%2Fwww.fetcharate.com%2Fpa%2F%3Ftg_ref%3Dvams21%26camp_id%3DGov%2527t%2BProgram%2BGives%2BUp%2BTo%2B%252442%252C000%2BMortgage%2BBenefit%2BTo%2BVeterans%26keyword%3Dhttp%253A%252F%252Fcdn.taboola.com%252Flibtrc%252Fstatic%252Fthumbnails%252F2add1b2562d121355b766b1db79f4f85.jpg%26sub2%3Dmsn-msn%26tclid%3DGiB2pWy-K6eEotc9AEoZz5nyzZBF6MtyoFg1cslk_OcRSCDWtT4o5tbLs7-UhNgl%23tblciGiB2pWy-K6eEotc9AEoZz5nyzZBF6MtyoFg1cslk_OcRSCDWtT4o5tbLs7-UhNgl&ui=0CB13E14B2CE64FD3C472E8CB37E658D&cpb=GO8JIJz__________wEqGXVzLnRhYm9vbGFzeW5kaWNhdGlvbi5jb20yCndhdGVyMTAxMjU4gN7jzgRAkaQOSLDlD1DO19kDWL0EYwjd__________8BEN3__________wEYI2RjCM4gEKosGCRkYwjQDBDwEhgXZGMI0gMQ4AYYCGRjCJYUEJscGBhkYwj3__________8BEPf__________wEYCWRjCPQFEIsKGAtkYwj0FBCeHRgfZGogMDcwNjhmOTkyN2Y1NGRhNDlkMDUyNTAxMWE0OGJhZTN4AYABilmIAf___________wE,Top Stories,AdFetcharate Mortgage Quotes,Unavailable,,1.5,False,True
'Biggest ever' disability rights campaign launched before Paralympics,https://www.msn.com/en-us/news/world/biggest-ever-disability-rights-campaign-launched-before-paralympics/ar-AANtCEl?ocid=Peregrine,Top Stories,AFP,Unavailable,,1.6,False,False
The Taliban want the world to think they've changed. Early signs suggest otherwise,https://www.msn.com/en-us/news/world/the-taliban-want-the-world-to-think-they-ve-changed-early-signs-suggest-otherwise/ar-AANt3LW?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.7,False,False
Mike Lindell lashes out as cyber expert demands $5M reward for debunking election data,https://www.msn.com/en-us/news/politics/mike-lindell-lashes-out-as-cyber-expert-demands-5m-reward-for-debunking-election-data/ar-AANtCDB?ocid=Peregrine,Top Stories,Salon,Unavailable,,1.8,False,False
North Carolina legislature passes bill eliminating pistol permit system,https://www.msn.com/en-us/news/politics/north-carolina-legislature-passes-bill-eliminating-pistol-permit-system/ar-AANtCx7?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.9,False,False
