article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
The latest news from Afghanistan as the Taliban take control of the country,Unavailable,News,,Unavailable,LIVE,1.0,False,False
OnlyFans is banning sexually explicit content,Unavailable,News,Input,Unavailable,4 hours ago,2.0,False,False
Unvaccinated Mom’s Dying Wish: ‘Make Sure My Children Get Vaccinated’,Unavailable,News,VICE News,Unavailable,This afternoon,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
Here’s what happened when Larry David and Alan Dershowitz reportedly had a bizarre clash at a Martha’s Vineyard store,Unavailable,News,Boston.com,Unavailable,Earlier today,5.0,False,False
"California wells are running dry: ""People are still going to lose access to drinking water. And we don’t really have a new plan for addressing that""",Unavailable,News,CalMatters,Unavailable,Yesterday,6.0,False,False
"An alleged video of Taliban fighters jumping on a trampoline is from 2020, according to AP and Reuters",Unavailable,News,,Unavailable,4 hours ago,7.0,False,False
Chaos at Kabul airport after Taliban takeover,Unavailable,News,Reuters,Unavailable,Yesterday,8.0,False,False
Why most of the people pictured trying to flee Kabul airport were men,Unavailable,News,Insider International,Unavailable,Earlier today,9.0,False,False
Bomb threat suspect surrenders to Capitol Police,Unavailable,News,,Unavailable,This afternoon,10.0,False,False
Those anti-Covid plastic barriers probably don’t help and may make things worse,Unavailable,News,The New York Times,Unavailable,This afternoon,11.0,False,False
"A viral video of men holding weapons while dancing at a wedding has been edited out of context, according to fact-checkers",Unavailable,News,,Unavailable,3 hours ago,12.0,False,False
Saturn’s insides are sloshing around,Unavailable,News,MIT Technology Review,Unavailable,Yesterday,13.0,False,False
California faces unprecedented dangers: Here’s a closer look at the weather wildcard,Unavailable,News,Los Angeles Times,Unavailable,Earlier today,14.0,False,False
Gov. Gavin Newsom says mandatory California water restrictions could be coming soon,Unavailable,News,SFGATE,Unavailable,Yesterday,15.0,False,False
"Israel, once the model for beating Covid, faces new surge of infections",Unavailable,News,The New York Times,Unavailable,This morning,16.0,False,False
California builds a ‘Noah’s Ark’ to protect wildlife from extinction by fire and heat,Unavailable,News,Los Angeles Times,Unavailable,4 hours ago,17.0,False,False
Moderna to launch human trials for potential HIV vaccines with mRNA technology,Unavailable,News,,Unavailable,Earlier today,18.0,False,False
Countries around the world welcome first Afghanistan evacuees,Unavailable,News,Bloomberg Quicktake,Unavailable,"August 18, 2021",19.0,False,False
The Top Burritos in the Bay Area,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,20.0,False,False
The soaring cost of food is forcing families to scrimp at the dinner table,Unavailable,News,Businessweek,Unavailable,Yesterday,21.0,False,False
