article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
The latest news from Afghanistan as the Taliban take control of the country,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Fentanyl Is Creeping Into the Mainstream Drug Supply,Unavailable,News,VICE News,Unavailable,Earlier today,3.0,False,False
A 17-year-old Afghan soccer player died falling from a U.S. evacuation plane,Unavailable,News,The New York Times,Unavailable,Earlier today,4.0,False,False
Is this the end of the COVID home buying spree?,Unavailable,News,San Francisco Chronicle,Unavailable,Last night,5.0,False,False
OnlyFans is banning sexually explicit content,Unavailable,News,Input,Unavailable,3 hours ago,6.0,False,False
A popular Covid-19 rapid test maker told a factory to destroy inventory before the U.S. surge,Unavailable,News,The New York Times,Unavailable,5 hours ago,7.0,False,False
"Israel, once the model for beating Covid, faces new surge of infections",Unavailable,News,The New York Times,Unavailable,"August 19, 2021",8.0,False,False
The federal trial of R. Kelly continues in New York,Unavailable,News,,Unavailable,LIVE,9.0,False,False
Here’s what happened when Larry David and Alan Dershowitz reportedly had a bizarre clash at a Martha’s Vineyard store,Unavailable,News,Boston.com,Unavailable,Yesterday,10.0,False,False
Unvaccinated Mom’s Dying Wish: ‘Make Sure My Children Get Vaccinated’,Unavailable,News,VICE News,Unavailable,Yesterday,11.0,False,False
Here’s how much money each generation has saved for retirement,Unavailable,News,CNBC Make It,Unavailable,This afternoon,12.0,False,False
The FDA is aiming to give full approval to Pfizer’s Covid vaccine on Monday,Unavailable,News,The New York Times,Unavailable,3 hours ago,13.0,False,False
What to know about COVID-19 vaccine booster shots,Unavailable,News,,Unavailable,1 hour ago,14.0,False,False
Those anti-Covid plastic barriers probably don’t help and may make things worse,Unavailable,News,The New York Times,Unavailable,"August 19, 2021",15.0,False,False
