article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"Where the CDC recommends wearing masks indoors, state by state",Unavailable,News,The New York Times,Unavailable,1 hour ago,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Lost your vaccination card? Here’s what to do,Unavailable,News,Boston.com,Unavailable,Yesterday,4.0,False,False
Unpaid caregivers: How America treats women caring for paralyzed partners,Unavailable,News,The Washington Post,Unavailable,58 minutes ago,5.0,False,False
Target to pay 100% of college tuition and textbooks,Unavailable,News,CNBC,Unavailable,Yesterday,6.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,7.0,False,False
"Some bar and restaurant owners are beginning to ask customers for proof of vaccination — and no, it's not a HIPAA violation",Unavailable,News,Business Insider,Unavailable,Yesterday,8.0,False,False
"Pfizer CEO Albert Bourla has been fully vaccinated against COVID-19, according to fact-checkers",Unavailable,News,,Unavailable,44 minutes ago,9.0,False,False
Thinking about getting a booster? Read this first.,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,10.0,False,False
Alarmed Louisiana residents turn to vaccines in ‘darkest days’ of pandemic,Unavailable,News,The New York Times,Unavailable,Yesterday,11.0,False,False
Afghan women fear they will be 'stoned to death' after US leaves,Unavailable,News,USA TODAY Politics,Unavailable,Yesterday,12.0,False,False
"Proof of vaccination has been a requirement for international travel for decades, medical experts and journalists say",Unavailable,News,,Unavailable,LIVE,13.0,False,False
California wildfire sweeps through town and destroys large swath of downtown,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,14.0,False,False
Mattel creates Barbie to honor COVID-19 vaccine co-creator,Unavailable,News,NowThis,Unavailable,Yesterday,15.0,False,False
Native students have the highest high school dropout rate & lowest college-going rate of any racial group in California. Tribal colleges can offset those trends,Unavailable,News,CalMatters,Unavailable,Yesterday,16.0,False,False
