article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"There is no evidence of widespread fraud in Maricopa County's 2020 presidential election results, according to election officials and fact-checkers",Unavailable,News,,Unavailable,Earlier today,1.0,False,False
"‘If anyone doesn’t want to get vaccinated, we will let them go’",Unavailable,News,San Francisco Chronicle,Unavailable,3 hours ago,2.0,False,False
This city was 'the biggest winner' of COVID tech migration,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
A Dutch teen picked by Jeff Bezos will become the youngest person ever to go to space,Unavailable,News,The New York Times,Unavailable,Yesterday,5.0,False,False
That $28 billion bailout to save local restaurants? Tons went to chains like Panera,Unavailable,News,San Francisco Chronicle,Unavailable,This evening,6.0,False,False
It’s been 58 days since Ben & Jerry’s posted on social media. Is their silence tied to the Middle East?,Unavailable,News,The Boston Globe,Unavailable,Yesterday,7.0,False,False
California is the first state to fund universal basic income pilot efforts,Unavailable,News,CalMatters,Unavailable,This afternoon,8.0,False,False
"Covid is still killing Americans faster than guns, cars and the flu combined",Unavailable,News,Bloomberg Quicktake,Unavailable,Earlier today,9.0,False,False
The U.S. real-estate market is slowly falling back to earth,Unavailable,News,WSJ Real Estate,Unavailable,Earlier today,10.0,False,False
The push to ‘Free Britney’ gains steam on Capitol Hill,Unavailable,News,The New York Times,Unavailable,This afternoon,11.0,False,False
"Biz Markie, rapper known for ‘Just a Friend,’ dies at 57",Unavailable,News,Variety,Unavailable,2 hours ago,12.0,False,False
"""No more lies"": What drove Cubans to the streets",Unavailable,News,Axios,Unavailable,Yesterday,13.0,False,False
Online-shopping fraud surged in the pandemic. Here's how it works.,Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,14.0,False,False
Thousands of flamingos die in drought in central Turkey,Unavailable,News,Reuters Science News,Unavailable,Yesterday,15.0,False,False
Stanford graduates develop the first at-home vaginal microbiome test for women with recurring infections and even infertility,Unavailable,News,Healthcare Insider,Unavailable,3 hours ago,16.0,False,False
A federal judge rules DACA unlawful,Unavailable,News,,Unavailable,4 hours ago,17.0,False,False
