article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Americans have been quitting their jobs in record numbers. Here’s one millennial's advice to others who are also looking to make the leap.,Unavailable,News,Careers Insider,Unavailable,Yesterday,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,Yesterday,3.0,False,False
The Two Hero Brothers Killed by 9/11—19 Years Apart,Unavailable,News,The Daily Beast,Unavailable,Last night,4.0,False,False
This Woman Was 13 When Her Father Was Killed On 9/11. It's Taken Her 20 Years To Heal.,Unavailable,News,HuffPost,Unavailable,Yesterday,5.0,False,False
The 9/11 Museum Has A Problematic Legacy. Can It Be Saved?,Unavailable,News,HuffPost,Unavailable,Yesterday,6.0,False,False
A private Palm Beach island that sold for $85 million in July has a new price tag: $120 million,Unavailable,News,WSJ Real Estate,Unavailable,Yesterday,7.0,False,False
"Mississippi teachers beg for help after more than 18,000 students catch COVID-19 in one month",Unavailable,News,Healthcare Insider,Unavailable,Last night,8.0,False,False
"His father died on Flight 93. Today, he views his own tragic connection to 9/11 as a gift",Unavailable,News,San Francisco Chronicle,Unavailable,2 hours ago,9.0,False,False
He Carried His Son's Body From 9/11's Rubble. Now He Carries the Weight of Educating Those Born After.,Unavailable,News,Inside Edition,Unavailable,Yesterday,10.0,False,False
Remote work made life easier for employees with disabilities. Advocates say the option should stay,Unavailable,News,The Boston Globe,Unavailable,Yesterday,11.0,False,False
"He was on the 84th floor of the south tower when the second plane hit. Twenty years later, Brian Clark still lives in the shadow of 9/11.",Unavailable,News,Maclean's Magazine,Unavailable,3 hours ago,12.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,13.0,False,False
Larry becomes a post-tropical cyclone as meteorologists warn of a new potential tropical threat off the Gulf Coast,Unavailable,News,,Unavailable,LIVE,14.0,False,False
Inside the US Army’s Airborne School where recruits learn to be paratroopers,Unavailable,News,Military and Defense Insider,Unavailable,,15.0,False,False
Hurricane Larry blasts Newfoundland with damaging winds,Unavailable,News,The Weather Network,Unavailable,3 hours ago,16.0,False,False
New poll shows Newsom could easily beat recall thanks to motivated Democrats,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,17.0,False,False
"A timeline of the September 11, 2001, attacks",Unavailable,News,Reuters,Unavailable,Yesterday,18.0,False,False
Texas farmers and ranchers are joining Governor Greg Abbott's anti-immigrant campaign,Unavailable,News,The Counter,Unavailable,Yesterday,19.0,False,False
"The National Weather Service reported around 1,100 cloud-to-ground lightning strikes in California",Unavailable,News,SFGATE,Unavailable,Last night,20.0,False,False
9/11 Survivors Are Still Getting Sick Decades Later,Unavailable,News,The New York Times,Unavailable,Yesterday,21.0,False,False
Here Are The Harrowing Stories Behind Some Of The Most Iconic Photos From 9/11,Unavailable,News,BuzzFeed,Unavailable,40 minutes ago,22.0,False,False
