article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Biden's vaccine mandate for workers is supported by legal precedents, experts say",Unavailable,News,,Unavailable,LIVE,1.0,False,False
Jury finds R. Kelly guilty in federal trial,Unavailable,News,,Unavailable,LIVE,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,4.0,False,False
North Korea fires 'short-range missile' as envoy criticises US at the UN,Unavailable,News,,Unavailable,Last night,5.0,False,False
Top military officials testify before Congress on Afghanistan,Unavailable,News,,Unavailable,,6.0,False,False
Senate Republicans block funding patch as government shutdown deadline looms,Unavailable,News,,Unavailable,Yesterday,7.0,False,False
"Ivermectin is not authorized for treatment of COVID-19, according to the FDA",Unavailable,News,,Unavailable,LIVE,8.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and death, trials show",Unavailable,News,,Unavailable,LIVE,9.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,10.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,11.0,False,False
The latest news and updates from Afghanistan under Taliban control,Unavailable,News,,Unavailable,LIVE,12.0,False,False
National Hispanic Heritage Month runs through October 15,Unavailable,News,,Unavailable,LIVE,13.0,False,False
"Asking about COVID-19 vaccination status is not a HIPAA violation, according to Reuters and Lead Stories",Unavailable,News,,Unavailable,Last night,14.0,False,False
Rival German parties claim they can lead the country's next government,Unavailable,News,,Unavailable,Last night,15.0,False,False
Biden administration proposes new steps to ‘preserve and fortify’ the DACA program,Unavailable,News,,Unavailable,Last night,16.0,False,False
US President Biden gets a COVID-19 booster shot,Unavailable,News,,Unavailable,Yesterday,17.0,False,False
Fawn Fire triggers evacuations in Northern California,Unavailable,News,,Unavailable,LIVE,18.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,19.0,False,False
Nationwide power shortages in China have left many factories and houses in the dark,Unavailable,News,,Unavailable,Last night,20.0,False,False
Learn more about COVID-19 'variants of concern',Unavailable,News,,Unavailable,LIVE,21.0,False,False
"Hurricane Sam stays away from land, peaks as a Category 4 storm",Unavailable,News,,Unavailable,LIVE,22.0,False,False
