article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Hurricane Ida hits Louisiana as Category 4 storm,Unavailable,News,,Unavailable,,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Do all COVID hygiene measures work? Here's the latest science,Unavailable,News,San Francisco Chronicle,Unavailable,Earlier today,4.0,False,False
"Hurricane Ida, stronger than Katrina, blasts Louisiana after landfall",Unavailable,News,USA TODAY,Unavailable,1 hour ago,5.0,False,False
Mortuaries fill and hospitals clog in rural California towns with COVID-19 patients,Unavailable,News,Los Angeles Times,Unavailable,4 hours ago,6.0,False,False
"Among the troops who died in Kabul, two women on the frontline",Unavailable,News,The New York Times,Unavailable,Yesterday,7.0,False,False
California wildfires aren’t just getting bigger. They’re moving higher — to once unthinkable heights,Unavailable,News,San Francisco Chronicle,Unavailable,Earlier today,8.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,9.0,False,False
The U.S. veteran helping Afghans through Kabul from his home office,Unavailable,News,Connecticut Post,Unavailable,Earlier today,10.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,11.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,12.0,False,False
San Diego's mayor is demanding greater scrutiny on police use of military weapons,Unavailable,News,Los Angeles Times,Unavailable,Last night,13.0,False,False
The latest news and updates from Afghanistan under Taliban control,Unavailable,News,,Unavailable,LIVE,14.0,False,False
A nation's healthcare system at 'risk of collapse.' Afghan doctors and health minister describe the looming catastrophe.,Unavailable,News,Healthcare Insider,Unavailable,This afternoon,15.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,16.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,17.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,18.0,False,False
