article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
Search warrant documents reveal new details in Gabby Petito case; Final autopsy results could take up to two weeks,https://news.google.com/articles/CBMimgFodHRwczovL3d3dy5mb3gxM25vdy5jb20vbmV3cy9sb2NhbC1uZXdzL3NlYXJjaC13YXJyYW50LWRvY3VtZW50cy1yZXZlYWwtbmV3LWRldGFpbHMtaW4tZ2FiYnktcGV0aXRvLWNhc2UtZmluYWwtYXV0b3BzeS1yZXN1bHRzLWNvdWxkLXRha2UtdXAtdG8tdHdvLXdlZWtz0gGkAWh0dHBzOi8vd3d3LmZveDEzbm93LmNvbS9uZXdzL2xvY2FsLW5ld3Mvc2VhcmNoLXdhcnJhbnQtZG9jdW1lbnRzLXJldmVhbC1uZXctZGV0YWlscy1pbi1nYWJieS1wZXRpdG8tY2FzZS1maW5hbC1hdXRvcHN5LXJlc3VsdHMtY291bGQtdGFrZS11cC10by10d28td2Vla3M_X2FtcD10cnVl?hl=en-US&gl=US&ceid=US%3Aen,Headlines,fox13now.com,,2021-09-21T12:53:12Z,1.0,False
"Gabby Petito Latest: Search for Brian Laundrie Continues at Carlton Reserve, Autopsy Being Performed",https://news.google.com/articles/CCAiC1hQdHRyZ2ozY0EwmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WFLA News Channel 8,,2021-09-21T14:50:25Z,1.1,False
The search for Gabby Petito's fiancé Brian Laundrie resumed today. Here's why it's been so hard to find him,https://news.google.com/articles/CAIiEHhj7ulIREA0chCugGQssEMqGQgEKhAIACoHCAowocv1CjCSptoCMIrUpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T16:26:09Z,1.2,False
Gabby Petito: Experts say online criticism of North Port police may be premature,https://news.google.com/articles/CBMiigFodHRwczovL3d3dy5oZXJhbGR0cmlidW5lLmNvbS9zdG9yeS9uZXdzLzIwMjEvMDkvMjEvbm9ydGgtcG9ydC1wb2xpY2UtZGVwYXJ0bWVudC1jcml0aWNpemVkLWhhbmRsaW5nLWdhYmJ5LXBldGl0by1jYXNlLWZsb3JpZGEvNTc4NDgyODAwMS_SASxodHRwczovL2FtcC5oZXJhbGR0cmlidW5lLmNvbS9hbXAvNTc4NDgyODAwMQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Sarasota Herald-Tribune,,2021-09-21T10:04:35Z,1.3,True
"Gabby Petito update: Search warrant documents reveal 'odd texts,' tension in days leading up to disappearance",https://news.google.com/articles/CAIiEO9eFkXYSoQOZ33_vw9lm_cqGQgEKhAIACoHCAowwL2ICzCckocDMP2lqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T23:05:30Z,1.4,False
Democrats face GOP blockage on raising debt ceiling as time is running out,https://news.google.com/articles/CAIiEEPNiHxxEn1MhFGn4QpGjvoqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T16:13:25Z,2.0,False
Plans for Oregon Legislature to complete redistricting may implode after House speaker backs away from power-,https://news.google.com/articles/CAIiEMklmyFG_BfBjdq8D3OJR20qGQgEKhAIACoHCAownqX_CjCltfgCMJm5pAY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,OregonLive,https://news.google.com/publications/CAAqBwgKMJ6l_wowpbX4Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T04:01:12Z,2.1,False
Mitch McConnell says the GOP will vote for US to default on its debt,https://news.google.com/articles/CAIiEGHEk4Yn098Hy8MsTiTfwD4qLQgEKiUIACIbd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vc2FpKgQICjAMMJD-CQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Business Insider,https://news.google.com/publications/CAAiG3d3dy5idXNpbmVzc2luc2lkZXIuY29tL3NhaSoECAowDA?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T20:45:15Z,2.2,False
"Opinion | It’s All or Nothing for These Democrats, Even if That Means Biden Fails",https://news.google.com/articles/CAIiEHu1fuxZhmUB_o5jz3GCu88qGAgEKg8IACoHCAowjuuKAzCWrzwworyzBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T17:28:54Z,2.3,True
That Debt Limit Show,https://news.google.com/articles/CAIiEAqgD1RZ7f2ry5bL4o8cHGEqGAgEKg8IACoHCAow1tzJATDnyxUwycrPBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Wall Street Journal,https://news.google.com/publications/CAAqBwgKMNbcyQEw58sV?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T22:34:00Z,2.4,True
Biden declares ‘new era’ of U.S. diplomacy in U.N. speech,https://news.google.com/articles/CAIiEJkS-lKJFVP9zGb7KY01InUqGQgEKhAIACoHCAow4Zn5CjCu8uACMKqalgY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,POLITICO,https://news.google.com/publications/CAAqBwgKMOGZ-QowrvLgAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T17:49:52Z,3.0,False
"Biden in UN speech says US 'not seeking' new Cold War with China, military must be 'tool of last resort'",https://news.google.com/articles/CAIiEPhCgJ3juAmTkHb5r1nGGVIqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T15:30:37Z,3.1,False
U.N. General Assembly 2021: Live Updates,https://news.google.com/articles/CAIiEPYWJKIWrzVHwCTxXMy4VHMqFwgEKg8IACoHCAowjuuKAzCWrzwwt4QY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T17:27:12Z,3.2,False
America's Great Game with China,https://news.google.com/articles/CBMiYmh0dHBzOi8vdGhld2Vlay5jb20vcG9saXRpY3MvMTAwNTA4MS90aGUtdXMtY2hpbmEtcml2YWxyeS1pc250LWEtbmV3LWNvbGQtd2FyLWl0cy1hLW5ldy1ncmVhdC1nYW1l0gFmaHR0cHM6Ly90aGV3ZWVrLmNvbS9wb2xpdGljcy8xMDA1MDgxL3RoZS11cy1jaGluYS1yaXZhbHJ5LWlzbnQtYS1uZXctY29sZC13YXItaXRzLWEtbmV3LWdyZWF0LWdhbWU_YW1w?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Week Magazine,,2021-09-21T09:37:10Z,3.3,True
Opinion | The goals we've set aren't enough to stave off global warming. It's past time to get real.,https://news.google.com/articles/CAIiEIcf2R4Q3EL_rWkqonK3CfQqGAgEKg8IACoHCAowjtSUCjC30XQw_qe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T19:59:06Z,3.4,True
"Harris, Mayorkas say they were horrified by images of horse-mounted Border Patrol agents confronting Haitian migrants",https://news.google.com/articles/CAIiEGrmzDnlheQE9vUIxBaThAQqGAgEKg8IACoHCAowjtSUCjC30XQw36e5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T17:33:00Z,4.0,False
Influx of Haitian migrants presents new challenge for White House,https://news.google.com/articles/CAIiEKqwweR_JETyRLQuLPetaDQqGQgEKhAIACoHCAownvOTCzCHjqkDMLa6lAc?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo News,https://news.google.com/publications/CAAqBwgKMJ7zkwswh46pAw?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T19:51:23Z,4.1,False
Biden administration expresses horror over images of Border Patrol confronting migrants,https://news.google.com/articles/CAIiECmh64hyXH2j_royIn5ZmBwqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T17:39:28Z,4.2,False
Haitian journey to Texas border starts in South America,https://news.google.com/articles/CAIiEKwVgFdVyen55pxShiw965AqGQgEKhAIACoHCAowmtmECzC5yIEDMLes0QY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fort Worth Star-Telegram,https://news.google.com/publications/CAAqBwgKMJrZhAswuciBAw?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T16:31:28Z,4.3,True
Opinion | Biden's mixed messaging on immigration brings a surge of Haitian migrants to the Texas border,https://news.google.com/articles/CAIiENo8X6DP4z6NdzAMGOcfJewqGAgEKg8IACoHCAowjtSUCjC30XQw_qe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T19:43:33Z,4.4,True
Canada election: Trudeau stays in power but Liberals fall short of majority,https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNTg2MzQ3MzDSATVodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtdXMtY2FuYWRhLTU4NjM0NzMwLmFtcA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,BBC News,,2021-09-21T13:17:58Z,5.0,False
Justin Trudeau's early election gamble backfires in Canada but he clings onto power,https://news.google.com/articles/CAIiEFrg8lvrAwseQKNMU_ZZOUgqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T15:22:13Z,5.1,False
Canada to Trudeau: Get back to work - POLITICO,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzbGV0dGVycy9vdHRhd2EtcGxheWJvb2svMjAyMS8wOS8yMS9jYW5hZGEtdG8tdHJ1ZGVhdS1nZXQtYmFjay10by13b3JrLTQ5NDQxMNIBAA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Politico,,2021-09-21T10:02:12Z,5.2,False
Opinion | Canada's election was a pointless exercise. At least politicians can get back to work now.,https://news.google.com/articles/CAIiEE408KoDY0yPUhC5_R_mttYqGAgEKg8IACoHCAowjtSUCjC30XQw_qe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T15:26:43Z,5.3,True
Opinion: Erin O'Toole and the Conservative Party brace for an ugly war over his shift to the left,https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vb3Bpbmlvbi9hcnRpY2xlLWVyaW4tb3Rvb2xlLWFuZC10aGUtY29uc2VydmF0aXZlLXBhcnR5LWJyYWNlLWZvci1hbi11Z2x5LXdhci1vdmVyLWhpcy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Globe and Mail,,2021-09-21T13:23:43Z,5.4,True
Texas couple asked to leave restaurant for wearing face masks to protect their immunocompromised infant,https://news.google.com/articles/CAIiEMXo4YJhoGohUILWiY1vu8MqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T17:27:37Z,6.0,False
A couple wore masks inside a Texas restaurant to protect their newborn son. The owner kicked them out.,https://news.google.com/articles/CAIiEMPveytXbVwg0LovQrI9EnUqGAgEKg8IACoHCAowjtSUCjC30XQwzqe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T11:42:37Z,6.1,False
‘No masks allowed’: Parents of at-risk baby asked to leave restaurant for not removing masks,https://news.google.com/articles/CBMihgFodHRwczovL3d3dy5rc24uY29tL25ld3MvaGVhbHRoL2Nvcm9uYXZpcnVzL25vLW1hc2tzLWFsbG93ZWQtcGFyZW50cy1vZi1hdC1yaXNrLWJhYnktYXNrZWQtdG8tbGVhdmUtcmVzdGF1cmFudC1mb3Itbm90LXJlbW92aW5nLW1hc2tzL9IBigFodHRwczovL3d3dy5rc24uY29tL25ld3MvaGVhbHRoL2Nvcm9uYXZpcnVzL25vLW1hc2tzLWFsbG93ZWQtcGFyZW50cy1vZi1hdC1yaXNrLWJhYnktYXNrZWQtdG8tbGVhdmUtcmVzdGF1cmFudC1mb3Itbm90LXJlbW92aW5nLW1hc2tzL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,Headlines,KSN-TV,,2021-09-21T13:38:21Z,6.2,False
Rowlett business owner says no masks are allowed in his bar: Can he do that?,https://news.google.com/articles/CBMihQFodHRwczovL3d3dy5kYWxsYXNuZXdzLmNvbS9mb29kL3Jlc3RhdXJhbnQtbmV3cy8yMDIxLzA5LzIwL3Jvd2xldHQtYnVzaW5lc3Nvd25lci1zYXlzLW5vLW1hc2tzLWFyZS1hbGxvd2VkLWluLWhpcy1iYXItY2FuLWhlLWRvLXRoYXQv0gGUAWh0dHBzOi8vd3d3LmRhbGxhc25ld3MuY29tL2Zvb2QvcmVzdGF1cmFudC1uZXdzLzIwMjEvMDkvMjAvcm93bGV0dC1idXNpbmVzc293bmVyLXNheXMtbm8tbWFza3MtYXJlLWFsbG93ZWQtaW4taGlzLWJhci1jYW4taGUtZG8tdGhhdC8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Dallas Morning News,,2021-09-20T20:45:31Z,6.3,True
Texas restaurant tells couple with immunocompromised baby to take off masks or leave,https://news.google.com/articles/CAIiEGc3gcGQ60WX33ybVzXvNRwqGQgEKhAIACoHCAowjsP7CjCSpPQCMKCK0wU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,USA TODAY,https://news.google.com/publications/CAAqBwgKMI7D-wowkqT0Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T15:21:53Z,6.4,False
"Gabby Petito Latest: Search for Brian Laundrie Continues at Carlton Reserve, Autopsy Being Performed",https://news.google.com/articles/CCAiC1hQdHRyZ2ozY0EwmAEB?hl=en-US&gl=US&ceid=US%3Aen,U.S.,WFLA News Channel 8,,2021-09-21T14:50:25Z,7.0,False
"Gabby Petito update: Search warrant documents reveal 'odd texts,' tension in days leading up to disappearance",https://news.google.com/articles/CAIiEO9eFkXYSoQOZ33_vw9lm_cqGQgEKhAIACoHCAowwL2ICzCckocDMP2lqQY?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T23:05:30Z,7.1,False
The search for Gabby Petito's fiancé Brian Laundrie resumed today. Here's why it's been so hard to find him,https://news.google.com/articles/CAIiEHhj7ulIREA0chCugGQssEMqGQgEKhAIACoHCAowocv1CjCSptoCMIrUpgU?hl=en-US&gl=US&ceid=US%3Aen,U.S.,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T16:26:09Z,7.2,False
OPINION: Blame Brian Laundrie's disappearance on FBI,https://news.google.com/articles/CBMif2h0dHBzOi8vd3d3LmhlcmFsZHRyaWJ1bmUuY29tL3N0b3J5L29waW5pb24vY29sdW1ucy8yMDIxLzA5LzIxL29waW5pb24tZG9udC1ibGFtZS1ub3J0aC1wb3J0LWZsb3JpZGEtcG9saWNlLWFsbC1mYmkvODQxNzcwNzAwMi_SASxodHRwczovL2FtcC5oZXJhbGR0cmlidW5lLmNvbS9hbXAvODQxNzcwNzAwMg?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Sarasota Herald-Tribune,,2021-09-21T10:04:41Z,7.3,True
Who Is Brian Laundrie's Lawyer Steven Bertolino?,https://news.google.com/articles/CAIiEFJdpnkVbjulyLmjPj54cA4qGQgEKhAIACoHCAow77zbCjDiq8wBMNiCsgU?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Newsweek,https://news.google.com/publications/CAAqBwgKMO-82wow4qvMAQ?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T14:16:32Z,7.4,False
Democrats face GOP blockage on raising debt ceiling as time is running out,https://news.google.com/articles/CAIiEEPNiHxxEn1MhFGn4QpGjvoqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,U.S.,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-21T16:13:25Z,8.0,False
Democrats plan to include debt limit suspension in stopgap funding bill,https://news.google.com/articles/CCAiC3RQbjduUXNaallRmAEB?hl=en-US&gl=US&ceid=US%3Aen,U.S.,CBS News,,2021-09-21T01:04:11Z,8.1,False
