article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"COVID-19 vaccines do not violate the World War II-era Nuremberg Code, according to fact-checkers",Unavailable,News,,Unavailable,Last night,1.0,False,False
This South Korean toilet powers a university building and lets you buy food and books after you poop,Unavailable,News,Insider Asia,Unavailable,Yesterday,2.0,False,False
Their neighbors called covid-19 a hoax. Can these ICU nurses forgive them?,Unavailable,News,The Washington Post,Unavailable,This afternoon,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
Atlantic hurricane season continues after June 1 start,Unavailable,News,,Unavailable,LIVE,5.0,False,False
'This is where our trauma began': US faces a reckoning over Native American boarding school deaths,Unavailable,News,Telegraph World News,Unavailable,Yesterday,6.0,False,False
Why the Meme Stock Trade Is Far From Over,Unavailable,News,Barron's,Unavailable,Yesterday,7.0,False,False
Here's how Jeff Bezos and Richard Branson's space trips compare,Unavailable,News,Bloomberg Quicktake,Unavailable,This morning,8.0,False,False
California wineries are losing their insurance. Some winemakers fear this season will be their last.,Unavailable,News,San Francisco Chronicle,Unavailable,5 hours ago,9.0,False,False
Why record-breaking overnight temperatures are so concerning,Unavailable,News,The New York Times,Unavailable,Yesterday,10.0,False,False
Here are 20 top female political strategists to watch in the 2022 and 2024 elections,Unavailable,News,Politics Insider,Unavailable,This afternoon,11.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,12.0,False,False
Can America have a 4-day workweek? It's complicated.,Unavailable,News,Business Insider,Unavailable,Yesterday,13.0,False,False
Wildfire season in the western US and Canada has started,Unavailable,News,,Unavailable,LIVE,14.0,False,False
Protests take place across Cuba as the country faces shortages of COVID-19 vaccines and basic necessities,Unavailable,News,,Unavailable,2 hours ago,15.0,False,False
What exactly does 'voluntary water reduction' mean for the average California household?,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,16.0,False,False
Sir Richard Branson launches into space on the Virgin Galactic flight,Unavailable,News,,Unavailable,This morning,17.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,18.0,False,False
Surfside condo recovery efforts continue in Florida as death toll climbs to 90,Unavailable,News,,Unavailable,LIVE,19.0,False,False
"They were the nice, older couple next door. Then the first body turned up.",Unavailable,News,The New York Times,Unavailable,"July 5, 2021",20.0,False,False
Jeff Bezos officially steps down as Amazon CEO,Unavailable,News,Bloomberg Quicktake,Unavailable,"July 6, 2021",21.0,False,False
It's one of California's lakes with enough water for boating. Drownings are a problem,Unavailable,News,San Francisco Chronicle,Unavailable,"July 6, 2021",22.0,False,False
