article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Flooding remains a threat as Ida moves northeast,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Here's what the Taliban did after the last U.S. troops left Afghanistan,Unavailable,News,Los Angeles Times,Unavailable,Last night,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
He wrote about why he got a COVID vaccination. Then he was fired.,Unavailable,News,USA TODAY Opinion,Unavailable,Yesterday,4.0,False,False
"The Taliban did not hang an interpreter from a US helicopter, fact-checkers say",Unavailable,News,,Unavailable,This evening,5.0,False,False
UN Peacekeepers Fathered A Generation of Children. The Families They Left Behind Are Desperate For Help.,Unavailable,News,BuzzFeed News,Unavailable,Yesterday,6.0,False,False
Ida's Impending Impact on the Northeast,Unavailable,News,AccuWeather,Unavailable,This evening,7.0,False,False
"Everything you need to know about the fraud trial for Elizabeth Holmes, founder of blood-testing startup Theranos",Unavailable,News,Business Insider Tech,Unavailable,This afternoon,8.0,False,False
"An interpreter who once rescued Joe Biden was left behind in Afghanistan. He begs the president, ‘Don’t forget me here.’",Unavailable,News,The Wall Street Journal,Unavailable,This afternoon,9.0,False,False
Traffic was gridlocked for hours throughout most of South Lake Tahoe as the city rushed to evacuate,Unavailable,News,SFGATE,Unavailable,Last night,10.0,False,False
"Tulane University is evacuating students today after claiming Hurricane Ida made a sudden, unpredicted turn toward the Big Easy.",Unavailable,News,Chron,Unavailable,Earlier today,11.0,False,False
"The Caldor Fire could damage Lake Tahoe's iconic blue waters: “We’ve never had a fire of this extent before... This one is off the charts""",Unavailable,News,CalMatters,Unavailable,Earlier today,12.0,False,False
Officials in Washington State Attacked While Trying to Remove Murder Hornet Nest,Unavailable,News,Inside Edition,Unavailable,This afternoon,13.0,False,False
Here's how you can avoid some major interview pitfalls,Unavailable,News,Strategy Insider,Unavailable,This morning,14.0,False,False
"Dogs in crates photographed at Kabul airport are part of a local ongoing animal rescue operation, according to Pentagon officials and fact-checkers",Unavailable,News,,Unavailable,4 hours ago,15.0,False,False
"What’s in the Afghan biometric databases left to the Taliban? Almost everything, insiders say.",Unavailable,News,MIT Technology Review,Unavailable,Yesterday,16.0,False,False
CDC recommends unvaccinated Americans avoid Labor Day travel,Unavailable,News,Bloomberg Quicktake,Unavailable,This evening,17.0,False,False
Kabul residents urge Taliban to create jobs to boost Afghanistan economy,Unavailable,News,Bloomberg Quicktake,Unavailable,This afternoon,18.0,False,False
These are the World’s Safest Cities in 2021!,Unavailable,News,TimesTravel,Unavailable,Yesterday,19.0,False,False
