article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Atlantic hurricane season continues after June 1 start,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
A Dutch teen picked by Jeff Bezos will become the youngest person ever to go to space,Unavailable,News,The New York Times,Unavailable,4 hours ago,3.0,False,False
Parents who never stopped searching reunite with son abducted 24 years ago,Unavailable,News,The New York Times,Unavailable,Yesterday,4.0,False,False
A new report shows that San Franciscans on minimum wage need to work 4.9 jobs to make rent,Unavailable,News,SFGATE,Unavailable,Yesterday,5.0,False,False
How a chlorine shortage is highlighting the inequity between public and private pools,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,6.0,False,False
Full-time minimum wage workers can’t afford rent anywhere in the US,Unavailable,News,CNBC Make It,Unavailable,Yesterday,7.0,False,False
The price of vending machine food just jumped by a record amount. Here’s why.,Unavailable,News,Retail Insider,Unavailable,Yesterday,8.0,False,False
These NASA satellite images show total devastation of water sources in California's drought,Unavailable,News,San Francisco Chronicle,Unavailable,2 hours ago,9.0,False,False
Why has Brazil's Covid wave hit pregnant women especially hard?,Unavailable,News,Financial Times,Unavailable,Yesterday,10.0,False,False
How much hotter is your hometown than when you were born?,Unavailable,News,The New York Times,Unavailable,Yesterday,11.0,False,False
Smell you later: the weird science of how sweat attracts,Unavailable,News,The Walrus,Unavailable,Yesterday,12.0,False,False
Is the air in your office fit to breathe?,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,13.0,False,False
Delta variant widens gulf between ‘two Americas’: Vaccinated and unvaccinated,Unavailable,News,The New York Times,Unavailable,Yesterday,14.0,False,False
"FBI made 'fundamental errors' in Larry Nassar sex abuse case, DOJ watchdog finds",Unavailable,News,USA TODAY,Unavailable,Yesterday,15.0,False,False
Mass. coronavirus cases are ticking up again. Should you worry?,Unavailable,News,The Boston Globe,Unavailable,Yesterday,16.0,False,False
"How 17 million gallons of sewage spilled into a California bay, closed beaches",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,17.0,False,False
This city was 'the biggest winner' of COVID tech migration,Unavailable,News,San Francisco Chronicle,Unavailable,Earlier today,18.0,False,False
It’s been 58 days since Ben & Jerry’s posted on social media. Is their silence tied to the Middle East?,Unavailable,News,The Boston Globe,Unavailable,5 hours ago,19.0,False,False
Lana Condor and VP Kamala Harris Have a Message for Young People — Get Vaccinated,Unavailable,News,POPSUGAR,Unavailable,Earlier today,20.0,False,False
'A different kind of crisis': Overdose deaths spike during pandemic,Unavailable,News,Reuters,Unavailable,Yesterday,21.0,False,False
