article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Wildfires burn through forests and villages in parts of Turkey and Greece,Unavailable,News,,Unavailable,Last night,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Something is killing gray whales. Is it a sign of oceans in peril?,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,3.0,False,False
The COVID-19 vaccine has divided the United States more than ever,Unavailable,News,Los Angeles Times,Unavailable,4 hours ago,4.0,False,False
400+ structures destroyed as Dixie fire becomes 2nd-largest wildfire in California history,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,5.0,False,False
"As the next Covid-19 waves arrive, we should prioritize children",Unavailable,News,Bloomberg Opinion,Unavailable,This morning,6.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,7.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,8.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,9.0,False,False
"Proof of vaccination has been a requirement for international travel for decades, medical experts and journalists say",Unavailable,News,,Unavailable,LIVE,10.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,11.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,12.0,False,False
These 6 countries are most likely to survive a climate change-caused societal collapse,Unavailable,News,Mic,Unavailable,"August 3, 2021",13.0,False,False
"100-Year-Old Alleged Former Nazi Will Stand Trial on Charges of Involvement of the Deaths of Nearly 3,500 Jews",Unavailable,News,Inside Edition,Unavailable,"August 6, 2021",14.0,False,False
"'If what I just heard becomes public, the president will be impeached.’ The man who sparked Trump’s first impeachment tells his story",Unavailable,News,USA TODAY,Unavailable,"August 4, 2021",15.0,False,False
