article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,1.0,False,False
"Al Capone’s granddaughters are auctioning off his belongings, including his favorite handgun",Unavailable,News,San Francisco Chronicle,Unavailable,5 hours ago,2.0,False,False
"'Mask, vax, just keep livin': Matthew McConaughey points out vaccine use while wishing Texas governor a speedy recovery",Unavailable,News,mySA,Unavailable,5 hours ago,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
Diners are bailing on restaurant reservations amid delta variant concerns,Unavailable,News,San Francisco Chronicle,Unavailable,This afternoon,5.0,False,False
"How to sell the vaccine to the unvaccinated, according to 6 advertising executives who are pros at persuasion",Unavailable,News,Advertising Insider,Unavailable,4 hours ago,6.0,False,False
Covid killed her husband. Now it’s taking the only home her kids have ever known.,Unavailable,News,The Washington Post,Unavailable,Yesterday,7.0,False,False
This Toronto local is making popular ice cream and helping provide free books for youth in the community,Unavailable,News,Toronto Star,Unavailable,3 hours ago,8.0,False,False
Go ahead. Ignore that email.,Unavailable,News,Bloomberg Opinion,Unavailable,"August 20, 2021",9.0,False,False
WHO urges two-month pause on booster shots in push for vaccine equity,Unavailable,News,Bloomberg Quicktake,Unavailable,This afternoon,10.0,False,False
Taliban fighters head to Panjshir Valley in effort to claim the resistance stronghold,Unavailable,News,,Unavailable,Last night,11.0,False,False
Virgin Hyperloop's vision for the future of transport is here,Unavailable,News,Bloomberg Quicktake,Unavailable,This afternoon,12.0,False,False
California Gov. Gavin Newsom's supporters are trying pump up the fear ahead of recall election,Unavailable,News,San Francisco Chronicle,Unavailable,Earlier today,13.0,False,False
Biden calls on private sector companies to mandate Covid vaccines after Pfizer's FDA approval,Unavailable,News,Bloomberg Quicktake,Unavailable,5 hours ago,14.0,False,False
What’s the beef with lab-grown meat?,Unavailable,News,Bloomberg Opinion,Unavailable,5 hours ago,15.0,False,False
L.A. had a golden opportunity to house homeless people in hotels — but fell short of its goal,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,16.0,False,False
‘It’s back to zero’ for an Afghan women’s advocate quarantining in a Toronto hotel,Unavailable,News,Toronto Star,Unavailable,Yesterday,17.0,False,False
What is ISIS-K? Group poses terror threat to Afghan evacuation,Unavailable,News,USA TODAY Politics,Unavailable,This afternoon,18.0,False,False
"German foreign minister says it has coordinated the evacuation of 3,000 people from Kabul following flight that left with seven passengers",Unavailable,News,,Unavailable,5 hours ago,19.0,False,False
California officials open investigation into whether Larry Elder failed to disclose income sources,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,20.0,False,False
How and where agencies resettle Afghan women refugees,Unavailable,News,19thnews,Unavailable,This afternoon,21.0,False,False
The harrowing untold stories from 9/11,Unavailable,News,The Telegraph,Unavailable,"August 21, 2021",22.0,False,False
