article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Atlantic hurricane season continues after June 1 start,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
How much hotter is your hometown than when you were born?,Unavailable,News,The New York Times,Unavailable,Yesterday,3.0,False,False
"‘Wobbling’ moon will cause devastating worldwide flooding, Nasa warns",Unavailable,News,Telegraph Environment,Unavailable,"July 15, 2021",4.0,False,False
The price of vending machine food just jumped by a record amount. Here’s why.,Unavailable,News,Retail Insider,Unavailable,Yesterday,5.0,False,False
Parents who never stopped searching reunite with son abducted 24 years ago,Unavailable,News,The New York Times,Unavailable,Yesterday,6.0,False,False
European Union unveils landmark climate plan to slash carbon emissions,Unavailable,News,Bloomberg Quicktake,Unavailable,Last night,7.0,False,False
Full-time minimum wage workers can’t afford rent anywhere in the US,Unavailable,News,CNBC Make It,Unavailable,Yesterday,8.0,False,False
Biden to restore protections for Tongass National Forest in Alaska,Unavailable,News,The New York Times,Unavailable,3 hours ago,9.0,False,False
Lana Condor and VP Kamala Harris Have a Message for Young People — Get Vaccinated,Unavailable,News,POPSUGAR,Unavailable,4 hours ago,10.0,False,False
"Parts of earth that contributed less to climate change will suffer the most, new study finds",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,11.0,False,False
A new report shows that San Franciscans on minimum wage need to work 4.9 jobs to make rent,Unavailable,News,SFGATE,Unavailable,Yesterday,12.0,False,False
Money in the bank: What you need to know about the expanded child tax credit,Unavailable,News,Los Angeles Times,Unavailable,1 hour ago,13.0,False,False
Everyone you love is doing it: How the 'photo dump' took over Instagram,Unavailable,News,Input,Unavailable,Yesterday,14.0,False,False
Heavy flooding turns deadly in Belgium and Germany,Unavailable,News,,Unavailable,16 minutes ago,15.0,False,False
Tech workers swore off the Bay Area. Now they’re coming back.,Unavailable,News,The New York Times,Unavailable,3 hours ago,16.0,False,False
"Moderna’s next act is using mRNA against flu, Zika, HIV, and cancer",Unavailable,News,Businessweek,Unavailable,Yesterday,17.0,False,False
"FBI made 'fundamental errors' in Larry Nassar sex abuse case, DOJ watchdog finds",Unavailable,News,USA TODAY,Unavailable,Yesterday,18.0,False,False
Smell you later: the weird science of how sweat attracts,Unavailable,News,The Walrus,Unavailable,Yesterday,19.0,False,False
Introducing Glamour's Community College Women of the Year,Unavailable,News,Glamour,Unavailable,Yesterday,20.0,False,False
Big banks kick off earnings season,Unavailable,News,CNBC,Unavailable,Yesterday,21.0,False,False
