article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"D’Eriq King, wide receivers shine in Miami Hurricanes’ first preseason scrimmage",https://www.msn.com/en-us/sports/nfl/d-eriq-king-wide-receivers-shine-in-miami-hurricanes-first-preseason-scrimmage/ar-AANm5qc?ocid=BingNews,Sports,Sun Sentinel,Unavailable,37m,5.0,False,False
The Triple Team: Unlocking Udoka Azubuike’s innate talents; Jarrell Brantley’s summer league struggles,https://www.msn.com/en-us/sports/nba/the-triple-team-unlocking-udoka-azubuike-s-innate-talents-jarrell-brantley-s-summer-league-struggles/ar-AANlYxR?ocid=BingNews,Sports,Salt Lake Tribune,Unavailable,38m,6.0,False,False
Cam Newton and Chase Young offer honest impressions of each other,https://www.msn.com/en-us/sports/nfl/cam-newton-and-chase-young-offer-honest-impressions-of-each-other/ar-AANlNZt?ocid=BingNews,Sports,Patriots Wire,Unavailable,3h,7.0,False,False
"MaCio Teague, former Walnut Hills star, to sign Exhibit 10 deal with Utah Jazz, per report",https://www.msn.com/en-us/sports/more-sports/macio-teague-former-walnut-hills-star-signs-deal-with-utah-jazz/ar-AAMVCEo?ocid=BingNews,Sports,Cincinnati Enquirer,Unavailable,1h,8.0,False,False
An UDFA was Bengals' top-graded defender from preseason win,https://www.msn.com/en-us/sports/nfl/an-udfa-was-bengals-top-graded-defender-from-preseason-win/ar-AANlNxZ?ocid=BingNews,Sports,Bengals Wire,Unavailable,5h,9.0,False,False
BYU’s top returning receiver is now married. What does that have to do with his health?,https://www.msn.com/en-us/sports/ncaafb/byu-s-top-returning-receiver-is-now-married-what-does-that-have-to-do-with-his-health/ar-AANlXXk?ocid=BingNews,Sports,Deseret News,Unavailable,1h,10.0,False,False
"New offense, same leadership ability for Cardinals veteran QB Colt McCoy",https://www.msn.com/en-us/sports/nfl/new-offense-same-leadership-ability-for-cardinals-veteran-qb-colt-mccoy/ar-AANlZxs?ocid=BingNews,Sports,Arizona Republic,Unavailable,2h,11.0,False,False
Crawshaw twins from Chaminade are double trouble,https://www.msn.com/en-us/sports/more-sports/crawshaw-twins-from-chaminade-are-double-trouble/ar-AANlTeh?ocid=BingNews,Sports,The LA Times,Unavailable,2h,12.0,False,False
"As evictions rise, people may have to give up their pets. Animal shelters are calling for help.",https://www.msn.com/en-us/news/us/as-evictions-rise-people-may-have-to-give-up-their-pets-animal-shelters-are-calling-for-help/ar-AANm2DQ?ocid=BingNews,U.S.,The Washington Post,Unavailable,1h,1.0,False,False
Kathy Hochul vows 'zero tolerance' in her administration once she becomes New York governor,https://www.msn.com/en-us/news/us/kathy-hochul-vows-zero-tolerance-in-her-administration-once-she-becomes-new-york-governor/ar-AANlgd1?ocid=BingNews,U.S.,CNN,Unavailable,10h,2.0,False,False
A bureaucratic double standard for Boston’s acting mayor,https://www.msn.com/en-us/news/us/a-bureaucratic-double-standard-for-boston-s-acting-mayor/ar-AANlZfA?ocid=BingNews,U.S.,The Boston Globe,Unavailable,4h,3.0,False,False
California mega-church offers COVID vaccine 'religious exemption' in public Instagram post,https://www.msn.com/en-us/news/us/california-mega-church-offers-covid-vaccine-religious-exemption-in-public-instagram-post/ar-AANlFiD?ocid=BingNews,U.S.,Sacramento Bee,Unavailable,9h,4.0,False,False
Learning pods are forming up and down N.J. Why homeschooling parents are teaming up.,https://www.msn.com/en-us/news/us/learning-pods-are-forming-up-and-down-nj-why-homeschooling-parents-are-teaming-up/ar-AANlC1f?ocid=BingNews,U.S.,NJ.com,Unavailable,10h,5.0,False,False
Some kids don't want to return to in-person schooling,https://www.msn.com/en-us/news/us/some-kids-don-t-want-to-return-to-in-person-schooling/ar-AANlZwd?ocid=BingNews,U.S.,CNN,Unavailable,2h,6.0,False,False
"As Gov. Ron DeSantis consolidates his power in Florida, some local officials rebuke his leadership style",https://www.msn.com/en-us/news/us/as-gov-ron-desantis-consolidates-his-power-in-florida-some-local-officials-rebuke-his-leadership-style/ar-AANlEHo?ocid=BingNews,U.S.,The Washington Post,Unavailable,10h,7.0,False,False
Hearts for Heroes program gives free screenings to first responders,https://www.msn.com/en-us/health/medical/hearts-for-heroes-program-gives-free-screenings-to-first-responders/ar-AANl0yJ?ocid=BingNews,U.S.,Detroit Free Press,Unavailable,11h,8.0,False,False
UNC-Chapel Hill postpones student convocation due to threat of severe weather,https://www.msn.com/en-us/weather/topstories/unc-chapel-hill-postpones-student-convocation-due-to-threat-of-severe-weather/ar-AANlK8M?ocid=BingNews,U.S.,The (Raleigh) News & Observer,Unavailable,6h,9.0,False,False
Texas Supreme Court temporarily blocks local mask mandates for defiant school districts,https://www.msn.com/en-us/news/us/texas-supreme-court-temporarily-blocks-local-mask-mandates-for-defiant-school-districts/ar-AANlOyV?ocid=BingNews,U.S.,Chron,Unavailable,1h,10.0,False,False
McKenna Henrich lost her voice last week. She still was named 2021 Iowa State Fair Queen,https://www.msn.com/en-us/news/us/mckenna-henrich-lost-her-voice-last-week-she-still-was-named-2021-iowa-state-fair-queen/ar-AANl5ZU?ocid=BingNews,U.S.,Des Moines Register,Unavailable,4h,11.0,False,False
People on the autism spectrum get new tools and new hope from fast-growing N.J. company,https://www.msn.com/en-us/health/wellness/people-on-the-autism-spectrum-get-new-tools-and-new-hope-from-fast-growing-nj-company/ar-AANlY5u?ocid=BingNews,U.S.,NJ.com,Unavailable,1h,12.0,False,False
"Man hospitalized, cars damaged after overnight Roanoke shooting",https://www.wsls.com/news/local/2021/08/14/man-hospitalized-cars-damaged-after-overnight-roanoke-shooting/,Local,WSLS 10,Unavailable,23h,1.0,False,False
"Goodbye, 90s! Not as hot with several opportunities for rain and storms coming",https://www.wsls.com/weather/2021/08/15/goodbye-90s-not-as-hot-with-several-opportunities-for-rain-and-storms-coming/,Local,WSLS 10,Unavailable,13h,2.0,False,False
Roanoke police investigating shooting at Elmwood Park Garage,https://www.msn.com/en-us/news/crime/roanoke-police-investigating-shooting-at-elmwood-park-garage/ar-AANjnEH?ocid=BingNews,Local,Roanoke-Lynchburg WDBJ-TV on MSN.com,Unavailable,1d,3.0,False,False
Greater Virginia Bridal Show returns to Berglund Center,https://www.msn.com/en-us/news/us/greater-virginia-bridal-show-returns-to-berglund-center/ar-AANlZ91?ocid=BingNews,Local,Roanoke-Lynchburg WDBJ-TV on MSN.com,Unavailable,4h,4.0,False,False
Community Viewpoint: Engineers succeed in Lynchburg region,https://newsadvance.com/opinion/community-viewpoint-engineers-succeed-in-lynchburg-region/article_918a3ae6-f94a-11eb-9753-9b900d4f8f49.html,Local,The News & Advance,Unavailable,19h,5.0,True,False
"Heat and storms Saturday precede “cooler,” wetter weather pattern",https://www.wsls.com/weather/2021/08/14/heat-and-storms-saturday-precede-cooler-wetter-weather-pattern/,Local,WSLS 10,Unavailable,1d,6.0,False,False
Man taken to hospital following shooting at Elmwood Park Garage,https://www.wdbj7.com/2021/08/14/roanoke-police-investigating-shooting-elmwood-park-garage/,Local,WDBJ,Unavailable,1d,7.0,False,False
“Baskets for Academics” raises scholarship money for deserving senior,https://www.wsls.com/sports/2021/08/15/baskets-for-academics-raises-scholarship-money-for-deserving-senior/,Local,WSLS 10,Unavailable,19h,8.0,False,False
Crash snarls I-581 traffic Friday night,https://www.wdbj7.com/2021/08/14/crash-snarls-i-581-traffic-friday-night/,Local,WDBJ,Unavailable,1d,9.0,False,False
Roanoke Police Department rookies scoop ice cream at Rookie’s,https://www.msn.com/en-us/sports/nfl/roanoke-police-department-rookies-scoop-ice-cream-at-rookie-e2-80-99s/ar-AANktzx?ocid=BingNews,Local,WDBJ on MSN.com,Unavailable,1d,10.0,False,False
Roanoke Police Department’s rookies at Rookies,https://www.msn.com/en-us/sports/nfl/roanoke-police-department-s-rookies-at-rookies/ar-AANktzx?ocid=BingNews,Local,Roanoke-Lynchburg WDBJ-TV on MSN.com,Unavailable,1d,11.0,False,False
Elvis tribute festival to launch in Lynchburg,https://newsadvance.com/news/local/elvis-tribute-festival-to-launch-in-lynchburg/article_8eafb348-fad3-11eb-b5be-7b357f287616.html,Local,The News & Advance,Unavailable,1d,12.0,False,False
Afghanistan's collapse: Did US intelligence get it wrong?,https://www.msn.com/en-us/news/world/afghanistans-collapse-did-us-intelligence-get-it-wrong/ar-AANm07v?ocid=BingNews,World,ABC News,Unavailable,49m,1.0,False,False
"President Biden, VP Harris avoid the cameras as Kabul falls",https://www.msn.com/en-us/news/politics/president-biden-vp-harris-avoid-the-cameras-as-kabul-falls-to-taliban/ar-AANlQ1d?ocid=BingNews,World,FOX News,Unavailable,1h,2.0,False,False
"Pelosi suggests tying infrastructure plan, $3.5 trln budget resolution",https://www.msn.com/en-us/news/politics/pelosi-suggests-tying-infrastructure-plan-35-trln-budget-resolution/ar-AANlFwv?ocid=BingNews,World,Reuters,Unavailable,8h,3.0,False,False
U.S. administers 356.4 million doses of COVID-19 vaccines - CDC,https://www.msn.com/en-us/health/medical/us-administers-3564-million-doses-of-covid-19-vaccines-cdc/ar-AANlIcj?ocid=BingNews,World,Reuters,Unavailable,6h,4.0,False,False
U.S. moves Afghan embassy compound to the airport as Taliban insurgents arrive in Kabul,https://www.msn.com/en-us/news/world/us-moves-afghan-embassy-compound-to-the-airport-as-taliban-insurgents-arrive-in-kabul/ar-AANluHb?ocid=BingNews,World,CNBC,Unavailable,11h,5.0,False,False
Lebanon: At least 20 people killed after fuel tank explodes,https://www.msn.com/en-us/news/world/lebanon-at-least-20-people-killed-when-fuel-tank-explodes/ar-AANkORB?ocid=BingNews,World,CNN,Unavailable,1h,6.0,False,False
"Defiant and defensive, a president known for empathy takes a cold-eyed approach to Afghanistan debacle",https://www.msn.com/en-us/news/world/defiant-and-defensive-a-president-known-for-empathy-takes-a-cold-eyed-approach-to-afghanistan-debacle/ar-AANm4AI?ocid=BingNews,World,The Washington Post,Unavailable,2h,7.0,False,False
"Harvard professor says flag waving Kristi Noem 'unserious,' Kabul crisis is 'what happens' when US not serious",https://www.msn.com/en-us/news/world/harvard-professor-says-flag-waving-kristi-noem-unserious-kabul-crisis-is-what-happens-when-us-not-serious/ar-AANlJkm?ocid=BingNews,World,FOX News,Unavailable,4h,8.0,False,False
What would Afghanistan under the Taliban look like? Its rise to power in the '90s paints a grim picture,https://www.msn.com/en-us/news/world/what-would-afghanistan-under-the-taliban-look-like-its-rise-to-power-in-the-90s-paints-a-grim-picture/ar-AANm2eq?ocid=BingNews,World,CNN,Unavailable,2h,9.0,False,False
"""Game over:"" Westerners rush to leave Kabul, rescue Afghans",https://www.msn.com/en-us/news/world/game-over-westerners-rush-to-leave-kabul-rescue-afghans/ar-AANlJ3L?ocid=BingNews,World,Associated Press,Unavailable,4h,10.0,False,False
"Haiti earthquake latest: At least 724 people dead, more than 2,800 injured",https://www.msn.com/en-us/news/world/haiti-earthquake-latest-nearly-1300-people-dead-officials-say/ar-AANjRS3?ocid=BingNews,World,ABC News,Unavailable,2h,11.0,False,False
US curtailing evacuation of Afghans who worked for US to prioritize Americans,https://www.msn.com/en-us/news/us/us-curtailing-evacuation-of-afghans-who-worked-for-us-to-prioritize-americans/ar-AANlWcs?ocid=BingNews,World,CNN,Unavailable,2h,12.0,False,False
It's been a brutally hot summer. Experts say this is just a glimpse of the future.,https://www.msn.com/en-us/weather/topstories/its-been-a-brutally-hot-summer-experts-say-this-is-just-a-glimpse-of-the-future/ar-AANkyAB?ocid=BingNews,Science,NBC News,Unavailable,6h,1.0,False,False
T-Mobile is investigating an alleged data breach affecting 100 million users - and the hacker is offering private data in exchange for bitcoin,https://www.msn.com/en-us/finance/other/t-mobile-is-investigating-an-alleged-data-breach-affecting-100-million-users-and-the-hacker-is-offering-private-data-in-exchange-for-bitcoin/ar-AANlMzE?ocid=BingNews,Science,Business Insider,Unavailable,2h,2.0,False,False
Middle Class homeowners are using this mortgage program to help pay off their homes. Don’t wait.,https://api.taboola.com/2.0/json/msn-bingnews-us/recommendations.notify-click?app.type=desktop&app.apikey=f4e07b04dc5ff2a50fc9a1a3421bd7189a107d41&response.id=__d8064e097bf6690067b2f5ac16c00199__760af19506dd163b521bd869e0f63f6b&response.session=v2_4f58d1f34fb5158992802715f03dfaf7_2EC0CE0213006A162718DE9712DE6BA1_1629078265_1629078265_CIi3jgYQhpxRGLygueuurPaD1AEgASgFMOEBOJGkDkCw5Q9IztfZA1C9BFgAYABovtq8u_q97YkvcAA&item.id=%7E%7EV1%7E%7E-6598355787248265697%7E%7EcwkEJOZzPLTKxSJGKwgfsF9FoqLW1_F8PlGhNS1MxqTTxvAnL2wqac4MyzR7uD46gj3kUkbS3FhelBtnsiJV6MhkDZRZzzIqDobN6rWmCPA3hYz5D3PLat6nhIftiT1lwdxwdlxkeV_Mfb3eos_TQeasbccu2HzCIbvKqPpgKvYfVh-50szu0_kSLrPAHdOCcX2oet7tF8mjaLtYD2dwN6UWJPOggz2l6tVH4v364EI3rDM0HTWcdKP6RTg141VUu3YKzDAJ3Q5ewGvsjoz23hyQBwiQ74utoI-vwUe8KvdQIiFyKAMoup9dqEAtgoLqjrOGv-6iDoYLvQ6osB3pEQ&item.type=text&sig=6f650088805e77e64f36507a7b4f8837bbadb7965320&redir=https%3A%2F%2Fwww.lowermybills.com%2Flending%2Fhome-refinance%2F%3Fsourceid%3Dlmb-64668-140793-307350%26moid%3D275638%26pkey1%3Dmsn-bingnews-us%26pkey2%3D%7BCPC%7D%26pkey3%3D%7B1007280%7D%26gclid%3DGiBIJw5nXml52OcNrk7UEj_a14jcVMqLBXHMLVoC5cf-KCCwvT0osoaC0Oq32Z2tAQ%23tblciGiBIJw5nXml52OcNrk7UEj_a14jcVMqLBXHMLVoC5cf-KCCwvT0osoaC0Oq32Z2tAQ&ui=2EC0CE0213006A162718DE9712DE6BA1&cpb=GAEgnP__________ASoZdXMudGFib29sYXN5bmRpY2F0aW9uLmNvbTIJd2F0ZXIxMjQ5OIACQJGkDkiw5Q9QztfZA1i9BGMI1xYQ1R8YI2RjCO3__________wEQ7f__________ARgTZGMI0gMQ4AYYCGRjCJYUEJccGBhkYwjLGBCkIhgJZGMI9BQQnh0YH2RqIDgxMDIxMjVEMEEwQTQ2OEJCRjY0NkJENTlBQUYxMkY2cgwmAQXAwgB_QNw-t6Z4AYABilmIAf___________wE,Science,LowerMyBills,Unavailable,,3.0,False,True
EXPLAINER: Why are earthquakes so devastating in Haiti?,https://www.msn.com/en-us/news/world/explainer-why-are-earthquakes-so-devastating-in-haiti/ar-AANlVuA?ocid=BingNews,Science,Associated Press,Unavailable,3h,4.0,False,False
What does endemic mean when it comes to COVID?,https://www.msn.com/en-us/health/medical/what-does-endemic-mean-when-it-comes-to-covid/ar-AANlXGZ?ocid=BingNews,Science,Mashable,Unavailable,2h,5.0,False,False
"Interactive Chicagotlan project marks 500 years since the Fall of Tenochtitlan, highlights Aztec history and contributions in the city",https://www.msn.com/en-us/travel/news/interactive-chicagotlan-project-marks-500-years-since-the-fall-of-tenochtitlan-highlights-aztec-history-and-contributions-in-the-city/ar-AANjU1F?ocid=BingNews,Science,Chicago Tribune,Unavailable,2h,6.0,False,False
More companies to offer Covid-19 jab-linked incentives,https://www.msn.com/en-us/travel/news/more-companies-to-offer-covid-19-jab-linked-incentives/ar-AANlLlU?ocid=BingNews,Science,Evening Standard,Unavailable,2h,7.0,False,False
Reuters Science News Summary,https://www.msn.com/en-us/news/technology/reuters-science-news-summary/ar-AANlWML?ocid=BingNews,Science,Reuters,Unavailable,4h,8.0,False,False
Virginia: Senior Drivers Are in For a Big Surprise,https://api.taboola.com/2.0/json/msn-bingnews-us/recommendations.notify-click?app.type=desktop&app.apikey=f4e07b04dc5ff2a50fc9a1a3421bd7189a107d41&response.id=__d8064e097bf6690067b2f5ac16c00199__4544815a868f4aed4a3da6378105bbca&response.session=v2_4f58d1f34fb5158992802715f03dfaf7_2EC0CE0213006A162718DE9712DE6BA1_1629078265_1629078265_CIi3jgYQhpxRGLygueuurPaD1AEgASgFMOEBOJGkDkCw5Q9IztfZA1C9BFgAYABovtq8u_q97YkvcAA&item.id=%7E%7EV1%7E%7E6808844767010985925%7E%7EC38Uvl4fF0Zobu4pRS8gr_GP6Ut1suqOACJD7Ylv8_nTxvAnL2wqac4MyzR7uD46gj3kUkbS3FhelBtnsiJV6MhkDZRZzzIqDobN6rWmCPCa4OOH2uZk2Dre7Bw85J_YBfQQybpshSzTt_ilKYLL2ExKQzIRlSXGIBXlSyuiaZ6uu52nDDHexIPDewhp9ODmnEdMjlNsKROwAYpUVNTLdjmEBastasuQeVgV9adJjNjEFZXEVzUeWWUTkacDTAjRi-bxHLtJSoRWoH5za14YISx-P1HmK9lMSlm6ngEQAc3rjbfCqzyrIneCXMDpL8T0Js-uC3-WWmrUP_51FzAi-ETIjLFrfyefcx_ooZsGHf4&item.type=text&sig=d744d7045ee2b704e41563a5552b613363204999b195&redir=https%3A%2F%2Fwww.theratechopper.com%2Farticles%2Fhow-to-get-car-insurance-so-cheap-its-almost-free%2F%3Futm_source%3DTaboola%26affiliateId%3D1181%26affiliateName%3DTaboola%26subId1%3Dnone%26subId2%3Dshocked4%26subId3%3Dseniordriverssurprise%26subId4%3Dhowto%26subId5%3Dmsn-bingnews-us%26subId6%3DDesktop%26subId7%3DGiBIJw5nXml52OcNrk7UEj_a14jcVMqLBXHMLVoC5cf-KCC8wkIo5eP_k5z_wP_lAQ%26tblci%3DGiBIJw5nXml52OcNrk7UEj_a14jcVMqLBXHMLVoC5cf-KCC8wkIo5eP_k5z_wP_lAQ%23tblciGiBIJw5nXml52OcNrk7UEj_a14jcVMqLBXHMLVoC5cf-KCC8wkIo5eP_k5z_wP_lAQ&ui=2EC0CE0213006A162718DE9712DE6BA1&cpb=GAEgnP__________ASoZdXMudGFib29sYXN5bmRpY2F0aW9uLmNvbTIJd2F0ZXIxMjQ5OIACQJGkDkiw5Q9QztfZA1i9BGMI1xYQ1R8YI2RjCO3__________wEQ7f__________ARgTZGMI0gMQ4AYYCGRjCJYUEJccGBhkYwjLGBCkIhgJZGMI9BQQnh0YH2RqIDgxMDIxMjVEMEEwQTQ2OEJCRjY0NkJENTlBQUYxMkY2cgwmAQXAwgB_QNw-t6Z4AYABilmIAf___________wE,Science,The Rate Chopper,Unavailable,,9.0,False,True
International Dark Sky Park gives US and Canada visitors a clear view of the night sky,https://www.msn.com/en-us/travel/tripideas/international-dark-sky-park-gives-us-and-canada-visitors-a-clear-view-of-the-night-sky/ar-AANl7uS?ocid=BingNews,Science,CNN,Unavailable,7h,10.0,False,False
COVID-19 updates: Test positivity rates in four of six Central Valley counties top 10%,https://www.msn.com/en-us/health/medical/covid-19-updates-test-positivity-rates-in-four-of-six-central-valley-counties-top-10/ar-AANlKow?ocid=BingNews,Science,Fresno Bee,Unavailable,5h,11.0,False,False
Fin-credible Sight: Leopard Sharks Return to La Jolla Waters in Droves,https://www.msn.com/en-us/news/us/fin-credible-sight-leopard-sharks-return-to-la-jolla-waters-in-droves/ar-AANhhwK?ocid=BingNews,Science,NBC San Diego,Unavailable,6h,12.0,False,False
Q&A with Amazon Alexa chief Rohit Prasad on the future of ambient computing,https://www.msn.com/en-us/news/technology/qanda-with-amazon-alexa-chief-rohit-prasad-on-the-future-of-ambient-computing/ar-AANlMDH?ocid=BingNews,Technology,Geekwire,Unavailable,7h,1.0,False,False
Where's my August child tax credit payment? How to track it online,https://www.msn.com/en-us/money/taxes/wheres-my-august-child-tax-credit-check-how-to-track-your-payments-online/ar-AALVR74?ocid=BingNews,Technology,CNET,Unavailable,44m,2.0,False,False
War for Wakanda DLC Pack Explained by Marvel's Avengers Game Developers,https://www.msn.com/en-us/entertainment/gaming/war-for-wakanda-dlc-pack-explained-by-marvels-avengers-game-developers/ar-AANlZkv?ocid=BingNews,Technology,Gizmodo,Unavailable,3h,3.0,False,False
T-Mobile investigating report of customer data breach that reportedly involves 100 million people,https://www.msn.com/en-us/news/technology/t-mobile-investigating-report-of-customer-data-breach-that-reportedly-involves-100-million-people/ar-AANlKT2?ocid=BingNews,Technology,The Verge,Unavailable,4h,4.0,False,False
Will driverless trucks soon share our roads?,https://www.msn.com/en-us/money/companies/will-driverless-trucks-soon-share-our-roads/ar-AANlPNr?ocid=BingNews,Technology,CBS News,Unavailable,2h,5.0,False,False
"Gigabyte Will Replace 'Exploding' PSUs, Takes Shot At Media On The Way Out",https://www.msn.com/en-us/news/technology/gigabyte-will-replace-exploding-psus-takes-shot-at-media-on-the-way-out/ar-AANlXOK?ocid=BingNews,Technology,Kotaku,Unavailable,2h,6.0,False,False
"UPDATE 1-Hyatt to buy Apple Leisure Group from KKR, KSL Capital for $2.7 billion",https://www.msn.com/en-us/money/companies/update-1-hyatt-to-buy-apple-leisure-group-from-kkr-ksl-capital-for-27-billion/ar-AANlT5Z?ocid=BingNews,Technology,Reuters,Unavailable,2h,7.0,False,False
"The Week In Games: Twelve Minutes Launches In Like 4,680 Minutes",https://www.msn.com/en-us/entertainment/gaming/the-week-in-games-twelve-minutes-launches-in-like-4680-minutes/ar-AANlWga?ocid=BingNews,Technology,Kotaku,Unavailable,2h,8.0,False,False
How to become a titan in Roblox Titanage,https://www.msn.com/en-us/sports/esports/how-to-become-a-titan-in-roblox-titanage/ar-AANlT8q?ocid=BingNews,Technology,GamePur,Unavailable,2h,9.0,False,False
"UPDATE 1-Japan's economy rebounds in April-June, COVID clouds outlook",https://www.msn.com/en-us/money/markets/update-1-japans-economy-rebounds-in-april-june-covid-clouds-outlook/ar-AANlXZ9?ocid=BingNews,Technology,Reuters,Unavailable,1h,10.0,False,False
BRIEF-Hyatt To Acquire Apple Leisure Group,https://www.msn.com/en-us/money/companies/brief-hyatt-to-acquire-apple-leisure-group/ar-AANm1VJ?ocid=BingNews,Technology,Reuters,Unavailable,3h,11.0,False,False
The Switch is the first console to sweep Japan's game sales chart in 33 years,https://www.msn.com/en-us/entertainment/gaming/the-switch-is-the-first-console-to-sweep-japans-game-sales-chart-in-33-years/ar-AANlX7c?ocid=BingNews,Technology,Engadget,Unavailable,3h,12.0,False,False
Johnny Depp Says He’s Being Boycotted by Hollywood,https://www.msn.com/en-us/movies/news/johnny-depp-says-he-s-being-boycotted-by-hollywood/ar-AANlSOi?ocid=BingNews,Entertainment,The Hollywood Reporter,Unavailable,3h,1.0,False,False
"Watch Stephen Colbert, Broadway Stars Sing Billy Joel’s ‘New York State of Mind’",https://www.msn.com/en-us/music/news/watch-stephen-colbert-broadway-stars-sing-billy-joel-e2-80-99s-e2-80-98new-york-state-of-mind-e2-80-99/ar-AANlJhA?ocid=BingNews,Entertainment,Rolling Stone,Unavailable,4h,2.0,False,False
New York Is Almost Like the Fifth Character in This Star-Studded Music Video,https://www.msn.com/en-us/music/news/new-york-is-almost-like-the-fifth-character-in-this-star-studded-music-video/ar-AANlEYU?ocid=BingNews,Entertainment,Vulture.com,Unavailable,9h,3.0,False,False
Jason Momoa and Emilia Clarke Get Together for Game of Thrones Reunion: 'You Are Wonderful',https://www.msn.com/en-us/tv/news/jason-momoa-and-emilia-clarke-get-together-for-game-of-thrones-reunion-you-are-wonderful/ar-AANlDez?ocid=BingNews,Entertainment,People,Unavailable,6h,4.0,False,False
Ethan Hawke: Oscar Isaac Got Him ‘Moon Knight’ Role After Watching ‘Good Lord Bird’,https://www.msn.com/en-us/movies/news/ethan-hawke-oscar-isaac-got-him-moon-knight-role-after-watching-good-lord-bird/ar-AANlHfF?ocid=BingNews,Entertainment,IndieWire,Unavailable,8h,5.0,False,False
"With Retreat, The OA Creators are Taking a Movement to FX",https://www.msn.com/en-us/tv/news/with-retreat-the-oa-creators-are-taking-a-movement-to-fx/ar-AANm2fB?ocid=BingNews,Entertainment,Vulture.com,Unavailable,2h,6.0,False,False
