article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Two airplane pilots were rescued in the waters off Hawaii after a Boeing 737 cargo plane went down,Unavailable,News,SFGATE,Unavailable,Earlier today,2.0,False,False
Krispy Kreme goes public — again,Unavailable,News,CNBC,Unavailable,Yesterday,3.0,False,False
Robinhood files for an IPO,Unavailable,News,CNBC,Unavailable,Yesterday,4.0,False,False
This is how Afghans describe the change in their country after 20 years of war,Unavailable,News,Financial Times,Unavailable,Earlier today,5.0,False,False
A historic heat wave in the Pacific Northwest has killed hundreds in U.S. and Canada over the past week. Here's what to know.,Unavailable,News,The Washington Post,Unavailable,Yesterday,6.0,False,False
Fireworks are a serious wildfire threat in Northern California. But sales are booming.,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,7.0,False,False
"""Really horrifying"": Fire clouds spark 710,117 lightning strikes in western Canada in 15 hours",Unavailable,News,SFGATE,Unavailable,Yesterday,8.0,False,False
How Texas’s freeze could spoil California’s summer,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,9.0,False,False
A cop played a Taylor Swift song to try to block BLM protesters' video from YouTube. It didn't work.,Unavailable,News,Variety,Unavailable,This afternoon,10.0,False,False
"Vaccinated and confused? Answers about masks, the Delta variant and breakthrough infections",Unavailable,News,The New York Times,Unavailable,Yesterday,11.0,False,False
"U.S. leaves Bagram, effectively ending military operations in Afghanistan",Unavailable,News,The New York Times,Unavailable,This morning,12.0,False,False
"Johnson & Johnson Covid vaccine protects against the Delta variant, company says",Unavailable,News,Bloomberg Quicktake,Unavailable,This afternoon,13.0,False,False
"L.A. backs new camping restrictions, amid warnings that homelessness will be criminalized",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,14.0,False,False
June jobs report beats expectations,Unavailable,News,CNBC,Unavailable,This morning,15.0,False,False
Grocers halt sales of perishable goods amid record heat wave,Unavailable,News,Retail Insider,Unavailable,Yesterday,16.0,False,False
Sen. Kyrsten Sinema's former staffers detail a 'demoralizing' office environment,Unavailable,News,Politics Insider,Unavailable,Yesterday,17.0,False,False
"Coroner says two presumed dead following fast-moving fire that destroyed 90% of Lytton, BC",Unavailable,News,,Unavailable,1 hour ago,18.0,False,False
48 million Americans to travel over July 4 weekend in return to pre-Covid levels,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,19.0,False,False
"Biden visits Surfside, Florida following condo collapse",Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,20.0,False,False
California recall election to take place September 14,Unavailable,News,CalMatters,Unavailable,Yesterday,21.0,False,False
Job seekers have the power right now. Here are 7 questions you should ask in your next job interview.,Unavailable,News,Careers Insider,Unavailable,4 hours ago,22.0,False,False
Texas is seeing sunflowers everywhere this summer for unexpected reasons,Unavailable,News,mySA,Unavailable,This evening,23.0,False,False
