article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Biden says federal employees must get vaccination or submit to regular testing,Unavailable,News,,Unavailable,"July 29, 2021",1.0,False,False
CDC recommends new tests that can detect COVID-19 and influenza,Unavailable,News,,Unavailable,Last night,2.0,False,False
"Vaccinated people made up three-quarters of those infected in a massive Massachusetts covid-19 outbreak, pivotal CDC study finds",Unavailable,News,The Washington Post,Unavailable,Last night,3.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,4.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,5.0,False,False
HHS Assistant Secretary for Health on efforts to increase vaccinations among Americans of all ages,Unavailable,News,Washington Post Live,Unavailable,Yesterday,6.0,False,False
'I am 62 years old and had never seen the snow': Brazilians revel in unusually cold weather,Unavailable,News,Reuters Science News,Unavailable,Yesterday,7.0,False,False
Mexico is phasing out GMO corn and the pesticide glyphosate. The consequences to U.S. trade will be enormous.,Unavailable,News,The Counter,Unavailable,2 hours ago,8.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,9.0,False,False
Israel will begin giving third Pfizer booster shots for people over 60,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,10.0,False,False
"A battle is unfolding over the world's smelliest fruit, and farmers in Malaysia say their entire livelihood is being wiped out at the worst possible time",Unavailable,News,Insider Asia,Unavailable,2 hours ago,11.0,False,False
Japan expands state of emergency to four more areas following spike in COVID-19 cases amid Olympics,Unavailable,News,,Unavailable,3 hours ago,12.0,False,False
‘They thought I was dead’: Haitian president’s widow recounts assassination,Unavailable,News,The New York Times,Unavailable,Yesterday,13.0,False,False
Japan expands and extends state of emergency as Tokyo records highest daily cases tally to date,Unavailable,News,,Unavailable,LIVE,14.0,False,False
CDC internal report calls Delta variant as contagious as chickenpox,Unavailable,News,The New York Times,Unavailable,"July 30, 2021",15.0,False,False
Arkansas governor seeks to end ban on mask mandates in schools,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,16.0,False,False
The Walt Disney Company will require U.S. employees to be fully vaccinated,Unavailable,News,Variety,Unavailable,Yesterday,17.0,False,False
"Breakthrough COVID-19 cases are rising in L.A., but data shows the vaccinated are still protected",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,18.0,False,False
Medicare and Medicaid mark 56 years of health coverage,Unavailable,News,,Unavailable,Yesterday,19.0,False,False
"Myanmar's military is targeting health workers as Covid-19 cases surge, UN warns",Unavailable,News,Bloomberg Quicktake,Unavailable,"July 30, 2021",20.0,False,False
