article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
The latest news from Afghanistan as the Taliban take control of the country,Unavailable,News,,Unavailable,LIVE,1.0,False,False
The FDA is aiming to give full approval to Pfizer’s Covid vaccine on Monday,Unavailable,News,The New York Times,Unavailable,"August 20, 2021",2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,4.0,False,False
Covid killed her husband. Now it’s taking the only home her kids have ever known.,Unavailable,News,The Washington Post,Unavailable,Yesterday,5.0,False,False
Go ahead. Ignore that email.,Unavailable,News,Bloomberg Opinion,Unavailable,"August 20, 2021",6.0,False,False
Who is the Taliban? Answers to this and 8 other top questions people are googling about Afghanistan.,Unavailable,News,Insider International,Unavailable,Yesterday,7.0,False,False
California officials open investigation into whether Larry Elder failed to disclose income sources,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,8.0,False,False
Taliban fighters head to Panjshir Valley in effort to claim the resistance stronghold,Unavailable,News,,Unavailable,Last night,9.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,10.0,False,False
"As California burns, why some ecologists say it’s time to rethink forest management",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,11.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,12.0,False,False
The harrowing untold stories from 9/11,Unavailable,News,The Telegraph,Unavailable,"August 21, 2021",13.0,False,False
‘It’s back to zero’ for an Afghan women’s advocate quarantining in a Toronto hotel,Unavailable,News,Toronto Star,Unavailable,Yesterday,14.0,False,False
