article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,2 hours ago,1.0,False,False
Biden unveils vaccine mandate for federal employees and other workers to reduce spread of the Delta variant,Unavailable,News,,Unavailable,Yesterday,2.0,False,False
"Vaccines alone won't save us. We need data-driven mask mandates, too.",Unavailable,News,USA TODAY Opinion,Unavailable,Yesterday,3.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,4.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,5.0,False,False
9/11 Survivors Are Still Getting Sick Decades Later,Unavailable,News,The New York Times,Unavailable,1 hour ago,6.0,False,False
This couple bought a villa in Bali before ever visiting the island and transformed it into a paradise compound,Unavailable,News,Insider Asia,Unavailable,2 hours ago,7.0,False,False
All children ages 12 and up must be fully vaccinated against COVID-19 to enter Los Angeles public schools,Unavailable,News,Los Angeles Times,Unavailable,Last night,8.0,False,False
"After a disastrous summer of wildfires, California braces for a potentially worse fall",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,9.0,False,False
This Woman Was 13 When Her Father Was Killed On 9/11. It's Taken Her 20 Years To Heal.,Unavailable,News,HuffPost,Unavailable,2 hours ago,10.0,False,False
'America is under attack': An interview with the man who broke the news of 9/11 to George Bush,Unavailable,News,The Times,Unavailable,Yesterday,11.0,False,False
A private Palm Beach island that sold for $85 million in July has a new price tag: $120 million,Unavailable,News,WSJ Real Estate,Unavailable,3 hours ago,12.0,False,False
New poll shows Newsom could easily beat recall thanks to motivated Democrats,Unavailable,News,Los Angeles Times,Unavailable,2 hours ago,13.0,False,False
Younger unvaccinated Californians increasingly hospitalized with COVID-19,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,14.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,15.0,False,False
Remote work made life easier for employees with disabilities. Advocates say the option should stay,Unavailable,News,The Boston Globe,Unavailable,2 hours ago,16.0,False,False
Why are restaurant workers leaving the industry for good?,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,17.0,False,False
What's behind Denmark's stellar #Covid19 record? People's trust,Unavailable,News,Bloomberg Quicktake,Unavailable,"September 9, 2021",18.0,False,False
"Memories of Terrible Tuesday, a 9/11 message board for teen girls",Unavailable,News,Input,Unavailable,Yesterday,19.0,False,False
"Ivermectin is not authorized for treatment of COVID-19, according to the FDA",Unavailable,News,,Unavailable,LIVE,20.0,False,False
A look into the latest military parade in North Korea,Unavailable,News,Bloomberg Quicktake,Unavailable,"September 9, 2021",21.0,False,False
