article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Recovery efforts continue in the northeast US and Louisiana following Ida's destruction,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"Sex-trafficked kids are crime victims. In Las Vegas, they still go to jail.",Unavailable,News,The Washington Post,Unavailable,This afternoon,3.0,False,False
Kabul after three weeks of Taliban rule,Unavailable,News,The Sunday Times,Unavailable,This morning,4.0,False,False
‘How I escaped my father’s cult at the age of 30’,Unavailable,News,The Sunday Times,Unavailable,This morning,5.0,False,False
🚨💰 Trump in advanced talks to sell D.C. hotel,Unavailable,News,Axios,Unavailable,Yesterday,6.0,False,False
"Ethiopia's Tigrayans rounded up, mutilated and dismembered in civil war ethnic purge",Unavailable,News,Telegraph World News,Unavailable,Earlier today,7.0,False,False
Inside a hijack: The unheard stories of the Pan Am 73 crew,Unavailable,News,Megha Mohan,Unavailable,This afternoon,8.0,False,False
Protests in Montenegro as the new head of the Serbian Orthodox Church is inaugurated,Unavailable,News,,Unavailable,26 minutes ago,9.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,10.0,False,False
These Montreal siblings lost their father on 9/11. Twenty years later they open up about grief and healing,Unavailable,News,Toronto Star,Unavailable,This afternoon,11.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,12.0,False,False
The latest news and updates from Afghanistan under Taliban control,Unavailable,News,,Unavailable,LIVE,13.0,False,False
‘Life-threatening situation’: FEMA says power outages — not just storm damage — may qualify Louisiana residents for evacuation aid,Unavailable,News,Southerly,Unavailable,Earlier today,14.0,False,False
The New York Times revealed an undisclosed oil spill in the Gulf of Mexico,Unavailable,News,The New York Times,Unavailable,Yesterday,15.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,16.0,False,False
California Gov. Newsom and allies spent $36 million in August alone to fight the recall,Unavailable,News,Los Angeles Times,Unavailable,2 hours ago,17.0,False,False
Caldor Fire shows signs of slowing but overall threat is not over yet,Unavailable,News,,Unavailable,LIVE,18.0,False,False
Thai Prime Minister Prayut Chan-o-cha survives no-confidence motion over COVID-19 handling,Unavailable,News,,Unavailable,Earlier today,19.0,False,False
"As Caldor fire reaches Lake Tahoe Basin, crews scramble to prevent worst-case scenario",Unavailable,News,Los Angeles Times,Unavailable,"August 31, 2021",20.0,False,False
