article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
A popular dog food trend could be 'fuelling the spread of antibiotic-resistant bacteria',Unavailable,News,Euronews Green,Unavailable,Yesterday,3.0,False,False
"Heat, fire and drought consume California",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,4.0,False,False
Couple who blame Tesla's solar panels for leaks and mold now locked in legal battle on ending contract,Unavailable,News,Tech Insider,Unavailable,This morning,5.0,False,False
"""I almost feel like low-wage workers are subsidizing the rest of us because they’re paying into the system but not reaping the benefits.""",Unavailable,News,CalMatters,Unavailable,Yesterday,6.0,False,False
Virginia is back as America’s Top State for Business in 2021,Unavailable,News,CNBC,Unavailable,This morning,7.0,False,False
Can your landlord raise your rent now that the market is creeping back up?,Unavailable,News,SFGATE,Unavailable,Yesterday,8.0,False,False
The Rationing of a Last-Resort Covid Treatment,Unavailable,News,The New York Times,Unavailable,Yesterday,9.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,10.0,False,False
"Lake Mead's ""bathtub ring"" is the latest example of the drought",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,11.0,False,False
"Amid rash of assaults, Asian American elders practice self-defense with canes and fists",Unavailable,News,The Boston Globe,Unavailable,Yesterday,12.0,False,False
President Biden calls for passage of federal voting rights legislation during his Philadelphia speech,Unavailable,News,,Unavailable,5 hours ago,13.0,False,False
Atlantic hurricane season continues after June 1 start,Unavailable,News,,Unavailable,LIVE,14.0,False,False
France and Greece announce mandatory COVID-19 vaccination measures for health workers,Unavailable,News,,Unavailable,Last night,15.0,False,False
Do you need a booster shot for COVID-19? Here's what to know.,Unavailable,News,USA TODAY,Unavailable,Earlier today,16.0,False,False
How an Oregon wildfire almost derailed California’s power grid,Unavailable,News,Los Angeles Times,Unavailable,This morning,17.0,False,False
Wall Street is pouring billions into the housing market and you’re struggling to buy a home. What gives?,Unavailable,News,Business Insider,Unavailable,Yesterday,18.0,False,False
Texas Republicans vote to track down absent Democrats and arrest them if necessary after lawmakers leave in move that could block voting restrictions bill,Unavailable,News,Texas Tribune,Unavailable,This afternoon,19.0,False,False
Biden urges Congress to pass legislation to counter Republican voter laws,Unavailable,News,Bloomberg Quicktake,Unavailable,5 hours ago,20.0,False,False
Nearly $400 million taxpayer dollars are rotting in a neglected government account. No one can agree on how to use it.,Unavailable,News,Politics Insider,Unavailable,3 hours ago,21.0,False,False
