article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Reese Witherspoon's media company to be sold in deal valued at $900 million,Unavailable,News,The Wall Street Journal,Unavailable,2 hours ago,2.0,False,False
Why California is critical of federal wildfire fighting strategies,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,3.0,False,False
"'If what I just heard becomes public, the president will be impeached.’ The man who sparked Trump’s first impeachment tells his story",Unavailable,News,USA TODAY,Unavailable,Yesterday,4.0,False,False
Future president? Kamala Harris now 'underwater' as sinking popularity alarms Democrats,Unavailable,News,Telegraph World News,Unavailable,Yesterday,5.0,False,False
The sea is rising. Could this forgotten beach ecosystem help protect coastal communities?,Unavailable,News,Los Angeles Times,Unavailable,48 minutes ago,6.0,False,False
"Assisted death is legal in California, but many patients die waiting for it",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,7.0,False,False
"Meet the typical Chinese millennial, who makes $22,000 a year but has no student debt",Unavailable,News,Insider Asia,Unavailable,Yesterday,8.0,False,False
"For parents of unvaccinated kids, worsening Delta variant brings alarm, questions",Unavailable,News,Los Angeles Times,Unavailable,57 minutes ago,9.0,False,False
Americans got more sleep during the pandemic,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,10.0,False,False
A young water advocate paddles to protect the future of the Great Lakes,Unavailable,News,Toronto Star,Unavailable,Yesterday,11.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,12.0,False,False
"After getting his DNA results, he messaged a stranger: I think you might be my father",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,13.0,False,False
How vaccination status is upending families — or at least family barbecues,Unavailable,News,Toronto Star,Unavailable,Yesterday,14.0,False,False
"Iran allegedly spied on her for months and plotted to kidnap her from her home, but this journalist and human rights activist says she refuses to be intimidated",Unavailable,News,Insider International,Unavailable,Yesterday,15.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,16.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,17.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,18.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,19.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,20.0,False,False
"For the record, this lake in Patagonia is not supposed to be neon pink",Unavailable,News,Mic,Unavailable,"July 27, 2021",21.0,False,False
"Vaccinated people made up three-quarters of those infected in a massive Massachusetts covid-19 outbreak, pivotal CDC study finds",Unavailable,News,The Washington Post,Unavailable,"July 30, 2021",22.0,False,False
