article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
DOJ and Texas face off in court over restrictive abortion law,https://www.msn.com/en-us/news/us/doj-and-texas-face-off-in-court-over-restrictive-abortion-law/ar-AAP2pwF?ocid=BingNews,Top stories,ABC News,Unavailable,26m,1.0,False,False
Live updates: Progressives pushing for Senate budget vote before infrastructure passage,https://www.msn.com/en-us/news/politics/live-updates-progressives-pushing-for-senate-budget-vote-before-infrastructure-passage/ar-AAP2r9m?ocid=BingNews,Top stories,USA TODAY,Unavailable,38m,2.0,False,False
UPDATE 1-U.S. Senate confirms Biden pick to lead Bureau of Land Management,https://www.msn.com/en-us/news/politics/update-1-us-senate-confirms-biden-pick-to-lead-bureau-of-land-management/ar-AAP1djK?ocid=BingNews,Top stories,Reuters,Unavailable,16h,3.0,False,False
Democrats return to Capitol for crunch talks on Biden agenda after setback,https://www.msn.com/en-us/news/politics/democrats-return-to-capitol-for-crunch-talks-on-biden-agenda-after-setback/ar-AAP264x?ocid=BingNews,Top stories,The Guardian,Unavailable,2h,4.0,False,False
"Immigration protesters block traffic on Golden Gate bridge, demand 'pathway to citizenship'",https://www.msn.com/en-us/news/us/immigration-protesters-block-traffic-on-golden-gate-bridge-demand-pathway-to-citizenship/ar-AAP27yH?ocid=BingNews,Top stories,FOX News,Unavailable,2h,5.0,False,False
"The Supreme Court that Trump tilted to the right will review abortion, guns, and religion. Here are 5 important cases to watch as the new term begins.",https://www.msn.com/en-us/news/us/the-supreme-court-that-trump-tilted-to-the-right-will-review-abortion-guns-and-religion-here-are-5-important-cases-to-watch-as-the-new-term-begins/ar-AAP2Fho?ocid=BingNews,Top stories,Business Insider,Unavailable,58m,6.0,False,False
The House missed its deadline to pass infrastructure. That doesn't mean the bill has hit a dead end.,https://www.msn.com/en-us/news/politics/the-house-missed-its-deadline-to-pass-infrastructure-that-doesnt-mean-the-bill-has-hit-a-dead-end/ar-AAP1BQy?ocid=BingNews,Top stories,USA TODAY,Unavailable,4h,7.0,False,False
Biden signs government funding bill to prevent shutdown,https://www.msn.com/en-us/news/politics/biden-signs-government-funding-bill-to-prevent-shutdown/ar-AAOZM1a?ocid=BingNews,Top stories,CBS News,Unavailable,6h,8.0,False,False
Hurricane Ida recovery: Louisiana local leaders say FEMA ‘missing in action’ as parish pleads for help,https://www.msn.com/en-us/news/us/hurricane-ida-recovery-louisiana-local-leaders-say-fema-missing-in-action-as-parish-pleads-for-help/ar-AAP2Opm?ocid=BingNews,Top stories,FOX News,Unavailable,58m,9.0,False,False
Supreme Court Justice Brett Kavanaugh tests positive for COVID-19,https://www.msn.com/en-us/news/us/supreme-court-justice-brett-kavanaugh-tests-positive-for-covid-19/ar-AAP2oG4?ocid=BingNews,Top stories,ABC News,Unavailable,34m,10.0,False,False
"What's next for the debt ceiling? Democrats, Republicans still at odds over an increase",https://www.msn.com/en-us/news/politics/whats-next-for-the-debt-ceiling-democrats-republicans-still-at-odds-over-an-increase/ar-AAP1AYS?ocid=BingNews,Top stories,USA TODAY,Unavailable,51m,11.0,False,False
Israeli soccer fans face antisemitism at stadium built by the Nazis,https://www.msn.com/en-us/sports/soccer/israeli-soccer-fans-face-antisemitism-at-stadium-built-by-the-nazis/ar-AAP2zKN?ocid=BingNews,Top stories,CBS News,Unavailable,1h,12.0,False,False
