article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"President Biden to visit Northeast after Ida's destruction, while Hurricane Larry churns over the Atlantic",Unavailable,News,,Unavailable,LIVE,1.0,False,False
Dr. Anthony Fauci said some US hospitals are close to having to make 'tough choices' about patients for ICU beds,Unavailable,News,,Unavailable,This morning,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
People pay tribute to actor Michael K. Williams who died at 54,Unavailable,News,,Unavailable,This morning,4.0,False,False
"As Tahoe residents fled the Caldor Fire, the bears moved in — and pigged out",Unavailable,News,San Francisco Chronicle,Unavailable,Earlier today,5.0,False,False
"For Gen Z, Sept. 11 is history. Here’s how they’ve come to understand the attacks.",Unavailable,News,USA TODAY,Unavailable,Earlier today,6.0,False,False
U.S. Covid hospitalizations more than doubled since last Labor Day,Unavailable,News,Bloomberg Quicktake,Unavailable,Earlier today,7.0,False,False
Latinos shape California. Why are so many sitting out the recall?,Unavailable,News,The New York Times,Unavailable,3 hours ago,8.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,9.0,False,False
Masks. School lunch. Sleepovers. Here's how to keep kids safe as the delta variant rages,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,10.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,11.0,False,False
Canada aims to permanently block Chelsea Manning from entering the country,Unavailable,News,The Globe and Mail,Unavailable,This morning,12.0,False,False
Inside the rise of robotexts and how you can stop them,Unavailable,News,Advertising Insider,Unavailable,4 hours ago,13.0,False,False
Worried about wildfires? Here’s how to determine a home’s risk level,Unavailable,News,Los Angeles Times,Unavailable,Earlier today,14.0,False,False
El Salvador becomes the first country to adopt Bitcoin as official currency,Unavailable,News,,Unavailable,Last night,15.0,False,False
Taliban announce interim government in Afghanistan,Unavailable,News,,Unavailable,4 hours ago,16.0,False,False
