article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Eric Adams wins New York City Democratic mayoral race after keeping narrow lead over Kathryn Garcia,https://www.msn.com/en-us/news/other/eric-adams-wins-new-york-city-democratic-mayoral-race-after-keeping-narrow-lead-over-kathryn-garcia/ar-AALR3pX?ocid=BingNews,Top stories,USA TODAY,Unavailable,13m,1.0,False,False
"Elsa upgraded to hurricane, with warning hoisted for Tampa",https://www.msn.com/en-us/weather/topstories/elsa-upgraded-to-hurricane-with-warning-hoisted-for-tampa/ar-AALPVRu?ocid=BingNews,Top stories,The Washington Post,Unavailable,48m,2.0,False,False
"As storm approaches, rescuers seek survivors and families seek closure at condo collapse site in Fla.",https://www.msn.com/en-us/news/us/as-storm-approaches-rescuers-seek-survivors-and-families-seek-closure-at-condo-collapse-site-in-fla/ar-AALLZxI?ocid=BingNews,Top stories,The Washington Post,Unavailable,23h,3.0,False,False
"Joe Biden ramps up vaccination drive with new initiatives; Pfizer, Moderna vaccines on brink of full FDA approval?: Today's COVID-19 updates",https://www.msn.com/en-us/news/us/joe-biden-ramps-up-vaccination-drive-with-new-initiatives-pfizer-moderna-vaccines-on-brink-of-full-fda-approval-todays-covid-19-updates/ar-AALP96k?ocid=BingNews,Top stories,USA TODAY,Unavailable,1h,4.0,False,False
Biden announces Covid ‘surge response teams’ amid Delta variant concerns,https://www.msn.com/en-us/news/us/biden-announces-covid-surge-response-teams-amid-delta-variant-concerns/ar-AALR0eF?ocid=BingNews,Top stories,The Guardian,Unavailable,3h,5.0,False,False
What we know about the victims of the Surfside building collapse,https://www.msn.com/en-us/news/crime/what-we-know-about-the-victims-of-the-surfside-building-collapse/ar-AALutkW?ocid=BingNews,Top stories,ABC News,Unavailable,16m,6.0,False,False
Sha'Carri Richardson left off of U.S. Olympic relay team,https://www.msn.com/en-us/sports/more-sports/shacarri-richardson-left-off-of-us-olympic-relay-team/ar-AALR1NA?ocid=BingNews,Top stories,CBS News,Unavailable,2h,7.0,False,False
Rescuers fight weather as search efforts continue nearly 2 weeks after Fla. building collapse,https://www.msn.com/en-us/news/us/rescuers-fight-weather-as-search-efforts-continue-nearly-2-weeks-after-fla-building-collapse/ar-AALQ0gv?ocid=BingNews,Top stories,The Washington Post,Unavailable,12h,8.0,False,False
Oath Keeper charged with conspiracy in U.S. Capitol attack,https://www.msn.com/en-us/news/us/oath-keeper-charged-with-conspiracy-in-us-capitol-attack/ar-AALQDzw?ocid=BingNews,Top stories,Reuters,Unavailable,5h,9.0,False,False
Pentagon cancels $10B JEDI cloud contract with Microsoft,https://www.msn.com/en-us/news/technology/pentagon-cancels-10b-jedi-cloud-contract-with-microsoft/ar-AALQbqf?ocid=BingNews,Top stories,ABC News,Unavailable,4h,10.0,False,False
‘Significant concerns’ over Florida condo near collapsed Miami building,https://www.msn.com/en-us/news/us/significant-concerns-over-florida-condo-near-collapsed-miami-building/ar-AALQSF4?ocid=BingNews,Top stories,The Guardian,Unavailable,3h,11.0,False,False
Man arrested after weapons found in hotel room overlooking Chicago July 4 festivities,https://www.msn.com/en-us/news/us/man-arrested-after-weapons-found-in-hotel-room-overlooking-chicago-july-4-festivities/ar-AALQtFm?ocid=BingNews,Top stories,ABC News,Unavailable,4h,12.0,False,False
"Aaron Rodgers on his future with Packers: “I don’t know, we’ll see”",https://www.msn.com/en-us/sports/nfl/aaron-rodgers-on-his-future-with-packers-i-don-t-know-we-ll-see/ar-AALQZtn?ocid=BingNews,Sports,NBC Sports,Unavailable,1h,1.0,False,False
Yet another stat that illustrates how underrated Bengals WR Tyler Boyd is,https://www.msn.com/en-us/autos/news/yet-another-stat-that-illustrates-how-underrated-bengals-wr-tyler-boyd-is/ar-AALRaL4?ocid=BingNews,Sports,Bengals Wire,Unavailable,37m,2.0,False,False
Andrew Whitworth pins Rams' offensive regression on red zone struggles,https://www.msn.com/en-us/sports/nfl/andrew-whitworth-pins-rams-offensive-regression-on-red-zone-struggles/ar-AALQoQY?ocid=BingNews,Sports,Rams Wire,Unavailable,6h,3.0,False,False
Bucks' Giannis Antetokounmpo returns to starting lineup for Game 1 of NBA Finals,https://www.msn.com/en-us/sports/nba/bucks-giannis-antetokounmpo-returns-to-starting-lineup-for-game-1-of-nba-finals/ar-AALQS6Z?ocid=BingNews,Sports,USA TODAY SPORTS,Unavailable,1h,4.0,False,False
"Dustin Poirier clarifies response to Colby Covington's leaked sparring video: ""That was a hard sparring session""",https://www.msn.com/en-us/sports/other/dustin-poirier-clarifies-response-to-colby-covingtons-leaked-sparring-video-that-was-a-hard-sparring-session/ar-AALQP2b?ocid=BingNews,Sports,MMAJunkie,Unavailable,1h,5.0,False,False
