article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Schumer announces agreement to prevent government shutdown,https://www.msn.com/en-us/news/politics/schumer-announces-agreement-to-prevent-government-shutdown/ar-AAOYtdh?ocid=BingNews,Top stories,CBS News,Unavailable,51m,1.0,False,False
"Britney Spears' father suspended as conservator of her estate, judge rules",https://www.msn.com/en-us/music/celebrity/britney-spears-father-suspended-as-conservator-of-her-estate-judge-rules/ar-AAOWRJK?ocid=BingNews,Top stories,USA TODAY,Unavailable,44m,2.0,False,False
"If there's a government shutdown, here's what you need to know",https://www.msn.com/en-us/news/politics/if-theres-a-government-shutdown-heres-what-you-need-to-know/ar-AAOY0bp?ocid=BingNews,Top stories,ABC News,Unavailable,7h,3.0,False,False
Biden attends Congressional Baseball Game amid legislative chaos,https://www.msn.com/en-us/news/politics/biden-attends-congressional-baseball-game-amid-legislative-chaos/ar-AAOYpxX?ocid=BingNews,Top stories,CBS News,Unavailable,2h,4.0,False,False
Democrats Aim to Keep Government Funded as Talks Continue on $3.5 Trillion Bill,https://www.msn.com/en-us/news/politics/democrats-aim-to-keep-government-funded-as-talks-continue-on-35-trillion-bill/ar-AAOXYP6?ocid=BingNews,Top stories,The Wall Street Journal.,Unavailable,3h,5.0,False,False
Nancy Pelosi's ability to mend Democratic differences is being put to the test with infrastructure vote,https://www.msn.com/en-us/news/politics/nancy-pelosis-ability-to-mend-democratic-differences-is-being-put-to-the-test-with-infrastructure-vote/ar-AAOWfBs?ocid=BingNews,Top stories,USA TODAY,Unavailable,6h,6.0,False,False
"Biden sticks to his dealmaking strategy, as some Democrats want him to do more to bring holdouts on board",https://www.msn.com/en-us/news/politics/biden-sticks-to-his-dealmaking-strategy-as-some-democrats-want-him-to-do-more-to-bring-holdouts-on-board/ar-AAOYpFJ?ocid=BingNews,Top stories,The Washington Post,Unavailable,1h,7.0,False,False
Capitol attack committee issues fresh subpoenas over pre-riot Trump rally,https://www.msn.com/en-us/news/politics/capitol-attack-committee-issues-fresh-subpoenas-over-pre-riot-trump-rally/ar-AAOYtxs?ocid=BingNews,Top stories,The Guardian,Unavailable,3h,8.0,False,False
"WATCH LIVE: Milley, McKenzie, and Austin testify before House on Afghanistan",https://www.msn.com/en-us/news/us/watch-live-milley-mckenzie-and-austin-testify-before-house-on-afghanistan/ar-AAOXl8d?ocid=BingNews,Top stories,Washington Examiner,Unavailable,12h,9.0,False,False
Milley Points Fingers at State Department for Botched Afghanistan Evacuation,https://www.msn.com/en-us/news/politics/milley-points-fingers-at-state-department-for-botched-afghanistan-evacuation/ar-AAOYriv?ocid=BingNews,Top stories,National Review,Unavailable,4h,10.0,False,False
Republicans at Odds Over Infrastructure Bill as Vote Approaches,https://www.msn.com/en-us/news/politics/republicans-at-odds-over-infrastructure-bill-as-vote-approaches/ar-AAOWQJR?ocid=BingNews,Top stories,The New York Times,Unavailable,16h,11.0,False,False
Here are the moving parts to watch as Biden fights for his agenda,https://www.msn.com/en-us/news/politics/here-are-the-moving-parts-to-watch-as-biden-fights-for-his-agenda/ar-AAOWMUD?ocid=BingNews,Top stories,NBC News,Unavailable,15h,12.0,False,False
Why you shouldn’t expect J.J. McCarthy to supplant Cade McNamara anytime soon,https://www.msn.com/en-us/sports/ncaafb/why-you-shouldn-t-expect-jj-mccarthy-to-supplant-cade-mcnamara-anytime-soon/ar-AAOYyYa?ocid=BingNews,Sports,Wolverines Wire,Unavailable,52m,1.0,False,False
"Cardinals protect 4 players on practice squad in Week 4, including rookie S James Wiggins",https://www.msn.com/en-us/sports/nfl/cardinals-protect-4-players-on-practice-squad-in-week-4-including-rookie-s-james-wiggins/ar-AAOYBlG?ocid=BingNews,Sports,Cardinals Wire,Unavailable,52m,2.0,False,False
Dom Amore: Jim Calhoun has his court and no plans to stop coaching at Saint Joseph,https://www.msn.com/en-us/sports/ncaabk/dom-amore-jim-calhoun-has-his-court-and-no-plans-to-stop-coaching-at-saint-joseph/ar-AAOYpAT?ocid=BingNews,Sports,Hartford Courant,Unavailable,1h,3.0,False,False
Arthur Smith on evolving: 'You don't want to become Blockbuster',https://www.msn.com/en-us/sports/nfl/arthur-smith-on-evolving-you-dont-want-to-become-blockbuster/ar-AAOYlnn?ocid=BingNews,Sports,Falcons Wire,Unavailable,57m,4.0,False,False
Kyle Shanahan seems surprised that anyone expected a two-quarterback system,https://www.msn.com/en-us/sports/nfl/kyle-shanahan-seems-surprised-that-anyone-expected-a-two-quarterback-system/ar-AAOYo7H?ocid=BingNews,Sports,NBC Sports,Unavailable,1h,5.0,False,False
Texans QB Davis Mills wants to carry over two-minute drive from Panthers game,https://www.msn.com/en-us/sports/nfl/texans-qb-davis-mills-wants-to-carry-over-two-minute-drive-from-panthers-game/ar-AAOYguu?ocid=BingNews,Sports,Texans Wire,Unavailable,1h,6.0,False,False
49ers practice report: George Kittle sits out with calf soreness,https://www.msn.com/en-us/sports/nfl/49ers-practice-report-george-kittle-sits-out-with-calf-soreness/ar-AAOYkKG?ocid=BingNews,Sports,Niners Wire,Unavailable,2h,7.0,False,False
Broncos injuries: RB Mike Boone returns to practice,https://www.msn.com/en-us/sports/nfl/broncos-injuries-rb-mike-boone-returns-to-practice/ar-AAOYfEl?ocid=BingNews,Sports,Broncos Wire,Unavailable,3h,8.0,False,False
Gerald Everett is Seahawks' first confirmed case of COVID-19 of the pandemic,https://www.msn.com/en-us/sports/nfl/gerald-everett-is-seahawks-first-confirmed-case-of-covid-19-of-the-pandemic/ar-AAOYuyp?ocid=BingNews,Sports,"News Tribune, Tacoma, Wash.",Unavailable,1h,9.0,False,False
Lakers' search for that edge on defense begins on first day of camp,https://www.msn.com/en-us/sports/nba/lakers-search-for-that-edge-on-defense-begins-on-first-day-of-camp/ar-AAOYwaE?ocid=BingNews,Sports,The LA Times,Unavailable,1h,10.0,False,False
"KO'd: Devin Williams hits wall, breaks hand; out of playoffs",https://www.msn.com/en-us/sports/mlb/kod-devin-williams-hits-wall-breaks-hand-out-of-playoffs/ar-AAOYjOR?ocid=BingNews,Sports,Associated Press,Unavailable,3h,11.0,False,False
Lehigh Valley college football: Lehigh tries to block out the noise; Lafayette goes for second straight,https://www.msn.com/en-us/sports/ncaafb/lehigh-valley-college-football-lehigh-tries-to-block-out-the-noise-lafayette-goes-for-second-straight/ar-AAOYnPG?ocid=BingNews,Sports,Allentown Morning Call,Unavailable,1h,12.0,False,False
Tennessee Supreme Court Justice Cornelia Clark remembered at capitol,https://www.msn.com/en-us/news/us/tennessee-supreme-court-justice-cornelia-clark-remembered-at-capitol/ar-AAOY2jl?ocid=BingNews,U.S.,The Tennessean (Nashville),Unavailable,57m,1.0,False,False
Faidley Seafood goes to Washington to advocate for restaurant relief,https://www.msn.com/en-us/news/us/faidley-seafood-goes-to-washington-to-advocate-for-restaurant-relief/ar-AAOYl9W?ocid=BingNews,U.S.,Baltimore Sun,Unavailable,1h,2.0,False,False
Some fear boosters will hurt drive to reach the unvaccinated,https://www.msn.com/en-us/news/us/some-fear-boosters-will-hurt-drive-to-reach-the-unvaccinated/ar-AAOXRcC?ocid=BingNews,U.S.,Associated Press,Unavailable,9h,3.0,False,False
Lawmaker’s case against DeSantis over release of COVID data on hold,https://www.msn.com/en-us/health/medical/lawmaker-s-case-against-desantis-over-release-of-covid-data-on-hold/ar-AAOYtZb?ocid=BingNews,U.S.,Orlando Sentinel,Unavailable,2h,4.0,False,False
