article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
Crews on lookout for pets in Miami building collapse,https://news.google.com/articles/CBMiWGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy9jcmV3cy1sb29rb3V0LXBldHMtbWlhbWktYnVpbGRpbmctY29sbGFwc2UtbjEyNzMwNTDSASxodHRwczovL3d3dy5uYmNuZXdzLmNvbS9uZXdzL2FtcC9uY25hMTI3MzA1MA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,NBC News,,2021-07-03T20:55:00Z,1.0,False
Search and rescue efforts at collapsed Surfside condo paused for demolition preparation,https://news.google.com/articles/CAIiEOyUGnCy37ev0X0wwmhDuT4qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T00:23:05Z,1.1,False
Surfside Condo Wreckage Hints at First Signs of Possible Construction Flaw,https://news.google.com/articles/CAIiEEWe_UQf6OC8PPK71GWi2l4qFwgEKg8IACoHCAowjuuKAzCWrzwwloEY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-03T23:39:03Z,1.2,False
Surfside search suspended as crew prepares for the demolition of the remainder of the building,https://news.google.com/articles/CAIiEKigYdsj5j-usp3B87Ul3gAqGQgEKhAIACoHCAowntT-CjDj_fYCMNm03gU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WPLG Local 10,https://news.google.com/publications/CAAqBwgKMJ7U_gow4_32Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T02:11:48Z,1.3,True
Remainder of Florida condo set for demolition as storm approaches,https://news.google.com/articles/CCAiC29zUlNyZ1BtMkVzmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CBS Evening News,,2021-07-03T22:46:38Z,1.4,False
Miami-Dade preparing for Tropical Storm Elsa amid condo collapse search,https://news.google.com/articles/CAIiEP7FBPzcIxLF0-KSsHta8s8qGQgEKhAIACoHCAow2Nb3CjDivdcCMJ_5ngY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNBC,https://news.google.com/publications/CAAqBwgKMNjW9wow4r3XAg?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T01:23:01Z,2.0,False
"Tropical Storm Watch Issued in the Florida Keys as Tropical Storm Elsa Nears Haiti, Jamaica and Cuba | The Weather Channel - Articles from The Weather Channel | weather.com",https://news.google.com/articles/CBMid2h0dHBzOi8vd2VhdGhlci5jb20vc3Rvcm1zL2h1cnJpY2FuZS9uZXdzLzIwMjEtMDctMDMtdHJvcGljYWwtc3Rvcm0taHVycmljYW5lLWVsc2EtaGlzcGFuaW9sYS1jdWJhLWphbWFpY2EtZmxvcmlkYS1jb25l0gEA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Weather Channel,,2021-07-03T21:16:43Z,2.1,False
SWFL continues to prepare for Elsa,https://news.google.com/articles/CBMiR2h0dHBzOi8vd3d3LndpbmtuZXdzLmNvbS8yMDIxLzA3LzAzL3N3ZmwtY29udGludWVzLXRvLXByZXBhcmUtZm9yLWVsc2Ev0gEA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Wink News,,2021-07-03T23:49:00Z,2.2,False
Tropical Storm Elsa could bring rain to Va. but how much remains uncertain,https://news.google.com/articles/CBMimAFodHRwczovL3JpY2htb25kLmNvbS93ZWF0aGVyL3Ryb3BpY2FsLXN0b3JtLWVsc2EtY291bGQtYnJpbmctcmFpbi10by12YS1idXQtaG93LW11Y2gtcmVtYWlucy11bmNlcnRhaW4vYXJ0aWNsZV8wYzYxMDFkOC0yN2ZlLTUyODItYjU5Zi1iOTQ1YTNiZmJkMGIuaHRtbNIBnAFodHRwczovL3JpY2htb25kLmNvbS93ZWF0aGVyL3Ryb3BpY2FsLXN0b3JtLWVsc2EtY291bGQtYnJpbmctcmFpbi10by12YS1idXQtaG93LW11Y2gtcmVtYWlucy11bmNlcnRhaW4vYXJ0aWNsZV8wYzYxMDFkOC0yN2ZlLTUyODItYjU5Zi1iOTQ1YTNiZmJkMGIuYW1wLmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Richmond.com,,2021-07-03T20:55:00Z,2.3,True
Hurricane Elsa: What impacts could Tampa Bay see?,https://news.google.com/articles/CBMiYmh0dHBzOi8vd3d3LndmbGEuY29tL3dlYXRoZXIvdHJhY2tpbmctdGhlLXRyb3BpY3MvaHVycmljYW5lLWVsc2Etd2hhdC1pbXBhY3RzLWNvdWxkLXRhbXBhLWJheS1zZWUv0gFmaHR0cHM6Ly93d3cud2ZsYS5jb20vd2VhdGhlci90cmFja2luZy10aGUtdHJvcGljcy9odXJyaWNhbmUtZWxzYS13aGF0LWltcGFjdHMtY291bGQtdGFtcGEtYmF5LXNlZS9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WFLA,,2021-07-02T22:03:36Z,2.4,True
