article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"The officer injured during the incident near the Pentagon has died, The AP reports",Unavailable,News,,Unavailable,Earlier today,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
‘It has to be known what was done to us’: Massachusetts couple harassed by eBay tell their story for the first time,Unavailable,News,The Boston Globe,Unavailable,Yesterday,3.0,False,False
"San Francisco, Bay Area counties bring back indoor mask mandate for all",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,4.0,False,False
Should I mask? Can I travel? What about hugs? How Delta is changing advice for the vaccinated.,Unavailable,News,The New York Times,Unavailable,4 hours ago,5.0,False,False
Teen invents new kind of fire extinguisher to save homes from wildfires,Unavailable,News,NowThis,Unavailable,Yesterday,6.0,False,False
"For many, the belated realization that Covid will be ‘a long war’ sparks anger and denial",Unavailable,News,STAT,Unavailable,Yesterday,7.0,False,False
New York City will require proof of vaccination for indoor dining and fitness,Unavailable,News,The New York Times,Unavailable,Earlier today,8.0,False,False
Grocery store staff 'verbally and physically assaulted' after reinstating mask policy,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,9.0,False,False
"For parents of unvaccinated kids, worsening Delta variant brings alarm, questions",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,10.0,False,False
These 6 countries are most likely to survive a climate change-caused societal collapse,Unavailable,News,Mic,Unavailable,4 hours ago,11.0,False,False
Should your employer pay for your commute?,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,12.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,13.0,False,False
Are dead-end jobs good for you?,Unavailable,News,The Times,Unavailable,This morning,14.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,15.0,False,False
It’s Black Women’s Equal Pay Day. Here’s why a pay gap persists.,Unavailable,News,19thnews,Unavailable,Earlier today,16.0,False,False
There’s a crew of Lake Tahoe scuba divers with a special mission: clean up trash,Unavailable,News,San Francisco Chronicle,Unavailable,This afternoon,17.0,False,False
"85% of single-use plastics don't get recycled, even if they show the recycle symbol",Unavailable,News,CalMatters,Unavailable,Yesterday,18.0,False,False
"How restaurants are taking their own approach to slow the spread of COVID-19, Delta variant",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,19.0,False,False
