article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
A look at iconic images by photojournalist Danish Siddiqui who was killed in Afghanistan,Unavailable,News,,Unavailable,2 hours ago,1.0,False,False
The U.S. real-estate market is slowly falling back to earth,Unavailable,News,WSJ Real Estate,Unavailable,Yesterday,2.0,False,False
"In a drought, water witches are swamped",Unavailable,News,The New York Times,Unavailable,This afternoon,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
Stanford graduates develop the first at-home vaginal microbiome test for women with recurring infections and even infertility,Unavailable,News,Healthcare Insider,Unavailable,Last night,5.0,False,False
These satellite images reveal the true devastation of the floods in Europe,Unavailable,News,The New York Times,Unavailable,Earlier today,6.0,False,False
Everything you need to know about Jeff Bezos's July 20 flight to space,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,7.0,False,False
The push to ‘Free Britney’ gains steam on Capitol Hill,Unavailable,News,The New York Times,Unavailable,Yesterday,8.0,False,False
"Biz Markie, rapper known for ‘Just a Friend,’ dies at 57",Unavailable,News,Variety,Unavailable,Last night,9.0,False,False
"The merger of food giants Kraft and Heinz is killing morale, causing burnout, and choking innovation, employees say",Unavailable,News,Business Insider,Unavailable,Yesterday,10.0,False,False
That $28 billion bailout to save local restaurants? Tons went to chains like Panera,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,11.0,False,False
FDA revokes approval of COVID-19 test given to hundreds of thousands in L.A.,Unavailable,News,Los Angeles Times,Unavailable,Last night,12.0,False,False
"There's a bidding war for jobseekers, and it's getting crazier by the day",Unavailable,News,Business Insider,Unavailable,This morning,13.0,False,False
Atlantic hurricane season continues after June 1 start,Unavailable,News,,Unavailable,LIVE,14.0,False,False
How criminals siphoned off unemployment payments directly from recipients’ accounts,Unavailable,News,CNBC,Unavailable,Yesterday,15.0,False,False
Did Branson really beat Bezos in the billionaire space race?,Unavailable,News,Bloomberg Opinion,Unavailable,5 hours ago,16.0,False,False
Why Cuba is experiencing some of the largest anti-government protests in decades,Unavailable,News,Insider News,Unavailable,Yesterday,17.0,False,False
