article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
The latest news from Afghanistan as the Taliban take control of the country,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
New Zealand to enter a snap lockdown after recording its first COVID-19 case in six months,Unavailable,News,,Unavailable,Last night,3.0,False,False
COVID Patients Fighting for Their Lives Are Still Refusing the Vaccine,Unavailable,News,VICE News,Unavailable,Yesterday,4.0,False,False
"Biden followed through on his promise to swiftly end America's longest war, and may be held responsible for the tragedy unfolding",Unavailable,News,Politics Insider,Unavailable,Yesterday,5.0,False,False
The IPCC report: 5 myths we can finally retire about climate change,Unavailable,News,The Globe and Mail,Unavailable,Yesterday,6.0,False,False
Some people are doubling their salary by secretly working two jobs from home,Unavailable,News,The Wall Street Journal,Unavailable,This morning,7.0,False,False
"""My daughter will be taken by the Taliban"": The fears of those left behind in Afghanistan",Unavailable,News,Telegraph World News,Unavailable,This afternoon,8.0,False,False
Desperate Afghans flood Kabul airport,Unavailable,News,The Globe and Mail,Unavailable,Yesterday,9.0,False,False
Can vaccinated people develop long Covid after a breakthrough infection?,Unavailable,News,The New York Times,Unavailable,Yesterday,10.0,False,False
How much money a single person needs to earn to get by in every U.S. state,Unavailable,News,CNBC Make It,Unavailable,Earlier today,11.0,False,False
"The value of a Covid-19 vaccination, in three charts",Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,12.0,False,False
Afghans are racing to erase their online lives,Unavailable,News,WIRED UK,Unavailable,This morning,13.0,False,False
Inside the most ambitious school district COVID testing program in the nation,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,14.0,False,False
U.S. aims for one flight an hour out of Kabul as evacuations resume,Unavailable,News,Bloomberg Quicktake,Unavailable,Earlier today,15.0,False,False
Tropical Depression Fred weakens as Tropical Storm Grace batters earthquake-stricken Haiti,Unavailable,News,,Unavailable,LIVE,16.0,False,False
