article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
A family lived for five generations on 500-acres of dense forest in Grizzly Flats. They lost everything in the Caldor Fire,Unavailable,News,San Francisco Chronicle,Unavailable,4 hours ago,2.0,False,False
"In 1998, they got a tattoo for free Mexican food for life. After 22 years, was it worth it?",Unavailable,News,SFGATE,Unavailable,4 hours ago,3.0,False,False
FBI seizes fortune during a raid of safe deposit boxes. Why a box owner calls it a ‘bank heist in broad daylight’,Unavailable,News,Los Angeles Times,Unavailable,Earlier today,4.0,False,False
World's biggest carbon-sucking plant opens in Iceland,Unavailable,News,NowThis,Unavailable,5 hours ago,5.0,False,False
"After protests over alleged sexual violence at fraternity, UMass Amherst student leaders call for change",Unavailable,News,The Boston Globe,Unavailable,This afternoon,6.0,False,False
He found forgotten letters from the '70s in his attic. Turns out they were missives from the Unabomber,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,7.0,False,False
Election Day: Polls are closed across the country but those in line can still vote,Unavailable,News,,Unavailable,,8.0,False,False
"Amid reports of homelessness and food insecurity, 25,000 employees are suing Disneyland for better pay",Unavailable,News,SFGATE,Unavailable,This afternoon,9.0,False,False
"A video of President Biden discussing hurricane preparedness has been edited out of context, according to fact-checkers",Unavailable,News,,Unavailable,This afternoon,10.0,False,False
An invasion of toxic toadfish is ravaging Cyprus' fishing industry,Unavailable,News,The Telegraph,Unavailable,Earlier today,11.0,False,False
"This year, the Harvest Moon heralds the arrival of autumn",Unavailable,News,The Boston Globe,Unavailable,3 hours ago,12.0,False,False
"There is not enough data to prove that vitamins can prevent or treat COVID-19, according to fact-checkers",Unavailable,News,,Unavailable,5 hours ago,13.0,False,False
U.S. sends back Haitian migrants at Texas border,Unavailable,News,Bloomberg Quicktake,Unavailable,This evening,14.0,False,False
Here’s how the most- and least-vaccinated states fared against the latest COVID wave,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,15.0,False,False
"Cyclones could soon devastate Europe, warns ‘storm chaser’ climate scientist",Unavailable,News,Euronews Green,Unavailable,This morning,16.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,17.0,False,False
"Texas doctor who violated state’s abortion ban is sued, launching potential first test of constitutionality",Unavailable,News,The Washington Post,Unavailable,2 hours ago,18.0,False,False
Black people are about to be swept aside for a South Carolina freeway — again,Unavailable,News,The Washington Post,Unavailable,Yesterday,19.0,False,False
Google and Facebook lay thousands of miles of undersea cables to ferry internet around the world. Here's how they do it.,Unavailable,News,Tech Insider,Unavailable,Yesterday,20.0,False,False
"In red California, residents are angry over recall blowout. Here's why they are also frustrated with the GOP",Unavailable,News,Los Angeles Times,Unavailable,Earlier today,21.0,False,False
