article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Agencies That Issued Mandates Before Biden’s Push Show Some Early Success,https://www.msn.com/en-us/news/us/agencies-that-issued-mandates-before-biden-s-push-show-some-early-success/ar-AAOiWXP?ocid=BingNews,Top stories,The New York Times,Unavailable,1h,1.0,False,False
Pfizer to seek approval for vaccine in children 5 and over,https://www.msn.com/en-us/news/us/pfizer-to-seek-approval-for-vaccine-in-children-5-and-over/ar-AAOiRM2?ocid=BingNews,Top stories,The Hill,Unavailable,55m,2.0,False,False
Supply bottlenecks keep heat on U.S. producer prices,https://www.msn.com/en-us/money/markets/strained-supply-chains-keep-us-producer-prices-hot/ar-AAOiv28?ocid=BingNews,Top stories,Reuters,Unavailable,5h,3.0,False,False
How many Americans will buck Biden’s vaccine and testing mandate — and quit their jobs?,https://www.msn.com/en-us/news/politics/how-many-americans-will-buck-biden-s-vaccine-and-testing-mandate-and-quit-their-jobs/ar-AAOiPJi?ocid=BingNews,Top stories,The Washington Post,Unavailable,3h,4.0,False,False
Afghanistan: Inside a surreal journey from the Pakistani border to Taliban-controlled Kabul,https://www.msn.com/en-us/news/world/afghanistan-inside-a-surreal-journey-from-the-pakistani-border-to-taliban-controlled-kabul/ar-AAOj1qx?ocid=BingNews,Top stories,CNN,Unavailable,2h,5.0,False,False
Giuliani associate pleads guilty in campaign donation case,https://www.msn.com/en-us/news/politics/giuliani-associate-pleads-guilty-in-campaign-donation-case/ar-AAOj3TS?ocid=BingNews,Top stories,Associated Press,Unavailable,1h,6.0,False,False
"Biden's COVID vaccine mandate angers Republicans, libertarians",https://www.msn.com/en-us/news/us/bidens-covid-vaccine-mandate-angers-republicans-libertarians/ar-AAOiAUL?ocid=BingNews,Top stories,Reuters,Unavailable,1h,7.0,False,False
Epic v. Apple judge rules Fortnite’s Peely can appear naked in court,https://www.msn.com/en-us/news/technology/epic-v-apple-judge-rules-fortnite-s-peely-can-appear-naked-in-court/ar-AAOiXZq?ocid=BingNews,Top stories,The Verge,Unavailable,53m,8.0,False,False
"Biden vaccine plan for employers raises longstanding legal questions over mandates, experts say",https://www.msn.com/en-us/news/us/biden-vaccine-plan-for-employers-raises-longstanding-legal-questions-over-mandates-experts-say/ar-AAOiThp?ocid=BingNews,Top stories,USA TODAY,Unavailable,1h,9.0,False,False
"Maine could receive 100 Afghan refugees, official says",https://www.msn.com/en-us/news/world/maine-could-receive-100-afghan-refugees-official-says/ar-AAOiQlo?ocid=BingNews,Top stories,Associated Press,Unavailable,2h,10.0,False,False
"Brother of Afghan opposition figure executed by Taliban, family says",https://www.msn.com/en-us/news/world/brother-of-afghan-opposition-figure-executed-by-taliban-family-says/ar-AAOiLr0?ocid=BingNews,Top stories,Reuters,Unavailable,2h,11.0,False,False
'It's time we expose the truth': 9/11 families see a turning point in fight to reveal alleged Saudi role,https://www.msn.com/en-us/news/us/its-time-we-expose-the-truth-911-families-see-a-turning-point-in-fight-to-reveal-alleged-saudi-role/ar-AAOibZY?ocid=BingNews,Top stories,USA TODAY,Unavailable,47m,12.0,False,False
Dan Campbell: Lions LT Taylor Decker will 'be down for a little bit' with his finger injury,https://www.msn.com/en-us/sports/nfl/dan-campbell-lions-lt-taylor-decker-will-be-down-for-a-little-bit-with-his-finger-injury/ar-AAOiZC2?ocid=BingNews,Sports,Lions Wire,Unavailable,56m,1.0,False,False
Chiefs OC Eric Bieniemy excited to see WR Mecole Hardman perform this season,https://www.msn.com/en-us/sports/nfl/chiefs-oc-eric-bieniemy-excited-to-see-wr-mecole-hardman-perform-this-season/ar-AAOiV2t?ocid=BingNews,Sports,Chiefs Wire,Unavailable,25m,2.0,False,False
Tom Brady's precision placement sends Father Time back to the drawing board,https://www.msn.com/en-us/sports/nfl/tom-bradys-precision-placement-sends-father-time-back-to-the-drawing-board/ar-AAOj1Dm?ocid=BingNews,Sports,Touchdown Wire,Unavailable,1h,3.0,False,False
Colts' Mike Strachan gets wholesome surprise from GMFB crew,https://www.msn.com/en-us/sports/nfl/colts-mike-strachan-gets-wholesome-surprise-from-gmfb-crew/ar-AAOj4VW?ocid=BingNews,Sports,Colts Wire,Unavailable,50m,4.0,False,False
"Ten days later, there’s still no interest in Cam Newton",https://www.msn.com/en-us/sports/nfl/ten-days-later-there-s-still-no-interest-in-cam-newton/ar-AAOj2A9?ocid=BingNews,Sports,NBC Sports,Unavailable,43m,5.0,False,False
Eagles confirm Brandon Brooks will start in season opener vs. the Falcons,https://www.msn.com/en-us/sports/nfl/eagles-confirm-brandon-brooks-will-start-in-season-opener-vs-the-falcons/ar-AAOj2eM?ocid=BingNews,Sports,Eagles Wire,Unavailable,1h,6.0,False,False
Did the Boston Celtics get better this offseason? One Athletic analyst thinks so,https://www.msn.com/en-us/sports/nba/did-the-boston-celtics-get-better-this-offseason-one-athletic-analyst-thinks-so/ar-AAOiXJB?ocid=BingNews,Sports,CelticsWire,Unavailable,1h,7.0,False,False
Buccaneers DL Vita Vea shows how you can dominate a game with no tackles,https://www.msn.com/en-us/sports/nfl/buccaneers-dl-vita-vea-shows-how-you-can-dominate-a-game-with-no-tackles/ar-AAOiZqR?ocid=BingNews,Sports,Touchdown Wire,Unavailable,1h,8.0,False,False
"In an alternate universe, Pat Shurmur's Giants looked very different",https://www.msn.com/en-us/sports/nfl/in-an-alternate-universe-pat-shurmurs-giants-looked-very-different/ar-AAOiU3U?ocid=BingNews,Sports,Giants Wire,Unavailable,2h,9.0,False,False
"Raiders vs. Ravens: Time, TV schedule, odds, streaming, how to watch",https://www.msn.com/en-us/sports/nfl/raiders-vs-ravens-time-tv-schedule-odds-streaming-how-to-watch/ar-AAOiZa5?ocid=BingNews,Sports,Raiders Wire,Unavailable,1h,10.0,False,False
Joe Burrow gets huge praise from Mike Zimmer ahead of Week 1,https://www.msn.com/en-us/sports/nfl/joe-burrow-gets-huge-praise-from-mike-zimmer-ahead-of-week-1/ar-AAOiNSH?ocid=BingNews,Sports,Bengals Wire,Unavailable,1h,11.0,False,False
Vikings announce captains for the 2021 season,https://www.msn.com/en-us/sports/nfl/vikings-announce-captains-for-the-2021-season/ar-AAOiXaq?ocid=BingNews,Sports,Vikings Wire,Unavailable,1h,12.0,False,False
