article_url,article_title,meta_description,section,authors,publish_date,modified_date,canonical_link,top_image,is_opinion
https://news.google.com/articles/CAIiENKrNuocDh9kB58rbsAeC_QqFwgEKg8IACoHCAowjuuKAzCWrzwwt4QY?hl=en-US&gl=US&ceid=US%3Aen,"In New Orleans, Anxiously Watching the Levees As Hurricane Ida Arrives","The prospect of “another Katrina” has haunted New Orleans, and the rest of the nation.",U.S.,"['Richard Fausset', 'Katy Reckdahl', 'Chelsea Brasted']",2021-08-29 23:23:26+00:00,2021-08-30T12:02:14.000Z,https://www.nytimes.com/2021/08/29/us/hurricane-ida-new-orleans-scene.html,https://static01.nyt.com/images/2021/08/29/us/29ida-neworleans-1/merlin_193879347_a1de758f-58b2-4fed-ad2e-a8abcfa7b87a-facebookJumbo.jpg,false
https://news.google.com/articles/CBMiaWh0dHBzOi8vd2VhdGhlci5jb20vc3Rvcm1zL2h1cnJpY2FuZS9uZXdzLzIwMjEtMDgtMjktaHVycmljYW5lLWlkYS1mb3JlY2FzdC1sYW5kZmFsbC1sb3Vpc2lhbmEtZ3VsZi1jb2FzdNIBAA?hl=en-US&gl=US&ceid=US%3Aen,"Hurricane Ida Flood, Wind Damage Threats Push Inland Over the South After Category 4 Landfall","Ida is inland, but its impacts are far from over. Check out our latest forecast briefing here. - Articles from The Weather Channel | weather.com",,[],,,https://weather.com/storms/hurricane/news/2021-08-29-hurricane-ida-forecast-landfall-louisiana-gulf-coast,https://s.w-x.co/ida-overnight-29aug21.jpg,
https://news.google.com/articles/CAIiEGwGysavdfx-gVGRcS9TilYqGQgEKhAIACoHCAowzuOICzCZ4ocDMKiaowY?hl=en-US&gl=US&ceid=US%3Aen,Plane filled with 60 stray cats and dogs is flown from Louisiana to California to escape Ida,Sixty cats and dogs landed near San Diego on Saturday from Louisiana as local shelters are overrun. Hurricane Ida is expected to make landfall from the Gulf Coast with near Category 5 winds.,News,['Dailymail.Com Reporter'],2021-08-29 19:57:30+01:00,2021-08-29T20:11:10+0100,https://www.dailymail.co.uk/news/article-9937957/Plane-filled-60-stray-cats-dogs-flown-Louisiana-California-escape-Ida.html,https://i.dailymail.co.uk/1s/2021/08/29/19/47255327-0-image-a-54_1630263583959.jpg,false
https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3Lm5vbGEuY29tL25ld3MvaHVycmljYW5lL2FydGljbGVfNjEyOGE3NjItMDhmOC0xMWVjLWE1YjAtMTNkMWJmNmIzYzJmLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,"Widespread destructive winds, 115-135 mph, subject of Ida warning in these eight parishes",'Take cover now!' National Weather Service says,,"['Mark Schleifstein', 'Staff Writer', 'Courtesy Of Jefferson Parish Councilman Ricky J. Templet']",,,https://www.nola.com/news/hurricane/article_6128a762-08f8-11ec-a5b0-13d1bf6b3c2f.html,https://bloximages.newyork1.vip.townnews.com/nola.com/content/tncms/assets/v3/editorial/0/ec/0ec284c8-08f5-11ec-a956-b7258774a72b/612bceb2e4850.image.png?resize=989%2C630,
https://news.google.com/articles/CBMimgFodHRwczovL3d3dy53YmlyLmNvbS9hcnRpY2xlL3dlYXRoZXIvdGhlLXJlbW5hbnRzLW9mLWlkYS1jb3VsZC1icmluZy1yYWluLXN0b3Jtcy1hbmQtZ3VzdHktd2luZHMtdG8tZWFzdC10ZW5uZXNzZWUvNTEtZWE3OGQ2NzQtMWFjNi00NDFlLTgyMGItMzQ1NjY4Y2I1Njll0gGeAWh0dHBzOi8vd3d3LndiaXIuY29tL2FtcC9hcnRpY2xlL3dlYXRoZXIvdGhlLXJlbW5hbnRzLW9mLWlkYS1jb3VsZC1icmluZy1yYWluLXN0b3Jtcy1hbmQtZ3VzdHktd2luZHMtdG8tZWFzdC10ZW5uZXNzZWUvNTEtZWE3OGQ2NzQtMWFjNi00NDFlLTgyMGItMzQ1NjY4Y2I1Njll?hl=en-US&gl=US&ceid=US%3Aen,The remnants of Ida will bring heavy rain and gusty winds to East Tennessee tonight,We are tracking the remnant circulation of Ida as it moves through our region tonight into tomorrow morning. A Flash Flood Watch is in place.,"https://www.wbir.com/,weather,local,news",[],2021-08-29 00:40:00-04:00,,https://www.wbir.com/article/weather/the-remnants-of-ida-could-bring-rain-storms-and-gusty-winds-to-east-tennessee/51-ea78d674-1ac6-441e-820b-345668cb569e,https://media.wbir.com/assets/WBIR/images/a0308130-d24b-449c-a40f-36316cdca2c3/a0308130-d24b-449c-a40f-36316cdca2c3_1140x641.png,false
https://news.google.com/articles/CAIiECccyzl3di9zOXsD-O3H_VsqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,"Biden refuses to take Afghanistan question, walks away after offering to take questions at FEMA",President Biden blew off a question about Afghanistan after offering to take questions at the Federal Emergency Management Agency headquarters in Washington on Sunday.,,['Jessica Chasmar'],,2021-08-29T17:36:22-04:00,https://www.foxnews.com/politics/biden-refuses-afghanistan-question-walks-away-after-offering-to-take-questions-at-fema,https://static.foxnews.com/foxnews.com/content/uploads/2021/08/BIDEN.png,false
https://news.google.com/articles/CAIiEDxMLP2uTnMKHhVUzOP2_hUqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,"Ten family members, including children, dead after US strike in Kabul","Ten members of one family -- including seven children -- are dead after a US drone strike targeting a vehicle in a residential neighborhood of Kabul, a relative of the dead told CNN.",asia,"['Sandi Sidhu', 'Nick Paton Walsh', 'Tim Lister', 'Oren Liebermann', 'Laura Smith-Spark', 'Saskya Vandoorne']",,2021-08-31T03:01:48Z,https://www.cnn.com/2021/08/29/asia/afghanistan-kabul-evacuation-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210829100908-restricted-kabul-afghanistan-smoke-08-29-2021-super-tease.jpg,false
https://news.google.com/articles/CAIiEJNe4mYQ1dNDsWEd1tk7zQAqFwgEKg8IACoHCAowjuuKAzCWrzww9oEY?hl=en-US&gl=US&ceid=US%3Aen,Biden witnesses the return of service members killed in the Kabul airport bombing.,"They include 11 Marines, a Navy medic and a member of the Army.",World,['Jim Tankersley'],2021-08-29 12:32:15+00:00,2021-08-30T14:30:22.000Z,https://www.nytimes.com/2021/08/29/world/asia/kabul-airport-attack-biden.html,https://static01.nyt.com/images/2021/08/29/world/29afghanistan-briefing-dc2/29afghanistan-briefing-dc2-facebookJumbo.jpg,false
https://news.google.com/articles/CAIiECLTJdhzoMylz0RWOaxooS0qGAgEKg8IACoHCAowjtSUCjC30XQwzqe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Opinion : Who’s to blame for the deaths of 13 service members in Kabul? We all are.,President Biden witnesses the very tragedy he was trying to avert.,Opinions,[],2021-08-29 18:31:04.615000+00:00,2021-08-29T21:24:16.603Z,https://www.washingtonpost.com/opinions/2021/08/29/whos-blame-deaths-13-service-members-kabul-we-all-are/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/PA5444QI5QI6ZJ6IMG5XWO7WFA.jpg&w=1440,true
https://news.google.com/articles/CAIiEAs4kIkdUy5XjM0_0d92AWUqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,"Nicole Gee, Marine killed in Kabul attack, described as a 'light in this dark world'",Friends and family of Nicole L. Gee say the 23-year-old US Marine killed at Kabul's airport last week died doing what she loved -- helping people.,us,"['Madeleine Fitzgerald', 'Paul P. Murphy', 'Susannah Cullinane']",,2021-08-30T00:24:10Z,https://www.cnn.com/2021/08/29/us/kabul-attack-victim-nicole-gee/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210828162545-03-nicole-gee-super-tease.jpg,false
https://news.google.com/articles/CAIiEK2FsjF4_cZtmMnwxAFg5H8qGAgEKg8IACoHCAowhK-LAjD4ySww-9S0BQ?hl=en-US&gl=US&ceid=US%3Aen,Mom of Marine who died in Kabul attack: Biden voters ‘killed my son’,"Kathy McCollum, the mother of a US Marine killed in Thursday's terror bombing outside Kabul's airport, claimed that Americans who voted for President Biden ""just killed my son.""",,['Social Links For Jorge Fitz-Gibbon'],2021-08-29 16:03:22+00:00,2021-08-30T13:09:43+00:00,https://nypost.com/2021/08/29/mom-of-marine-killed-in-kabul-airport-attack-blames-biden-voters/,https://nypost.com/wp-content/uploads/sites/2/2021/08/Biden1.jpg?quality=90&strip=all&w=1024,false
https://news.google.com/articles/CCAiC0l4REozbDg5NkZFmAEB?hl=en-US&gl=US&ceid=US%3Aen,Marine Corps. sergeant from Sacramento killed in Kabul airport attack,"A 23-year-old Marine Corps. Sergeant from Sacramento was one of the people who was killed in the attack on the Kabul airport Thursday, the Department of Defe...",,[],,,https://www.youtube.com/watch?v=IxDJ3l896FE,https://i.ytimg.com/vi/IxDJ3l896FE/hqdefault.jpg,
https://news.google.com/articles/CAIiEAovjiWFyIhvxSWD4hoBh7kqFwgEKg8IACoHCAowjuuKAzCWrzwwt4QY?hl=en-US&gl=US&ceid=US%3Aen,Biden Receives Bodies of Service Members Killed in Kabul Bombing,"The president’s first trip in office to witness the transfer of remains was a reminder of the toll of the Afghanistan war, and of his unique relationship with it.",U.S.,['Jim Tankersley'],2021-08-29 22:55:20+00:00,2021-09-01T18:58:39.890Z,https://www.nytimes.com/2021/08/29/us/politics/biden-dignified-transfer.html,https://static01.nyt.com/images/2021/08/29/us/politics/29dc-biden/29dc-biden-facebookJumbo.jpg,false
