article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
"Federal judge declares DACA program illegal, but halts only new applications",https://news.google.com/articles/CAIiEC8-jfBL9Ji0IeKaLS9vpcIqGQgEKhAIACoHCAowvIaCCzDnxf4CMP2F8gU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,NBC News,https://news.google.com/publications/CAAqBwgKMLyGggsw58X-Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-16T22:08:00Z,1.0,False
Federal judge blocks new DACA applications and says program is illegal,https://news.google.com/articles/CAIiEPFqfaDjto2QtnUqkWZ4oScqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIwpvTQBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-17T02:04:18Z,1.1,False
"Federal judge finds DACA unlawful, blocks new applicants",https://news.google.com/articles/CAIiEJHPUWPHP-VGmRQWibXV7NkqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,POLITICO,https://news.google.com/publications/CAAqBwgKMOGZ-QowrvLgAg?hl=en-US&gl=US&ceid=US%3Aen,2021-07-16T23:41:08Z,1.2,False
Judge calls DACA illegal and blocks new applications,https://news.google.com/articles/CCAiC0hkVkxKWnJwdlljmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CBS Evening News,,2021-07-16T22:50:42Z,1.3,False
Federal judge orders Biden administration to end new DACA applications,https://news.google.com/articles/CAIiEKaTnQn5wlGlb_r2wDmCLhQqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-16T23:54:55Z,1.4,False
Psaki excoriates criticism of Biden administration work on vaccine misinformation,https://news.google.com/articles/CAIiELou8mLOlJe7PzZ6VCNW8zcqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,POLITICO,https://news.google.com/publications/CAAqBwgKMOGZ-QowrvLgAg?hl=en-US&gl=US&ceid=US%3Aen,2021-07-16T19:13:47Z,2.0,False
White House turns up heat on Big Tech's Covid 'disinformation dozen',https://news.google.com/articles/CAIiEDzdTrDSFKbB38Jti2PPqt8qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-16T18:58:24Z,2.1,False
"Biden accuses social media platforms of ""killing people"" through COVID-19 misinformation",https://news.google.com/articles/CCAiC3hJaFhrZ0lqZkpvmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CBS Evening News,,2021-07-16T22:47:09Z,2.2,False
Psaki criticizes 'loaded and inaccurate' question from Fox's Doocy | TheHill,https://news.google.com/articles/CBMicGh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3MvYWRtaW5pc3RyYXRpb24vNTYzNDI0LXBzYWtpLWNyaXRpY2l6ZXMtbG9hZGVkLWFuZC1pbmFjY3VyYXRlLXZhY2NpbmUtbWlzaW5mb3JtYXRpb27SAXRodHRwczovL3RoZWhpbGwuY29tL2hvbWVuZXdzL2FkbWluaXN0cmF0aW9uLzU2MzQyNC1wc2FraS1jcml0aWNpemVzLWxvYWRlZC1hbmQtaW5hY2N1cmF0ZS12YWNjaW5lLW1pc2luZm9ybWF0aW9uP2FtcA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Hill,,2021-07-16T18:41:50Z,2.3,False
Joe Biden accuses Facebook of 'killing people' with vaccine misinformation,https://news.google.com/articles/CAIiEEEC3WjHtXDyDJJq7wPSQfwqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-16T21:37:52Z,2.4,False
