article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
California is diverging from the CDC on masks in schools,Unavailable,News,SFGATE,Unavailable,Yesterday,2.0,False,False
What exactly does 'voluntary water reduction' mean for the average California household?,Unavailable,News,Los Angeles Times,Unavailable,4 hours ago,3.0,False,False
Like in ‘postapocalyptic movies’: A heat wave killed marine wildlife en masse,Unavailable,News,The New York Times,Unavailable,Yesterday,4.0,False,False
Can America have a 4-day workweek? It's complicated.,Unavailable,News,Business Insider,Unavailable,Earlier today,5.0,False,False
"It’s not the San Andreas, but fault system that produced 6.0 quake poses big dangers.",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,6.0,False,False
SBA to drop its review of PPP loans of $2 million and above,Unavailable,News,Inc.,Unavailable,Yesterday,7.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,8.0,False,False
Atlantic hurricane season continues after June 1 start,Unavailable,News,,Unavailable,LIVE,9.0,False,False
Hollywood is known for comebacks. Now the neighborhood is working on its own,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,10.0,False,False
Why record-breaking overnight temperatures are so concerning,Unavailable,News,The New York Times,Unavailable,4 hours ago,11.0,False,False
Postpartum depression on the rise during COVID-19 pandemic — especially for women of color,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,12.0,False,False
Tropical Storm Elsa floods streets and subway stations in NYC,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,13.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,14.0,False,False
"“Race norming” and the long legacy of medical racism, explained",Unavailable,News,Vox,Unavailable,Yesterday,15.0,False,False
Temperatures in Yosemite are expected to hit 111 degrees this weekend,Unavailable,News,SFGATE,Unavailable,Yesterday,16.0,False,False
"COVID-19 vaccines do not violate the World War II-era Nuremberg Code, according to fact-checkers",Unavailable,News,,Unavailable,LIVE,17.0,False,False
'This is where our trauma began': US faces a reckoning over Native American boarding school deaths,Unavailable,News,Telegraph World News,Unavailable,4 hours ago,18.0,False,False
The US is pushing to loosen restrictions on the use of marijuana by athletes,Unavailable,News,Financial Times,Unavailable,Yesterday,19.0,False,False
Afghanistan: Taliban sees a resurgence as U.S. troops withdraw,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,20.0,False,False
A fire in Oregon is threatening California's power supply,Unavailable,News,San Francisco Chronicle,Unavailable,Last night,21.0,False,False
