article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Haiti hit by powerful 7.2 magnitude earthquake, killing more than 300 people",Unavailable,News,,Unavailable,LIVE,1.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
"Video of a man setting plants on fire was shot by a firefighter using controlled burn techniques to slow wildfire spread, Reuters and the AP say",Unavailable,News,,Unavailable,4 hours ago,4.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,5.0,False,False
The war over work from home: Employers want everyone back to the office. Employees want flexibility.,Unavailable,News,Careers Insider,Unavailable,Yesterday,6.0,False,False
"Slice of Charles and Diana's decades-old wedding cake sold for over $2,000",Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,7.0,False,False
Wildfire smoke linked to thousands of COVID-19 cases,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,8.0,False,False
A Sicilian town sends an omen of a much hotter future,Unavailable,News,The New York Times,Unavailable,Last night,9.0,False,False
"As cargo shipments boom, ship strikes imperil whales worldwide",Unavailable,News,Los Angeles Times,Unavailable,"August 13, 2021",10.0,False,False
Everything you need to know about the Lambda COVID-19 variant,Unavailable,News,CalMatters,Unavailable,Yesterday,11.0,False,False
Where killings by police are often met with silence: Rural America,Unavailable,News,The New York Times,Unavailable,Last night,12.0,False,False
Fred becomes tropical wave as tropical storm Grace forms in the Atlantic,Unavailable,News,,Unavailable,LIVE,13.0,False,False
"How gerrymandering erases millions of votes a year, explained with candy",Unavailable,News,NBCLX,Unavailable,Yesterday,14.0,False,False
Where is America diversifying the fastest? Small Midwestern towns.,Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,15.0,False,False
Will fake vaccine cards turn college campuses into hotspots?,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,16.0,False,False
Robot delivers necessities to residents in COVID-19 isolation,Unavailable,News,NowThis,Unavailable,Yesterday,17.0,False,False
U.S. encountering ‘unprecedented’ surge of migrants at southern border: Mayorkas,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,18.0,False,False
5 takeaways from the long-awaited 2020 US census,Unavailable,News,Politics Insider,Unavailable,Yesterday,19.0,False,False
Wildfire shrouds cities on opposite sides of the world in smoky haze,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,20.0,False,False
