article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Van-life blogger and Instagrammer Gabby Petito's disappearance: What we know so far,Unavailable,News,Insider,Unavailable,5 hours ago,2.0,False,False
Why some kids test positive for COVID for weeks and even months,Unavailable,News,San Francisco Chronicle,Unavailable,Earlier today,3.0,False,False
"Adam Sandler, Conan O’Brien and more comedians remember Norm Macdonald",Unavailable,News,etalk,Unavailable,5 hours ago,4.0,False,False
TIME's 100 Most Influential People of 2021,Unavailable,News,TIME,Unavailable,This morning,5.0,False,False
Employers are being forced to make salaries public — and that’s good news for your paycheck,Unavailable,News,Business Insider,Unavailable,Yesterday,6.0,False,False
"Top general was so fearful Trump might spark war that he made secret calls to his Chinese counterpart, new book says",Unavailable,News,The Washington Post,Unavailable,Yesterday,7.0,False,False
"California Democrats already pushing to change state recall process: ""Californians are very frustrated that we just spent $276 million on this recall election""",Unavailable,News,CalMatters,Unavailable,2 hours ago,8.0,False,False
North Korea launches two ballistic missiles off its east coast,Unavailable,News,,Unavailable,Last night,9.0,False,False
Hurricane Nicholas levels trees and power lines across South TX,Unavailable,News,Chron,Unavailable,This morning,10.0,False,False
COVID-19 is spreading faster than last year among students and staff. Could schools be closed by Thanksgiving?,Unavailable,News,Toronto Star,Unavailable,This afternoon,11.0,False,False
"Apple co-founder Steve Wozniak starts a new space company Privateer, to clean up space debris",Unavailable,News,BreezyScroll,Unavailable,This morning,12.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,13.0,False,False
Covid Hospitalizations Hit Crisis Levels in Southern ICUs,Unavailable,News,The New York Times,Unavailable,Yesterday,14.0,False,False
6 places on Earth where the sun never sets!,Unavailable,News,TimesTravel,Unavailable,Last night,15.0,False,False
Texas city fines lawyer for strolling beach as Michael Myers with bloody knife,Unavailable,News,mySA,Unavailable,Yesterday,16.0,False,False
"There is no evidence that disinfectant Betadine prevents or treats COVID-19 and consuming it can lead to poisoning, medical experts say",Unavailable,News,,Unavailable,Last night,17.0,False,False
Facebook knows Instagram is toxic for teen girls,Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,18.0,False,False
Highlights from the latest Apple Event,Unavailable,News,,Unavailable,Last night,19.0,False,False
"The Taliban have not banned sanitary napkins in Afghanistan, according to fact-checkers",Unavailable,News,,Unavailable,This afternoon,20.0,False,False
"China, Japan condemn North Korea over test launch of ballistic missiles",Unavailable,News,Bloomberg Quicktake,Unavailable,5 hours ago,21.0,False,False
The latest news and updates from Afghanistan under Taliban control,Unavailable,News,,Unavailable,LIVE,22.0,False,False
"After Hurricane Ida, a Louisiana bayou community contemplates moving or rebuilding. “None of us have anywhere to go.""",Unavailable,News,The Wall Street Journal,Unavailable,Earlier today,23.0,False,False
