article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Police release names of the five victims, including a young child, killed in Plymouth, UK shooting",Unavailable,News,,Unavailable,Yesterday,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
A Sicilian town sends an omen of a much hotter future,Unavailable,News,The New York Times,Unavailable,1 hour ago,3.0,False,False
Everything you need to know about the Lambda COVID-19 variant,Unavailable,News,CalMatters,Unavailable,3 hours ago,4.0,False,False
Wildfire smoke linked to thousands of COVID-19 cases,Unavailable,News,San Francisco Chronicle,Unavailable,This afternoon,5.0,False,False
What It's Like Having Breakthrough COVID,Unavailable,News,VICE,Unavailable,Yesterday,6.0,False,False
"Slice of Charles and Diana's decades-old wedding cake sold for over $2,000",Unavailable,News,Bloomberg Quicktake,Unavailable,This afternoon,7.0,False,False
"A CDC document circulating on social media details COVID-19 measures for people in ‘humanitarian settings,’ according to fact-checkers",Unavailable,News,,Unavailable,2 hours ago,8.0,False,False
Can you really bake cookies in your car in Houston? We found out.,Unavailable,News,Chron,Unavailable,Yesterday,9.0,False,False
San Francisco will be the second major city in the country to require proof of full vaccination against the COVID-19 for a variety of indoor activities,Unavailable,News,SFGATE,Unavailable,Yesterday,10.0,False,False
"As cargo shipments boom, ship strikes imperil whales worldwide",Unavailable,News,Los Angeles Times,Unavailable,5 hours ago,11.0,False,False
Where police killings are often met with silence: Rural America,Unavailable,News,The New York Times,Unavailable,4 hours ago,12.0,False,False
Humans used up the earth’s available renewable resources for the year by July 29,Unavailable,News,Toronto Star,Unavailable,Yesterday,13.0,False,False
"Have plans in 2182? An asteroid will come close to Earth — in 161 years, NASA says",Unavailable,News,The New York Times,Unavailable,Yesterday,14.0,False,False
