article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Tropical Storm Elsa approaches Florida’s western coastline,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Canada’s new travel rules: Here’s what you need to know,Unavailable,News,Toronto Star,Unavailable,Yesterday,3.0,False,False
Could the Delta variant impact schools? Here's what the variant means for unvaccinated kids,Unavailable,News,Los Angeles Times,Unavailable,Earlier today,4.0,False,False
"They were the nice, older couple next door. Then the first body turned up.",Unavailable,News,The New York Times,Unavailable,Yesterday,5.0,False,False
COVID-19 hospitalizations worsen for Black residents of L.A. County,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,6.0,False,False
Lax enforcement let South Florida towers skirt inspections for years,Unavailable,News,The New York Times,Unavailable,This afternoon,7.0,False,False
Jeff Bezos officially steps down as Amazon CEO,Unavailable,News,Bloomberg Quicktake,Unavailable,4 hours ago,8.0,False,False
Jimmy and Rosalynn Carter reflect on 75 years of marriage,Unavailable,News,The New York Times,Unavailable,Yesterday,9.0,False,False
Covid-19 cases are rising in Tokyo with the Olympics just 3 weeks away,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,10.0,False,False
The first 100 days for new CEO Andy Jassy could make or break Amazon,Unavailable,News,Business Insider,Unavailable,Yesterday,11.0,False,False
Fox’s new channel changes the climate for weather TV,Unavailable,News,The New York Times,Unavailable,This morning,12.0,False,False
"Eve Adams, the writer who gave lesbians a voice, is overlooked no more",Unavailable,News,The New York Times,Unavailable,Yesterday,13.0,False,False
"Wealth, class and remote work reshape California’s new boomtowns as people flee big cities",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,14.0,False,False
Shorter working week trial in Iceland hailed as an ‘overwhelming success’,Unavailable,News,CNBC Make It,Unavailable,Earlier today,15.0,False,False
