article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Another tropical storm is named as Ida brings rain to the northeast,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
He confronted a reporter live on the air. Now there’s a warrant for his arrest.,Unavailable,News,The New York Times,Unavailable,This afternoon,3.0,False,False
"A former Marine was pulled over for following a truck too closely. Police took nearly $87,000 of his cash.",Unavailable,News,The Washington Post,Unavailable,Last night,4.0,False,False
Heavenly ski resort is running snowguns at full blast to save itself from the Caldor Fire,Unavailable,News,San Francisco Chronicle,Unavailable,3 hours ago,5.0,False,False
Unlimited clean energy could be on its way,Unavailable,News,Bloomberg Opinion,Unavailable,This afternoon,6.0,False,False
"‘Revolutionary’ cholesterol lowering jabs could replace daily statins for 300,000 people",Unavailable,News,The Telegraph,Unavailable,This morning,7.0,False,False
Three officers and two paramedics are charged in Elijah McClain’s death,Unavailable,News,The New York Times,Unavailable,5 hours ago,8.0,False,False
"Social Security trust funds now projected to run out of money sooner than expected due to Covid, Treasury says",Unavailable,News,CNBC,Unavailable,This afternoon,9.0,False,False
Incarcerated firefighters are part of the battle against the Caldor fire,Unavailable,News,Los Angeles Times,Unavailable,3 hours ago,10.0,False,False
Celebs & Politicians Are Speaking Out Against Texas' Newest Abortion Ban,Unavailable,News,Bustle,Unavailable,2 hours ago,11.0,False,False
Ida's Impending Impact on the Northeast,Unavailable,News,AccuWeather,Unavailable,Yesterday,12.0,False,False
CDC recommends unvaccinated Americans avoid Labor Day travel,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,13.0,False,False
