article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
‘A kind of brainwashing’: How China remade Hong Kong in one year,Unavailable,News,The New York Times,Unavailable,Yesterday,2.0,False,False
Kim Jong Un sounds alarm on North Korea Covid breach,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,3.0,False,False
China marks 100 years of the Communist Party,Unavailable,News,Bloomberg Quicktake,Unavailable,Last night,4.0,False,False
"At 112, Puerto Rican man named world's oldest living person",Unavailable,News,NewsBytes,Unavailable,Last night,5.0,False,False
Your Guide to Pride Flags 🏳️‍🌈,Unavailable,News,Openly 🏳️‍🌈,Unavailable,Yesterday,6.0,False,False
Female lawyers describe how it's impossible to win when it comes to professional dress codes,Unavailable,News,Business Insider,Unavailable,Last night,7.0,False,False
17 hurt in California blast during police detonation of explosive devices,Unavailable,News,Los Angeles Times,Unavailable,4 hours ago,8.0,False,False
‘Hong Kong Silenced’: documenting Beijing's crackdown,Unavailable,News,The Telegraph,Unavailable,Yesterday,9.0,False,False
Making the Case for LGBTQ Faith,Unavailable,News,NBCLX,Unavailable,Yesterday,10.0,False,False
Allison Mack sentenced to three years in federal prison in NXIVM sex cult case,Unavailable,News,Variety,Unavailable,Yesterday,11.0,False,False
Masks again? Delta variant’s spread prompts reconsideration of precautions.,Unavailable,News,The New York Times,Unavailable,Yesterday,12.0,False,False
Will California insurance companies pay for wildfire coverage?,Unavailable,News,CalMatters,Unavailable,Yesterday,13.0,False,False
Here's what 52 economists said about the future of the US economy,Unavailable,News,Financial Times,Unavailable,Yesterday,14.0,False,False
The billionaire Gucci master and the simple scam that's bigger than ransomware,Unavailable,News,Businessweek,Unavailable,Yesterday,15.0,False,False
Three anniversaries and a city: The taming of Hong Kong,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,16.0,False,False
Conservatives want to ban transgender athletes from girls sports. Their evidence is shaky.,Unavailable,News,USA TODAY,Unavailable,Yesterday,17.0,False,False
How cities around the world deal with heatwaves,Unavailable,News,TRF Climate,Unavailable,Yesterday,18.0,False,False
