article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"At 112, Puerto Rican man named world's oldest living person",Unavailable,News,NewsBytes,Unavailable,"July 1, 2021",2.0,False,False
China marks 100 years of the Communist Party,Unavailable,News,Bloomberg Quicktake,Unavailable,"July 1, 2021",3.0,False,False
‘Hong Kong Silenced’: documenting Beijing's crackdown,Unavailable,News,The Telegraph,Unavailable,"June 30, 2021",4.0,False,False
"Vaccinated and confused? Answers about masks, the Delta variant and breakthrough infections",Unavailable,News,The New York Times,Unavailable,Yesterday,5.0,False,False
Krispy Kreme goes public — again,Unavailable,News,CNBC,Unavailable,Yesterday,6.0,False,False
Two airplane pilots were rescued in the waters off Hawaii after a Boeing 737 cargo plane went down,Unavailable,News,SFGATE,Unavailable,45 minutes ago,7.0,False,False
"""Really horrifying"": Fire clouds spark 710,117 lightning strikes in western Canada in 15 hours",Unavailable,News,SFGATE,Unavailable,Yesterday,8.0,False,False
Robinhood files for an IPO,Unavailable,News,CNBC,Unavailable,Yesterday,9.0,False,False
Grocers halt sales of perishable goods amid record heat wave,Unavailable,News,Retail Insider,Unavailable,Yesterday,10.0,False,False
A historic heat wave in the Pacific Northwest has killed hundreds in U.S. and Canada over the past week. Here's what to know.,Unavailable,News,The Washington Post,Unavailable,Yesterday,11.0,False,False
17 hurt in California blast during police detonation of explosive devices,Unavailable,News,Los Angeles Times,Unavailable,"July 1, 2021",12.0,False,False
48 million Americans to travel over July 4 weekend in return to pre-Covid levels,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,13.0,False,False
This is how Afghans describe the change in their country after 20 years of war,Unavailable,News,Financial Times,Unavailable,1 hour ago,14.0,False,False
Amazon demands a stake in some vendors' companies,Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,15.0,False,False
Fireworks are a serious wildfire threat in Northern California. But sales are booming.,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,16.0,False,False
Sen. Kyrsten Sinema's former staffers detail a 'demoralizing' office environment,Unavailable,News,Politics Insider,Unavailable,Yesterday,17.0,False,False
A strengthened Elsa becomes the first hurricane of the year,Unavailable,News,,Unavailable,LIVE,18.0,False,False
"Princes Harry and William gathered at Kensington Palace for the unveiling of a statue for the late Diana, Princess of Wales",Unavailable,News,,Unavailable,Yesterday,19.0,False,False
Can Amazon survive without Jeff Bezos?,Unavailable,News,Financial Times,Unavailable,Yesterday,20.0,False,False
