article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"The COVID-19 vaccine is the only known way to prevent severe infection, health experts say",Unavailable,News,,Unavailable,Last night,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
What happens next for Prince Andrew?,Unavailable,News,The Telegraph,Unavailable,Yesterday,3.0,False,False
Florida doctors are exhausted and angry as the state's COVID-19 surge unleashes pandemonium inside hospitals,Unavailable,News,Healthcare Insider,Unavailable,Yesterday,4.0,False,False
"Why California is doing much better with Delta variant than Florida, Texas",Unavailable,News,Los Angeles Times,Unavailable,3 hours ago,5.0,False,False
Kabul 'could be overrun within months' as Taliban push closer to Afghanistan's capital,Unavailable,News,Telegraph World News,Unavailable,1 hour ago,6.0,False,False
"Meet Kwek Yu Xuan, the world's tiniest baby at birth",Unavailable,News,NewsBytes,Unavailable,Yesterday,7.0,False,False
The world is now living through climate change,Unavailable,News,The Economist,Unavailable,This morning,8.0,False,False
"Since COVID, an invisible disability is strikingly visible. Increased concern over smell loss is prompting new research.",Unavailable,News,The Baltimore Sun,Unavailable,1 hour ago,9.0,False,False
Northern California kelp forest shows signs of recovery after sea urchin removal,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,10.0,False,False
See the data on breakthrough Covid hospitalizations and deaths by state,Unavailable,News,The New York Times,Unavailable,Yesterday,11.0,False,False
The workplace of the future is more clubhouse than cubicle,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,12.0,False,False
What’s killing Canada’s wild salmon?,Unavailable,News,The Walrus,Unavailable,Yesterday,13.0,False,False
Tropical storm threatens to form in Caribbean near Antilles,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,14.0,False,False
You Can Be Paid to Pretend to Live on Mars. Here's How.,Unavailable,News,Inside Edition,Unavailable,Last night,15.0,False,False
Ukrainian crews join fight against wildfires in Greece,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,16.0,False,False
‘This is not sustainable’: California hospitals filling again as Delta variant rages,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,17.0,False,False
The Perseids meteor shower peaks tonight. Here's how to watch the shower NASA calls the best of the year.,Unavailable,News,Science Insider,Unavailable,1 hour ago,18.0,False,False
He worked with the U.S. for 9 years. Now he's left behind in Afghanistan.,Unavailable,News,The New York Times,Unavailable,2 hours ago,19.0,False,False
DeSantis says parents should decide whether students wear masks in Florida schools,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,20.0,False,False
