article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
SEE IT: Flood water nearly crushes young man in his family basement,https://www.msn.com/en-us/news/us/see-it-flood-water-nearly-crushes-young-man-in-his-family-basement/ar-AAO5bbq?ocid=Peregrine,Top Stories,New York Daily News,Unavailable,,1.0,False,False
"Former ambassador Kelly Craft steered business to Trump hotels, The Washington Post reports",https://www.msn.com/en-us/news/politics/former-ambassador-kelly-craft-steered-business-to-trump-hotels-the-washington-post-reports/ar-AAO5aXg?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,1.1,False,False
American Dog Owners Are Ditching Kibble For This,https://api.taboola.com/2.0/json/msn-msn/recommendations.notify-click?app.type=desktop&app.apikey=69629143827c91b118c7e0dc9f2a4eb0059feae9&response.id=__fbf4866476911fb4fcec5bb24b1fdd0a__3aa0342d810d3d79c74f327e9761ee16&response.session=v2_8779e6085a49070d7559bd098c083bc6_31353A28210F6304117D2A80205D62D7_1630717191_1630717191_CNawjgYQrrs-GJa7wNWKm5yfUyABKAUw4QE4kaQOQLDlD0jO19kDUL0EWABgAGirzsGb24yYhwRwAA&item.id=%7E%7EV1%7E%7E-3193536235414229356%7E%7Ep5CU20S20k39BkLZH_BqifLgHONAJO_As1UnW9vW_wEndpXq_nTToVci-tV_1bYyPVPbFHdycXfyr1VxmozLcV7JbGFbjtizQN29Zpin8p1JlawpbYFtoRw_FVSAoDPy8yoVX_ZV1DUzrU9mgEqIxVpt34vkyVLCqQj-j_6Ik-WFwt9_72reDSrMsTKuuUo5jkiVqX_d7KxOkzXOrpNB-Mo80FtzK2yizR4eNHHOjPQCV-6QEHA-J6V32wrjirbcARTjA1D30BZFZe1feyEl3bM-Bp5KN6cVuqGDM8hyvFXcfxeLm_VVyMfvDe3YKUH9TS8Maux2jWC1gRU3nx5A7iyAV6wtPotlNdtO9Udo-cg&item.type=text&sig=d135446364ca7bf1f1e25782c07c06ee501526cafbf2&redir=http%3A%2F%2Fwww.thefarmersdog.com%2Fad50taboola%3Futm_source%3Dtaboola-partner%26utm_medium%3Dp-cpc%26utm_campaign%3DThe%2BFarmer%2527s%2BDog%2B-%2BDesktop%2BNo%2BData%2B-%2BSC%26utm_content%3Dmsn-msn%26utm_term%3Dad50taboola%26utm_source%3Dtaboola%26utm_medium%3Dreferral%26tblci%3DGiDIBjZVmogZ46L6kGUUSXkgg-Loll9v_y9tYXgy-mHgviDi-k0orve8uKqohItn%23tblciGiDIBjZVmogZ46L6kGUUSXkgg-Loll9v_y9tYXgy-mHgviDi-k0orve8uKqohItn&ui=31353A28210F6304117D2A80205D62D7&cpb=GO8JIJz__________wEqGXVzLnRhYm9vbGFzeW5kaWNhdGlvbi5jb20yCHdhdGVyMTg0OIDe484EQJGkDkiw5Q9QztfZA1i9BGMI1xYQ1R8YI2RjCNwKEPsaGBZkYwjQDBDwEhgXZGMIlhQQmxwYGGRjCNIDEOAGGAhkYwjLGBCkIhgJZGMI9AUQiwoYC2RjCPQUEJ4dGB9kaiAwMmJiN2RiZTk1ODg0ZDZlYmQ3YTI0ZDQ0ZjljZjc4N3gBgAGKWYgB____________AQ,Top Stories,AdThe Farmer's Dog,Unavailable,,1.2,False,True
Louisiana AG opens investigation into deaths of nursing home residents at temporary hurricane shelter,https://www.msn.com/en-us/news/us/louisiana-ag-opens-investigation-into-deaths-of-nursing-home-residents-at-temporary-hurricane-shelter/ar-AAO3Stj?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.3,False,False
American Airlines changes special leave policy for unvaccinated staff,https://www.msn.com/en-us/news/politics/american-airlines-changes-special-leave-policy-for-unvaccinated-staff/ar-AAO5aUA?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.4,False,False
Forget The 30-Years Mortgage If You Owe Less Than $356k.(Do This Instead) ,https://api.taboola.com/2.0/json/msn-msn/recommendations.notify-click?app.type=desktop&app.apikey=69629143827c91b118c7e0dc9f2a4eb0059feae9&response.id=__fbf4866476911fb4fcec5bb24b1fdd0a__cf9170ae04fc3d7b01d22fc0dfa59b44&response.session=v2_8779e6085a49070d7559bd098c083bc6_31353A28210F6304117D2A80205D62D7_1630717191_1630717191_CNawjgYQrrs-GJa7wNWKm5yfUyABKAUw4QE4kaQOQLDlD0jO19kDUL0EWABgAGirzsGb24yYhwRwAA&item.id=%7E%7EV1%7E%7E6651122565226805326%7E%7EtvIE9PPuosIhb5dnHxfwyrkm19tDiS-mWDIKpsvjgowndpXq_nTToVci-tV_1bYyPVPbFHdycXfyr1VxmozLcV7JbGFbjtizQN29Zpin8p1JlawpbYFtoRw_FVSAoDPy8yoVX_ZV1DUzrU9mgEqIxVpt34vkyVLCqQj-j_6Ik-WFwt9_72reDSrMsTKuuUo5683utS3GOTRUL93NYB8nE8o80FtzK2yizR4eNHHOjPQCV-6QEHA-J6V32wrjirbcARTjA1D30BZFZe1feyEl3df4DllwU0Acjk8TzBa0HCMJ4C1chUhMhayyC5lQtTdcTS8Maux2jWC1gRU3nx5A7iyAV6wtPotlNdtO9Udo-cg&item.type=text&sig=063a556664cce4d90f7e51203ddad5c9a9bea3c3c629&redir=https%3A%2F%2Ftrk.financesexpert.org%2F7f111ab7-8eff-4196-8c2b-065105493d4e%3Fcampaignid%3D10760399%26site%3Dmsn-msn%26thumbnail%3Dhttp%253A%252F%252Fcdn.taboola.com%252Flibtrc%252Fstatic%252Fthumbnails%252F6ef3e1619fc8a488745023ee63ba339b.png%26title%3DForget%2BThe%2B30-Years%2BMortgage%2BIf%2BYou%2BOwe%2BLess%2BThan%2B%2524356k.%2528Do%2BThis%2BInstead%2529%25C2%25A0%26item%3D3019234172%26timestamp%3D2021-09-04%2B00%253A59%253A51%26platform%3DDesktop%26step%3D%7Bstep%7D%26taboolaclickid%3DGiDIBjZVmogZ46L6kGUUSXkgg-Loll9v_y9tYXgy-mHgviDI40go2Z-B9pXLt8IF%26tblci%3DGiDIBjZVmogZ46L6kGUUSXkgg-Loll9v_y9tYXgy-mHgviDI40go2Z-B9pXLt8IF%23tblciGiDIBjZVmogZ46L6kGUUSXkgg-Loll9v_y9tYXgy-mHgviDI40go2Z-B9pXLt8IF&ui=31353A28210F6304117D2A80205D62D7&cpb=GO8JIJz__________wEqGXVzLnRhYm9vbGFzeW5kaWNhdGlvbi5jb20yCHdhdGVyMTg0OIDe484EQJGkDkiw5Q9QztfZA1i9BGMI1xYQ1R8YI2RjCNwKEPsaGBZkYwjQDBDwEhgXZGMIlhQQmxwYGGRjCNIDEOAGGAhkYwjLGBCkIhgJZGMI9AUQiwoYC2RjCPQUEJ4dGB9kaiAwMmJiN2RiZTk1ODg0ZDZlYmQ3YTI0ZDQ0ZjljZjc4N3gBgAGKWYgB____________AQ,Top Stories,AdFinance Experts,Unavailable,,1.5,False,True
Parents of disabled students file lawsuit against Iowa's ban on mask mandates,https://www.msn.com/en-us/news/us/parents-of-disabled-students-file-lawsuit-against-iowa-s-ban-on-mask-mandates/ar-AAO4Sst?ocid=Peregrine,Top Stories,Washington Examiner,Unavailable,,1.6,False,False
Denis Villeneuve's Take on Dune Is an Admirably Understated Sci-Fi Spectacle,https://www.msn.com/en-us/news/world/denis-villeneuve-s-take-on-dune-is-an-admirably-understated-sci-fi-spectacle/ar-AAO53fi?ocid=Peregrine,Top Stories,Time,Unavailable,,1.7,False,False
Virus pushes some California hospitals near ICU capacity,https://www.msn.com/en-us/news/us/virus-pushes-some-california-hospitals-near-icu-capacity/ar-AAO4UIr?ocid=Peregrine,Top Stories,Associated Press,Unavailable,,1.8,False,False
Louisiana investigates Ida nursing home evacuations after 4 deaths,https://www.msn.com/en-us/news/us/after-4-deaths-louisiana-investigates-ida-nursing-home-evacuations/ar-AAO4zZJ?ocid=Peregrine,Top Stories,ABC News,Unavailable,,1.9,False,False
