article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
EU unveils ambitious climate package as it cools on fossil fuels,https://news.google.com/articles/CAIiEB23OlkebOAG3crtwqsdNR8qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIwpfTQBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-14T15:45:56Z,1.0,False
"Europe Rolls Out Ambitious Climate Change Plan, but Obstacles Loom",https://news.google.com/articles/CAIiEPn3mhrc5eEunZmfiRD0RcYqGAgEKg8IACoHCAowjuuKAzCWrzwwsLGmBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-14T16:28:56Z,1.1,False
EU unveils sweeping climate change plan,https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1ldXJvcGUtNTc4MzM4MDfSATJodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtZXVyb3BlLTU3ODMzODA3LmFtcA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,BBC News,,2021-07-14T13:13:53Z,1.2,False
The Seven Elements of the EU Green Deal You Should Care About,https://news.google.com/articles/CAIiECSeLa2rcSIByHnORmUfN08qGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Bloomberg,https://news.google.com/publications/CAAqBwgKMOLs8Aowhd27Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-14T14:44:59Z,1.3,False
Europe Plans Aggressive New Laws to Phase Out Fossil Fuels,https://news.google.com/articles/CAIiEB0St6JQGEkgTGycVuvxB8EqFwgEKg8IACoHCAowjuuKAzCWrzwwxoIY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-14T14:50:04Z,1.4,False
Senate Democrats reach deal on $3.5 trillion reconciliation package,https://news.google.com/articles/CAIiEIxV5D35ltdf3wGg_NVRyqQqLggEKiUIACIbd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vc2FpKgQICjAMMJzw5wE?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Business Insider,https://news.google.com/publications/CAAiG3d3dy5idXNpbmVzc2luc2lkZXIuY29tL3NhaSoECAowDA?hl=en-US&gl=US&ceid=US%3Aen,2021-07-14T01:36:18Z,2.0,False
Senate Democrats announce agreement on $3.5 trillion top line for sweeping budget package,https://news.google.com/articles/CBMiSGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMS8wNy8xMy9wb2xpdGljcy9pbmZyYXN0cnVjdHVyZS1zZW5hdGUtZGVtb2NyYXRzL9IBVmh0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjEvMDcvMTMvcG9saXRpY3MvaW5mcmFzdHJ1Y3R1cmUtc2VuYXRlLWRlbW9jcmF0cy9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,,2021-07-14T02:16:00Z,2.1,False
Biden Agenda Gets Boost on Democrats' $3.5 Trillion Proposal,https://news.google.com/articles/CAIiECyUe0PzXTvoPJgQkNMZRWUqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Bloomberg,https://news.google.com/publications/CAAqBwgKMOLs8Aowhd27Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-14T13:01:03Z,2.2,False
Moderates want to cut the spending on Biden’s plan. They should remember 2010.,https://news.google.com/articles/CAIiEClvRBnS3TufdXqb3wr1CO4qGAgEKg8IACoHCAowjtSUCjC30XQw_qe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-07-12T20:19:41Z,2.3,True
"Sanders, Biden meet as infrastructure bill swells past $3.5 trillion",https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3LnN5cmFjdXNlLmNvbS91cy1uZXdzLzIwMjEvMDcvc2FuZGVycy1iaWRlbi1tZWV0LWFzLWluZnJhc3RydWN0dXJlLWJpbGwtc3dlbGxzLXBhc3QtMzUtdHJpbGxpb24uaHRtbNIBfmh0dHBzOi8vd3d3LnN5cmFjdXNlLmNvbS91cy1uZXdzLzIwMjEvMDcvc2FuZGVycy1iaWRlbi1tZWV0LWFzLWluZnJhc3RydWN0dXJlLWJpbGwtc3dlbGxzLXBhc3QtMzUtdHJpbGxpb24uaHRtbD9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,syracuse.com,,2021-07-13T10:52:30Z,2.4,False
