article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Countries grapple with devastation left by deadly floods in Europe,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Dow drops sharply on Covid concerns,Unavailable,News,CNBC,Unavailable,Earlier today,3.0,False,False
Only 1 in 4 nursing homes are confident they can survive a year,Unavailable,News,19thnews,Unavailable,This evening,4.0,False,False
California to pay off $2 billion in utilities debt,Unavailable,News,CalMatters,Unavailable,This afternoon,5.0,False,False
Caltech finally apologizes after four years for the destruction of sacred Native American site.,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,6.0,False,False
Covid-19 Fears Are Just One Reason the Stock Market is Down Today,Unavailable,News,Barron's,Unavailable,This afternoon,7.0,False,False
Trump aide says they paid actors to appear at his 2016 presidential campaign announcement,Unavailable,News,Politics Insider,Unavailable,5 hours ago,8.0,False,False
"The UC system admits its largest, most diverse undergraduate class ever",Unavailable,News,San Francisco Chronicle,Unavailable,5 hours ago,9.0,False,False
How China’s largest freshwater lake was decimated by sand mining,Unavailable,News,Reuters Science News,Unavailable,This afternoon,10.0,False,False
"Lost Lives, Lost Culture: Stories from Survivors of Indigenous Boarding Schools",Unavailable,News,The New York Times,Unavailable,This afternoon,11.0,False,False
"After online criticism, Ben & Jerry’s says it will stop sales in Occupied Palestinian Territory",Unavailable,News,The Boston Globe,Unavailable,Earlier today,12.0,False,False
Catastrophic outbreaks of extreme weather reported on four continents in one day,Unavailable,News,The Telegraph,Unavailable,This evening,13.0,False,False
Here's the latest on the fires burning in California,Unavailable,News,San Francisco Chronicle,Unavailable,4 hours ago,14.0,False,False
"California recall candidate lineup revealed, but generates less excitement than in 2003",Unavailable,News,Los Angeles Times,Unavailable,Last night,15.0,False,False
Germany knew the floods were coming – here's why they were still so devastating,Unavailable,News,The Times,Unavailable,This morning,16.0,False,False
