article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Florida resident detained as part of Haiti investigation: What we know,https://www.msn.com/en-us/news/world/florida-resident-detained-as-part-of-haiti-investigation-what-we-know/ar-AAM3pCh?ocid=BingNews,Top stories,USA TODAY,Unavailable,1h,1.0,False,False
"Wildfires rage as US West grapples with heat wave, drought",https://www.msn.com/en-us/news/us/wildfires-rage-as-us-west-grapples-with-heat-wave-drought/ar-AAM3uGe?ocid=BingNews,Top stories,Associated Press,Unavailable,1h,2.0,False,False
Drought is stressing California’s power grid,https://www.msn.com/en-us/news/technology/drought-is-stressing-california-s-power-grid/ar-AAM3Auw?ocid=BingNews,Top stories,The Verge,Unavailable,1h,3.0,False,False
"U.S. politicians back Cuba protesters as State Department calls for ""calm""",https://www.msn.com/en-us/news/politics/us-politicians-back-cuba-protesters-as-state-department-calls-for-calm/ar-AAM39SV?ocid=BingNews,Top stories,CBS News,Unavailable,49m,4.0,False,False
Prince George cheers England's Euro 2020 finals goal; Prince William calls loss 'heartbreaking',https://www.msn.com/en-us/news/world/prince-george-cheers-englands-euro-2020-finals-goal-prince-william-calls-loss-heartbreaking/ar-AAM27OJ?ocid=BingNews,Top stories,USA TODAY,Unavailable,2h,5.0,False,False
England soccer team players subjected to racist abuse after loss,https://www.msn.com/en-us/news/world/england-soccer-team-players-subjected-to-racist-abuse-after-loss/ar-AAM3MbV?ocid=BingNews,Top stories,CBS News,Unavailable,57m,6.0,False,False
Mystery surrounds suspected mastermind of Haiti presidential assassination plot,https://www.msn.com/en-us/news/world/mystery-surrounds-suspected-mastermind-of-haiti-presidential-assassination-plot/ar-AAM36z1?ocid=BingNews,Top stories,The Washington Post,Unavailable,7h,7.0,False,False
UPDATE 2-Thousands of protesters take to the streets in Cuba,https://www.msn.com/en-us/news/world/update-2-thousands-of-protesters-take-to-the-streets-in-cuba/ar-AAM21bT?ocid=BingNews,Top stories,Reuters,Unavailable,18h,8.0,False,False
"Commander of U.S., NATO forces in Afghanistan steps down",https://www.msn.com/en-us/news/world/commander-of-us-nato-forces-in-afghanistan-steps-down/ar-AAM2Mvy?ocid=BingNews,Top stories,NBC News,Unavailable,2h,9.0,False,False
Elon Musk under fire again: CEO to testify over Tesla’s acquisition of SolarCity,https://www.msn.com/en-us/money/other/elon-musk-under-fire-again-ceo-to-testify-over-tesla-s-acquisition-of-solarcity/ar-AAM20py?ocid=BingNews,Top stories,MarketWatch,Unavailable,6h,10.0,False,False
