article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
4-year-old in critical condition after falling from 10 stories from NYC balcony,https://www.msn.com/en-us/news/crime/4-year-old-in-critical-condition-after-falling-from-10-stories-from-nyc-balcony/ar-AAMx7jn?ocid=Peregrine,Top Stories,NBC News,Unavailable,,1.0,False,False
"To break the corporate tax logjam, tax overinflated CEO pay",https://www.msn.com/en-us/news/politics/to-break-the-corporate-tax-logjam-tax-overinflated-ceo-pay/ar-AAMxTul?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.1,False,False
"20 Most Miserable Cities In America, According To The ""Misery Index""",https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=CfaKe9YZ1npUUFfTXVmRwaLzeJ1yAFyvLZquVKsKwYM&evt=102&rid=3ff90a4dfe78a0cdfc3ea9ee66cd3c23&campaignid=1016262&impid=vlp-infopane-3&offerid=1594573&test=0&time=1627233589&cp=Iy20Gng0_0_zTkPeEVbhZLjApbcfPeTVG0SmVxAcA9k&clickid=21_3ff90a4dfe78a0cdfc3ea9ee66cd3c23_vlp-infopane-3&acid=266&trackingid=d1ed6a654a47424308c2b001bae995d4&uid=319BB049E8386271269BA036E92A6303&jt=2&url=dOwUCpj4qRMS3RXsAJo-tbfKSh14OGa3uoJ4iPkl3sp9o879t61Zcl6NPym3ft5-n10vzIncd1vvk03jEGY8Lx0U6YWFGOs6GL1BgT4rjKITKqjqdij7sZv5tBhQBkfLqwbqNRoXN6o1o9_U2uH9LKsjoW4H26RN583cEy6zntykP-AOLozd00aMTwmyYAqFN6nfaHUsXDjxt5eoI_I6LEqE7sDrHu_BSduR8r5QuRVzme7yCQ8ZnmRa4rZ1fh2BgU182hqDhPrYjewXSOxgLTxJovNNlCa7MvhrBb69aXI5j1feK3f1r3HJU0nnCb_v3cHpHW-nhHt7BtO5i8suZXwIHtHzXvx-xBBAnjtsJ47pNO5j3soSsYua-9dKcW7wrjL6Z70U0OqJ5D2La1sVNw&bm=2&la=en&cn=us&cid=1038569&info=z6n1JWHHQEMeuItxTs0myOSl8Got1ByTGsbxlGTcdSiGjXkYvDG3KFE9ZqmhzdQwKl1C4ydvwDw9kMUkM_N-kg,Top Stories,AdFacty Life,Unavailable,,1.2,False,True
Portman slams Pelosi's threat to withhold infrastructure bill,https://www.msn.com/en-us/news/politics/portman-slams-pelosi-s-threat-to-withhold-infrastructure-bill/ar-AAMxFgf?ocid=Peregrine,Top Stories,ABC News,Unavailable,,1.3,False,False
Pelosi appoints GOP Rep. Adam Kinzinger to serve on the January 6 select committee,https://www.msn.com/en-us/news/politics/pelosi-appoints-gop-rep-adam-kinzinger-to-serve-on-the-january-6-select-committee/ar-AAMxP72?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,1.4,False,False
Couple Takes In Stray Dog Only To Watch Him Transform Before Their Very Eyes,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=pvBT6byPkI8zpwsnxLb--EbxvLxDvOXLICXsb5Fcr0M&evt=102&rid=3ff90a4dfe78a0cdfc3ea9ee66cd3c23&campaignid=1018328&impid=vlp-infopane-6&offerid=1645877&test=0&time=1627233589&cp=H11c0P-2Ett3kGFIL2ytO62va0-3Hs2AkLydo2rMdiE&clickid=21_3ff90a4dfe78a0cdfc3ea9ee66cd3c23_vlp-infopane-6&acid=19&trackingid=85404b51927f3e4836baa86134099c35&uid=319BB049E8386271269BA036E92A6303&jt=2&url=JKCgS8ojRlUWSZF-0sqzshNXBoIbpv9QfcS_2HLn8TtHok3AT9UjqKsxi4qTAALi4OL__ATUikPQz_N-NlzMcRmSdUyu0WyLWXgZ6vDStc4JIdRx1smEcpGGGuFy2-fmIXYEuJlMNeGaS9Muf7scIemn_amVGcG8lA_1cIHwAQs-7IMB_YVGSJ4oxt1uQ4F1dZ834n1Hww9PgDs_5ab4h8MwW66VRPNDiio1K_yw4tR_SrShihp9BiEX24SMN6abCQF4tHAsAyDBtiHO4MG3vUocFb0EMe41Q9FfGddWDVAhnXRI4bmKoCkBsbW9TFJNq-FGht3iX1G1EeUbK14ERcCLD533bmmSJI5f3c5WNpKj8VvUQDVpegOnLPEaLjfMD0OWN13UDSFxADJsgWmMzg&bm=2&la=en&cn=us&cid=1042281&info=YOmQ1iLu879yV6VNwadKDmIdkNQ9N9WUXHethnZiJUA5L7LJure9v5I7wmMs0Iqz33H9HU6mAW5EA5ZTZ_vLnQ,Top Stories,AdPost Fun,Unavailable,,1.5,False,True
Global phone hacks expose darker side of Israel's 'startup nation' image,https://www.msn.com/en-us/news/world/global-phone-hacks-expose-darker-side-of-israel-s-startup-nation-image/ar-AAMxiQB?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.6,False,False
Qatar FM in Iran just days after US visit,https://www.msn.com/en-us/news/world/qatar-fm-in-iran-just-days-after-us-visit/ar-AAMxP1y?ocid=Peregrine,Top Stories,AFP,Unavailable,,1.7,False,False
Pelosi taps Kinzinger to serve on Jan. 6 select panel,https://www.msn.com/en-us/news/politics/pelosi-taps-kinzinger-to-serve-on-jan-6-select-panel/ar-AAMxy2u?ocid=Peregrine,Top Stories,POLITICO,Unavailable,,1.8,False,False
Pelosi Appoints Kinzinger to Help Investigate Capitol Riot,https://www.msn.com/en-us/news/politics/pelosi-appoints-kinzinger-to-help-investigate-capitol-riot/ar-AAMxNhN?ocid=Peregrine,Top Stories,Bloomberg,Unavailable,,1.9,False,False
"Pelosi names Kinzinger as second Republican on Jan. 6 committee: ""When duty calls, I will answer""",https://www.msn.com/en-us/news/politics/pelosi-names-kinzinger-as-second-republican-on-jan-6-committee-when-duty-calls-i-will-answer/ar-AAMxKlH?ocid=Peregrine,Top Stories,Salon,Unavailable,,1.10,False,False
"$1 trillion infrastructure package ready by Monday, says Democratic Sen. Mark Warner",https://www.msn.com/en-us/news/politics/1-trillion-infrastructure-package-ready-by-monday-says-democratic-sen-mark-warner/ar-AAMxTov?ocid=Peregrine,Top Stories,New York Daily News,Unavailable,,1.11,False,False
"New cases are soaring in Fla., but many rural residents fear vaccine more.",https://www.msn.com/en-us/news/us/florida-tops-the-nation-in-new-covid-cases-as-they-spike-in-its-rural-big-bend-many-still-fear-the-vaccine-more/ar-AAMwbbA?ocid=Peregrine,Top Stories,USA TODAY,Unavailable,,2.0,False,False
Frito-Lay worker strike ends with deal after weekslong battle,https://www.msn.com/en-us/news/world/frito-lay-worker-strike-ends-with-deal-after-weekslong-battle/ar-AAMxVwJ?ocid=Peregrine,Top Stories,Washington Examiner,Unavailable,,3.0,False,False
Job Applicant Who Put 'Googling' Under Skills on Resume Lands Interview,https://www.msn.com/en-us/news/technology/job-applicant-who-put-googling-under-skills-on-resume-lands-interview/ar-AAMxCSQ?ocid=Peregrine,Top Stories,Newsweek,Unavailable,,4.0,False,False
"‘Brutal, Vicious Murder’: Man Allegedly Killed His 72-Year-Old Landlord, Dumped Her Body in Woods",https://www.msn.com/en-us/news/crime/brutal-vicious-murder-man-allegedly-killed-his-72-year-old-landlord-dumped-her-body-in-woods/ar-AAMxKdA?ocid=Peregrine,Top Stories,Law & Crime,Unavailable,,5.0,False,False
Divine transformation: Ex-Alaska strip club becomes church,https://www.msn.com/en-us/news/us/divine-transformation-ex-alaska-strip-club-becomes-church/ar-AAMxNge?ocid=Peregrine,Top Stories,Associated Press,Unavailable,,6.0,False,False
"Millan, 14, dies after crash in Spain",https://www.msn.com/en-us/news/world/millan-14-dies-after-crash-in-spain/ar-AAMxFkl?ocid=Peregrine,Top Stories,BBC News,Unavailable,,7.0,False,False
"Angela Merkel's top aide warned Germany might bar unvaccinated people from 'restaurant, cinema and stadium visits'",https://www.msn.com/en-us/news/world/angela-merkel-s-top-aide-warned-germany-might-bar-unvaccinated-people-from-restaurant-cinema-and-stadium-visits/ar-AAMxEUs?ocid=Peregrine,Top Stories,INSIDER,Unavailable,,8.0,False,False
Fauci: Some Americans could need Covid-19 vaccine booster,https://www.msn.com/en-us/news/us/some-americans-could-need-covid-19-vaccine-booster-fauci/ar-AAMxEb1,Coronavirus,Reuters,Unavailable,,9.0,False,False
"How 3 Olympic, Paralympic athletes adapted their training to the pandemic",https://www.msn.com/en-us/sports/olympics/how-3-olympic-paralympic-athletes-adapted-their-training-to-the-covid-19-pandemic/ar-AAMxGqP,Coronavirus,ABC News,Unavailable,,11.0,False,False
"There are changes to getting vaccinated, but you have options",https://www.msn.com/en-us/news/us/need-to-get-tested-or-vaccinated-for-covid-there-are-changes-but-you-have-options/ar-AAMtfKI,Coronavirus,Miami Herald,Unavailable,,12.0,False,False
Poll: Detroiters far more worried about public safety than police reform,https://www.msn.com/en-us/news/us/exclusive-poll-finds-detroit-residents-far-more-worried-about-public-safety-than-police-reform/ar-AAMxaBy,US,USA TODAY,Unavailable,,13.0,False,False
Fauci says health officials considering mask guidance revision for vaccinated,https://www.msn.com/en-us/news/us/fauci-says-health-officials-considering-mask-guidance-revision-for-vaccinated/ar-AAMxJo8,US,The Guardian,Unavailable,,14.0,False,False
Fauci says U.S. moving in ‘wrong direction’ may need booster,https://www.msn.com/en-us/news/us/fauci-says-u-s-moving-in-wrong-direction-may-need-booster/ar-AAMxEjF,US,Bloomberg,Unavailable,,15.0,False,False
Arkansas' governor defends decision to approve a statewide ban on mask mandates,https://www.msn.com/en-us/news/us/arkansas-governor-defends-decision-to-approve-a-statewide-ban-on-mask-mandates/ar-AAMxQVv,US,CNN,Unavailable,,16.0,False,False
Search for bodies at Florida condo collapse concludes; one still missing,https://www.msn.com/en-us/news/us/search-for-bodies-at-site-of-florida-condo-collapse-concludes-with-one-still-missing/ar-AAMuC4j,US,USA TODAY,Unavailable,,17.0,False,False
Tunisian protesters march against government,https://www.msn.com/en-us/news/world/tunisian-protesters-march-against-government/ar-AAMxCDx,World,AFP,Unavailable,,18.0,False,False
Korean Americans separated by war have waited 70 years for a reunion. It's already too late for some,https://www.msn.com/en-us/news/world/korean-americans-separated-by-war-have-waited-70-years-for-a-reunion-it-s-already-too-late-for-some/ar-AAMxjcT,World,CNN,Unavailable,,19.0,False,False
"Russia marks Navy's 325th anniversary, Iranian ship joins in",https://www.msn.com/en-us/news/world/russia-marks-navy-s-325th-anniversary-iranian-ship-joins-in/ar-AAMxADr,World,Associated Press,Unavailable,,20.0,False,False
London roads flood as storms roll in,https://www.msn.com/en-us/news/world/london-roads-flood-as-storms-roll-in/ar-AAMxOCU,World,AFP,Unavailable,,21.0,False,False
Nigerian bandits release 28 kidnapped students,https://www.msn.com/en-us/news/world/nigerian-bandits-release-28-kidnapped-students/ar-AAMxMGL,World,AFP,Unavailable,,22.0,False,False
"Pelosi confident in bipartisan body, plans to add more Republicans",https://www.msn.com/en-us/news/politics/pelosi-confident-in-bipartisan-jan-6-committee-plans-to-add-more-republicans/ar-AAMxIEk,Politics,ABC News,Unavailable,,23.0,False,False
Anita Dunn to return to consulting firm she founded,https://www.msn.com/en-us/news/politics/anita-dunn-to-return-to-consulting-firm-she-founded/ar-AAMxFpE,Politics,The Hill,Unavailable,,24.0,False,False
Pelosi Announces Appointment of Adam Kinzinger to January 6 Committee,https://www.msn.com/en-us/news/politics/pelosi-announces-appointment-of-adam-kinzinger-to-january-6-committee/ar-AAMxNyE,Politics,National Review,Unavailable,,25.0,False,False
Pelosi appoints Republican Rep. Kinzinger to Jan. 6 committee,https://www.msn.com/en-us/news/politics/pelosi-appoints-republican-rep-kinzinger-to-jan-6-committee/ar-AAMxLH8,Politics,NBC News,Unavailable,,26.0,False,False
Ohio House primary reveals Democratic divides that could play out across the 2022 midterm map,https://www.msn.com/en-us/news/politics/ohio-house-primary-reveals-democratic-divides-that-could-play-out-across-the-2022-midterm-map/ar-AAMxTcB,Politics,CNN,Unavailable,,27.0,False,False
Washington state deputy is killed in the line of duty; authorities search for remaining suspect,https://www.msn.com/en-us/news/crime/washington-state-deputy-is-killed-in-the-line-of-duty-authorities-search-for-remaining-suspect/ar-AAMw9gu,Crime,CNN,Unavailable,,28.0,False,False
R. Kelly trial: Prosecutors want to include alleged evidence of bribes and recordings of threats,https://www.msn.com/en-us/news/crime/r-kelly-trial-prosecutors-want-to-include-alleged-evidence-of-bribes-and-recordings-of-threats/ar-AAMwK2a,Crime,CNN,Unavailable,,29.0,False,False
"""Dating Game Killer"" Rodney Alcala dies at 77",https://www.msn.com/en-us/news/crime/dating-game-killer-rodney-alcala-dies-at-77/ar-AAMwHd0,Crime,CBS News,Unavailable,,30.0,False,False
Washington state deputy shot and killed in line of duty,https://www.msn.com/en-us/news/crime/washington-state-deputy-shot-and-killed-in-line-of-duty/ar-AAMwnsR,Crime,ABC News,Unavailable,,31.0,False,False
"1 dead, 6 injured after boats collide on Georgia lake",https://www.msn.com/en-us/news/crime/1-dead-6-injured-after-boats-collide-on-georgia-lake/ar-AAMw9QO,Crime,ABC News,Unavailable,,32.0,False,False
