article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Princes Harry and William gathered at Kensington Palace for the unveiling of a statue for the late Diana, Princess of Wales",Unavailable,News,,Unavailable,4 hours ago,1.0,False,False
‘Hong Kong Silenced’: documenting Beijing's crackdown,Unavailable,News,The Telegraph,Unavailable,Yesterday,2.0,False,False
"""Really horrifying"": Fire clouds spark 710,117 lightning strikes in western Canada in 15 hours",Unavailable,News,SFGATE,Unavailable,3 hours ago,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
China marks 100 years of the Communist Party,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,5.0,False,False
Robinhood files for an IPO,Unavailable,News,CNBC,Unavailable,This afternoon,6.0,False,False
Here's what 52 economists said about the future of the US economy,Unavailable,News,Financial Times,Unavailable,Yesterday,7.0,False,False
Female lawyers describe how it's impossible to win when it comes to professional dress codes,Unavailable,News,Business Insider,Unavailable,Yesterday,8.0,False,False
"At 112, Puerto Rican man named world's oldest living person",Unavailable,News,NewsBytes,Unavailable,Last night,9.0,False,False
Masks again? Delta variant’s spread prompts reconsideration of precautions.,Unavailable,News,The New York Times,Unavailable,Yesterday,10.0,False,False
Allison Mack sentenced to three years in federal prison in NXIVM sex cult case,Unavailable,News,Variety,Unavailable,Yesterday,11.0,False,False
Krispy Kreme goes public — again,Unavailable,News,CNBC,Unavailable,Earlier today,12.0,False,False
Ash from Northern California wildfires is falling in Oregon,Unavailable,News,SFGATE,Unavailable,Last night,13.0,False,False
Kim Jong Un sounds alarm on North Korea Covid breach,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,14.0,False,False
"Vaccinated and confused? Answers about masks, the Delta variant and breakthrough infections",Unavailable,News,The New York Times,Unavailable,2 hours ago,15.0,False,False
"California's explosive Lava fire keeps growing, forcing thousands to flee their homes",Unavailable,News,Los Angeles Times,Unavailable,5 hours ago,16.0,False,False
17 hurt in California blast during police detonation of explosive devices,Unavailable,News,Los Angeles Times,Unavailable,This morning,17.0,False,False
A historic heat wave in the Pacific Northwest has killed hundreds in U.S. and Canada over the past week. Here's what to know.,Unavailable,News,The Washington Post,Unavailable,Earlier today,18.0,False,False
Grocers halt sales of perishable goods amid record heat wave,Unavailable,News,Retail Insider,Unavailable,3 hours ago,19.0,False,False
Conservatives want to ban transgender athletes from girls sports. Their evidence is shaky.,Unavailable,News,USA TODAY,Unavailable,4 hours ago,20.0,False,False
