article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Suburban NY county considers letting police sue protesters,https://www.msn.com/en-us/news/us/suburban-ny-county-considers-letting-police-sue-protesters/ar-AAMN1yy?ocid=BingNews,Top stories,Associated Press,Unavailable,7h,11.0,False,False
French police clash with anti-vaccine protesters amid tensions over ‘health pass’ plans,https://www.msn.com/en-us/news/world/french-police-clash-with-anti-vaccine-protesters-amid-tensions-over-health-pass-plans/ar-AAMNdqy?ocid=BingNews,Top stories,The Washington Post,Unavailable,5h,12.0,False,False
Panthers GM Scott Fitterer talks about why Taylor Moton deserved his new deal,https://www.msn.com/en-us/sports/nfl/panthers-gm-scott-fitterer-talks-about-why-taylor-moton-deserved-his-new-deal/ar-AAMNo6w?ocid=BingNews,Sports,Panthers Wire,Unavailable,1h,1.0,False,False
Bellator 263 live and official results,https://www.msn.com/en-us/sports/other/bellator-263-live-and-official-results/ar-AAMMyQe?ocid=BingNews,Sports,MMAJunkie,Unavailable,1h,2.0,False,False
Two Syracuse Crunch forwards sign 3-year pacts with Tampa Bay Lightning,https://www.msn.com/en-us/sports/nhl/two-syracuse-crunch-forwards-sign-3-year-pacts-with-tampa-bay-lightning/ar-AAMNs3u?ocid=BingNews,Sports,Syracuse.com,Unavailable,1h,3.0,False,False
Eagles training camp: DeVonta Smith leaves practice with minor leg injury,https://www.msn.com/en-us/sports/nfl/eagles-training-camp-devonta-smith-leaves-practice-with-minor-leg-injury/ar-AAMNuPI?ocid=BingNews,Sports,Eagles Wire,Unavailable,1h,4.0,False,False
"Trey Lance is the quarterback of the 49ers' future, and the future could be now",https://www.msn.com/en-us/sports/nfl/trey-lance-is-the-quarterback-of-the-49ers-future-and-the-future-could-be-now/ar-AAMNmMS?ocid=BingNews,Sports,Touchdown Wire,Unavailable,1h,5.0,False,False
Brett Hundley on joining Colts: ‘It’s been a whirlwind’,https://www.msn.com/en-us/sports/nfl/brett-hundley-on-joining-colts-it-s-been-a-whirlwind/ar-AAMNc34?ocid=BingNews,Sports,Colts Wire,Unavailable,2h,6.0,False,False
"Sporting KC vs. FC Dallas rivalry now extends to Chiefs' Patrick Mahomes, Clark Hunt",https://www.msn.com/en-us/sports/nfl/sporting-kc-vs-fc-dallas-rivalry-now-extends-to-chiefs-patrick-mahomes-clark-hunt/ar-AAMNjyY?ocid=BingNews,Sports,Chiefs Wire,Unavailable,2h,7.0,False,False
247Sports: Ohio State on upset alert vs. Michigan in 2021,https://www.msn.com/en-us/sports/ncaafb/247sports-ohio-state-on-upset-alert-vs-michigan-in-2021/ar-AAMNpOC?ocid=BingNews,Sports,Wolverines Wire,Unavailable,2h,8.0,False,False
K Daniel Carlson becomes third Raiders player placed on reserve/COVID-19 list,https://www.msn.com/en-us/sports/nfl/k-daniel-carlson-becomes-third-raiders-player-placed-on-reservecovid-19-list/ar-AAMN4yG?ocid=BingNews,Sports,Raiders Wire,Unavailable,3h,9.0,False,False
3 things we learned from Orlando City’s 3-2 win over Atlanta United,https://www.msn.com/en-us/sports/soccer/3-things-we-learned-from-orlando-city-s-3-2-win-over-atlanta-united/ar-AAMNuFY?ocid=BingNews,Sports,Orlando Sentinel,Unavailable,1h,10.0,False,False
Colt McCoy brings veteran savvy to Arizona Cardinals' QB room,https://www.msn.com/en-us/sports/nfl/colt-mccoy-brings-veteran-savvy-to-arizona-cardinals-qb-room/ar-AAMNck5?ocid=BingNews,Sports,Arizona Republic,Unavailable,1h,11.0,False,False
Patriots DT Davon Godchaux explains joining Patriots in free agency: 'Of course coach Belichick',https://www.msn.com/en-us/sports/nfl/patriots-dt-davon-godchaux-explains-joining-patriots-in-free-agency-of-course-coach-belichick/ar-AAMNe14?ocid=BingNews,Sports,Patriots Wire,Unavailable,3h,12.0,False,False
Some vaccinated Americans have lost their patience with those refusing the shot as Covid-19 cases surge and mandates return,https://www.msn.com/en-us/news/us/some-vaccinated-americans-have-lost-their-patience-with-those-refusing-the-shot-as-covid-19-cases-surge-and-mandates-return/ar-AAMNmht?ocid=BingNews,U.S.,CNN,Unavailable,2h,1.0,False,False
4-year-old girl critical after shooting at north side funeral home,https://www.msn.com/en-us/news/crime/4-year-old-girl-critical-after-shooting-at-north-side-funeral-home/ar-AAMNpRT?ocid=BingNews,U.S.,Indianapolis Star,Unavailable,51m,2.0,False,False
"Armed suspect fatally shot by officers near Celina post office, police say",https://www.msn.com/en-us/news/crime/armed-suspect-fatally-shot-by-officers-near-celina-post-office-police-say/ar-AAMNm92?ocid=BingNews,U.S.,Dallas Morning News,Unavailable,2h,3.0,False,False
"Lower chances of rain, hotter temperatures expected in metro Phoenix through next week",https://www.msn.com/en-us/weather/topstories/lower-chances-of-rain-hotter-temperatures-expected-in-metro-phoenix-through-next-week/ar-AAMNjKr?ocid=BingNews,U.S.,Arizona Republic,Unavailable,1h,4.0,False,False
"Florida reports biggest one-day COVID-19 infection spike with 21,683 new cases",https://www.msn.com/en-us/news/us/florida-reports-biggest-one-day-covid-19-infection-spike-with-21683-new-cases/ar-AAMNm4Y?ocid=BingNews,U.S.,The Palm Beach Post,Unavailable,2h,5.0,False,False
4-day ‘March for Democracy’ and voting rights culminates with Saturday rally at Texas Capitol,https://www.msn.com/en-us/news/politics/4-day-march-for-democracy-and-voting-rights-culminates-with-saturday-rally-at-texas-capitol/ar-AAMNgk9?ocid=BingNews,U.S.,Dallas Morning News,Unavailable,3h,6.0,False,False
These Bay Area counties are seeing the biggest vaccination increases amid delta surge,https://www.msn.com/en-us/health/medical/these-bay-area-counties-are-seeing-the-biggest-vaccination-increases-amid-delta-surge/ar-AAMN6TI?ocid=BingNews,U.S.,San Francisco Chronicle,Unavailable,5h,7.0,False,False
Bowser snaps maskless photo with Dave Chappelle just ahead of mask mandate,https://www.msn.com/en-us/news/technology/bowser-snaps-maskless-photo-with-dave-chappelle-just-ahead-of-mask-mandate/ar-AAMNi23?ocid=BingNews,U.S.,Washington Examiner,Unavailable,6h,8.0,False,False
Minnesota racetrack promoter sorry for backing announcer's racist rant,https://www.msn.com/en-us/sports/motorsports/minnesota-racetrack-promoter-sorry-for-backing-announcers-racist-rant/ar-AAMN8zJ?ocid=BingNews,U.S.,Des Moines Register,Unavailable,5h,9.0,False,False
‘Don’t let anybody know’: Missouri doctor says some ask for anonymity when vaccinated,https://www.msn.com/en-us/news/us/don-t-let-anybody-know-missouri-doctor-says-some-ask-for-anonymity-when-vaccinated/ar-AAMNgUP?ocid=BingNews,U.S.,Kansas City Star,Unavailable,1h,10.0,False,False
Zydeco musician shot while on stage at Louisiana festival,https://www.msn.com/en-us/news/us/zydeco-musician-shot-while-on-stage-at-louisiana-festival/ar-AAMNfUC?ocid=BingNews,U.S.,NBC News,Unavailable,4h,11.0,False,False
Iowa state baseball: Pleasant Valley denies Johnston's repeat bid in Class 4A title game,https://www.msn.com/en-us/sports/ncaabk/iowa-state-baseball-pleasant-valley-denies-johnstons-repeat-bid-in-class-4a-title-game/ar-AAMN9LJ?ocid=BingNews,U.S.,Des Moines Register,Unavailable,1h,12.0,False,False
Governor Northam announces aid for Virginia undergraduates,https://www.msn.com/en-us/news/us/governor-northam-announces-aid-for-virginia-undergraduates/ar-AAMI7mJ?ocid=BingNews,Local,Roanoke-Lynchburg WDBJ-TV on MSN.com,Unavailable,2d,1.0,False,False
Governor Northam announces budget proposal Thursday for federal funding,https://www.msn.com/en-us/news/politics/governor-northam-announces-budget-proposal-thursday-for-federal-funding/ar-AAMI7mJ?ocid=BingNews,Local,Roanoke-Lynchburg WDBJ-TV on MSN.com,Unavailable,2d,2.0,False,False
WATCH: Governor Northam announces aid for Virginia undergraduates,https://www.wdbj7.com/2021/07/29/watch-governor-northam-announces-budget-proposal-federal-funding/,Local,WDBJ,Unavailable,2d,3.0,False,False
Watch now: First non-male Eagle Scout in Southwest Virginia honored in Blacksburg,https://roanoke.com/watch-now-first-non-male-eagle-scout-in-southwest-virginia-honored-in-blacksburg/video_1c9988bb-cf9e-53cf-9789-e5bcc5fdd027.html,Local,The Roanoke Times,Unavailable,3d,4.0,False,False
"First female Eagle Scout honored in Blacksburg along with big brother, too",https://roanoke.com/news/local/first-female-eagle-scout-honored-in-blacksburg-along-with-big-brother-too/article_635a2092-efcb-11eb-b714-d774ef036b4c.html,Local,The Roanoke Times,Unavailable,3d,5.0,False,False
Virginia Tech Carilion School of Medicine welcomes new class with 50% hike in applications,https://www.wsls.com/news/local/2021/07/30/virginia-tech-carilion-school-of-medicine-welcomes-new-class-with-50-hike-in-applications/,Local,WSLS 10,Unavailable,22h,6.0,False,False
Heat & smoky haze linger Friday; pattern change to come,https://www.wsls.com/weather/2021/07/30/heat-smoky-haze-linger-friday-pattern-change-to-come/,Local,WSLS 10,Unavailable,1d,7.0,False,False
Plea deal offered to former Rocky Mount officers connected to Capitol attack,https://www.msn.com/en-us/news/crime/plea-deal-offered-to-former-rocky-mount-officers-connected-to-capitol-attack/ar-AAMLhda?ocid=BingNews,Local,WDBJ on MSN.com,Unavailable,1d,8.0,False,False
WATCH NOW: Wytheville fire crews battle blaze at pallet recycler,https://swvatoday.com/news/article_559799d4-f08f-11eb-b11f-5373ab00db47.html,Local,Southwest Virginia Today,Unavailable,2d,9.0,False,False
Suspect in custody after situation near Lynchburg Airport,https://www.msn.com/en-us/news/crime/man-taken-to-hospital-after-incident-near-lynchburg-airport/ar-AAMJ5ye?ocid=BingNews,Local,WDBJ on MSN.com,Unavailable,1d,10.0,False,False
Supporters of gun buyback event spread the word,https://www.msn.com/en-us/news/us/supporters-of-gun-buyback-event-spread-the-word/ar-AAMLuZz?ocid=BingNews,Local,WDBJ on MSN.com,Unavailable,1d,11.0,False,False
Hometown Eats: Inka Grill in Roanoke,https://www.msn.com/en-us/foodanddrink/foodnews/hometown-eats-inka-grill-in-roanoke/ar-AAMKl5D?ocid=BingNews,Local,WDBJ on MSN.com,Unavailable,1d,12.0,False,False
U.S. administers 345.6 million doses of COVID-19 vaccines - CDC,https://www.msn.com/en-us/news/us/us-administers-3456-million-doses-of-covid-19-vaccines-cdc/ar-AAMNn0I?ocid=BingNews,World,Reuters,Unavailable,3h,1.0,False,False
French Police Deploy Tear Gas to Disperse Crowd Protesting COVID Passes,https://www.msn.com/en-us/news/world/french-police-deploy-tear-gas-to-disperse-crowd-protesting-covid-passes/ar-AAMNf66?ocid=BingNews,World,Newsweek,Unavailable,8h,2.0,False,False
Little Known VA Program Eliminates Mortgage Payments ,https://api.taboola.com/2.0/json/msn-bingnews-us/recommendations.notify-click?app.type=desktop&app.apikey=f4e07b04dc5ff2a50fc9a1a3421bd7189a107d41&response.id=__319d10553180b9c77841880846e457aa__0cf0e7685aa9cad601c5709ac30fccff&response.session=v2_30a869409cff854f33e877e309e5b87b_182220D656A26FF01BFA305057156E41_1627779860_1627779860_CIi3jgYQhpxRGKqfkqudpuqdMiABKAUw4QE4kaQOQLDlD0jO19kDUL0EWABgAGiMuLaQpfiu0G1wAA&item.id=%7E%7EV1%7E%7E1039242640083588469%7E%7ElQqCfyGn9KrLVpDc19IS_4gWcjotuen_WglnJf4N9l_TxvAnL2wqac4MyzR7uD46gj3kUkbS3FhelBtnsiJV6MhkDZRZzzIqDobN6rWmCPA3hYz5D3PLat6nhIftiT1lwdxwdlxkeV_Mfb3eos_TQeasbccu2HzCIbvKqPpgKvZywGU3TFPvmojJPRpyJXogHSq0_qjVK1vfkszyQ7O-vGKYPgRpOrMumcAWrVdy_vJhf2vYgBdY5e1S5UKCEBJBfiyRBoad-Qv55PApz26Cn0XW4MJSXZ6sq6EzxEDTRJ9SUcQTkmElrfl5t75D5vhu&item.type=text&sig=06abba3eca3665b341e9010fc91b89898857ae702476&redir=https%3A%2F%2Fwww.fetcharate.com%2Fpa%2F%3Ftg_ref%3Dvams21%26camp_id%3DLittle%2BKnown%2BVA%2BProgram%2BEliminates%2BMortgage%2BPayments%25C2%25A0%26keyword%3Dhttp%253A%252F%252Fcdn.taboola.com%252Flibtrc%252Fstatic%252Fthumbnails%252F5432415fee210afdf43746e448d3050f.jpg%26sub2%3Dmsn-bingnews-us%26tclid%3DGiCOvHsjd5TK9_RCCtnpxRR2s3Lvo3rf5VAKWmjat3PefCDWtT4o_4P9x-antbCLAQ%23tblciGiCOvHsjd5TK9_RCCtnpxRR2s3Lvo3rf5VAKWmjat3PefCDWtT4o_4P9x-antbCLAQ&ui=182220D656A26FF01BFA305057156E41&cpb=GAEgnP__________ASoZdXMudGFib29sYXN5bmRpY2F0aW9uLmNvbTIId2F0ZXIxNDk4gN7jzgRAkaQOSLDlD1DO19kDWL0EYwjXFhDUHxgjZGMI3AoQoBAYFmRjCNIDEOAGGAhkYwiWFBCXHBgYZGMI9BQQnh0YH2RqIDA4QzMyQkYwNEE4RDRBRUE4MDlGRjM5RDQzNDkwQzVFeAGAAYpZiAH___________8B,World,Fetcharate Mortgage Quotes,Unavailable,,3.0,False,True
U.S. Senate in rare Saturday session on $1 trln infrastructure bill,https://www.msn.com/en-us/news/us/us-senate-in-rare-saturday-session-on-dollar1-trln-infrastructure-bill/ar-AAMMDhA?ocid=BingNews,World,Reuters,Unavailable,14h,4.0,False,False
Belarusian opposition leader's fight for democracy,https://www.msn.com/en-us/news/world/belarusian-opposition-leaders-fight-for-democracy/ar-AAMNnQL?ocid=BingNews,World,CBS News,Unavailable,1h,5.0,False,False
U.S. COVID-19 residential eviction ban set to expire at midnight,https://www.msn.com/en-us/news/us/us-covid-19-residential-eviction-ban-set-to-expire-at-midnight/ar-AAMN76n?ocid=BingNews,World,Reuters,Unavailable,4h,6.0,False,False
Germany's Laschet attends WWII revolt observances in Poland,https://www.msn.com/en-us/news/world/germanys-laschet-attends-wwii-revolt-observances-in-poland/ar-AAMN9X5?ocid=BingNews,World,Associated Press,Unavailable,8h,7.0,False,False
China nuclear reactor shut down for maintenance because of fuel rod damage,https://www.msn.com/en-us/news/world/china-nuclear-reactor-shut-down-for-maintenance-because-of-fuel-rod-damage/ar-AAMNcic?ocid=BingNews,World,CNN,Unavailable,1h,8.0,False,False
Middle Class homeowners are using this mortgage program to help pay off their homes.,https://api.taboola.com/2.0/json/msn-bingnews-us/recommendations.notify-click?app.type=desktop&app.apikey=f4e07b04dc5ff2a50fc9a1a3421bd7189a107d41&response.id=__319d10553180b9c77841880846e457aa__704058c9a7d35ef64d8648f731029e0f&response.session=v2_30a869409cff854f33e877e309e5b87b_182220D656A26FF01BFA305057156E41_1627779860_1627779860_CIi3jgYQhpxRGKqfkqudpuqdMiABKAUw4QE4kaQOQLDlD0jO19kDUL0EWABgAGiMuLaQpfiu0G1wAA&item.id=%7E%7EV1%7E%7E-4172760391210046080%7E%7EoUNbcbpv3kwAb1t3eiqZh19FoqLW1_F8PlGhNS1MxqTTxvAnL2wqac4MyzR7uD46gj3kUkbS3FhelBtnsiJV6MhkDZRZzzIqDobN6rWmCPA3hYz5D3PLat6nhIftiT1lwdxwdlxkeV_Mfb3eos_TQTczIDkSywovsRboV3IoMOUfVh-50szu0_kSLrPAHdOCAgxqVHOCXX7gPxI6MKLZAeSyGe4qI9VfxjGJXs9ZA5o3rDM0HTWcdKP6RTg141VUu3YKzDAJ3Q5ewGvsjoz23hyQBwiQ74utoI-vwUe8KvdQIiFyKAMoup9dqEAtgoLqjrOGv-6iDoYLvQ6osB3pEQ&item.type=text&sig=f09f1b89a11e32be541d886cef197017ebd02f538397&redir=https%3A%2F%2Fwww.lowermybills.com%2Flending%2Fhome-refinance%2F%3Fsourceid%3Dlmb-64668-140793-321751%26moid%3D275638%26pkey1%3Dmsn-bingnews-us%26pkey2%3D%7BCPC%7D%26pkey3%3D%7B1007280%7D%26gclid%3DGiCOvHsjd5TK9_RCCtnpxRR2s3Lvo3rf5VAKWmjat3PefCCwvT0onZjRuajJzf8K%23tblciGiCOvHsjd5TK9_RCCtnpxRR2s3Lvo3rf5VAKWmjat3PefCCwvT0onZjRuajJzf8K&ui=182220D656A26FF01BFA305057156E41&cpb=GAEgnP__________ASoZdXMudGFib29sYXN5bmRpY2F0aW9uLmNvbTIId2F0ZXIxNDk4gN7jzgRAkaQOSLDlD1DO19kDWL0EYwjXFhDUHxgjZGMI3AoQoBAYFmRjCNIDEOAGGAhkYwiWFBCXHBgYZGMI9BQQnh0YH2RqIDA4QzMyQkYwNEE4RDRBRUE4MDlGRjM5RDQzNDkwQzVFeAGAAYpZiAH___________8B,World,LowerMyBills,Unavailable,,9.0,False,True
"As athletes open up on mental health, Japan’s Olympians tell harrowing tales",https://www.msn.com/en-us/sports/olympics/as-athletes-open-up-on-mental-health-japan-e2-80-99s-olympians-tell-harrowing-tales/ar-AAMMWBq?ocid=BingNews,World,The Washington Post,Unavailable,8h,10.0,False,False
"Turkey wildfires: 'The animals are on fire,' say devastated farmers as wildfires sweep Turkey",https://www.msn.com/en-us/news/us/turkey-wildfires-the-animals-are-on-fire-say-devastated-farmers-as-wildfires-sweep-turkey/ar-AAMN0CT?ocid=BingNews,World,CNN,Unavailable,8h,11.0,False,False
"Over 100,000 children could face extreme starvation in Ethiopia's Tigray region",https://www.msn.com/en-us/news/world/over-100000-children-could-face-extreme-starvation-in-ethiopias-tigray-region/ar-AAMMH6K?ocid=BingNews,World,CBS News,Unavailable,10h,12.0,False,False
Ocean Expedition Spots Sea Creatures Cosplaying as SpongeBob and Patrick a Mile Down Under the Sea,https://www.msn.com/en-us/tv/news/ocean-expedition-spots-sea-creatures-cosplaying-as-spongebob-and-patrick-a-mile-down-under-the-sea/ar-AAMNlfw?ocid=BingNews,Science,Mediaite,Unavailable,4h,1.0,False,False
Elon Musk's SpaceX Wins Moon Lander Nod Over Jeff Bezos Protest,https://www.msn.com/en-us/finance/companies/elon-musks-spacex-wins-moon-lander-nod-over-jeff-bezos-protest/ar-AAMNmaj?ocid=BingNews,Science,TheStreet,Unavailable,3h,2.0,False,False
Hitting the Books: Buck Rogers flew so that NASA astronauts could spacewalk,https://www.msn.com/en-us/news/technology/hitting-the-books-buck-rogers-flew-so-that-nasa-astronauts-could-spacewalk/ar-AAMMW9Z?ocid=BingNews,Science,Engadget,Unavailable,9h,3.0,False,False
"Climate change likely a factor in dead zone found in Pacific, OSU professor says",https://www.msn.com/en-us/health/medical/climate-change-likely-a-factor-in-dead-zone-found-in-pacific-osu-professor-says/ar-AAMN9Lr?ocid=BingNews,Science,KATU Portland,Unavailable,1h,4.0,False,False
Reuters Science News Summary,https://www.msn.com/en-us/news/technology/reuters-science-news-summary/ar-AAMN902?ocid=BingNews,Science,Reuters,Unavailable,4h,5.0,False,False
Recently-discovered underwater volcano named for this popular franchise,https://www.msn.com/en-us/travel/tripideas/recently-discovered-underwater-volcano-named-for-this-popular-franchise/ar-AAMN8Nk?ocid=BingNews,Science,FOX News,Unavailable,4h,6.0,False,False
Space photos show intense drying of California mountains,https://www.msn.com/en-us/weather/topstories/space-photos-show-intense-drying-of-california-mountains/ar-AAMNfCB?ocid=BingNews,Science,Mashable,Unavailable,5h,7.0,False,False
Massive comet discovery dwarfs all others,https://www.msn.com/en-us/news/technology/massive-comet-discovery-dwarfs-all-others/ar-AAMMThN?ocid=BingNews,Science,CNN,Unavailable,10h,8.0,False,False
Russia reports pressure drop in space station service module,https://www.msn.com/en-us/news/technology/russia-reports-pressure-drop-in-space-station-service-module/ar-AAMMNlR?ocid=BingNews,Science,Reuters,Unavailable,11h,9.0,False,False
Heatwave causes massive melt of Greenland ice sheet,https://www.msn.com/en-us/weather/topstories/heatwave-causes-massive-melt-of-greenland-ice-sheet/ar-AAMN2H2?ocid=BingNews,Science,AFP,Unavailable,8h,10.0,False,False
Junior Geek of the Month: Luna Abadia turned her climate change fears into action and solutions,https://www.msn.com/en-us/weather/topstories/junior-geek-of-the-month-luna-abadia-turned-her-climate-change-fears-into-action-and-solutions/ar-AAMMTkE?ocid=BingNews,Science,Geekwire,Unavailable,10h,11.0,False,False
Gravity bends and tugs at dueling galaxies in NASA's vivid new Hubble pic,https://www.msn.com/en-us/money/markets/gravity-bends-and-tugs-at-dueling-galaxies-in-nasas-vivid-new-hubble-pic/ar-AAMMYbc?ocid=BingNews,Science,Mashable,Unavailable,10h,12.0,False,False
What Is My IP Address?,https://www.msn.com/en-us/money/other/what-is-my-ip-address/ar-AAMMZzo?ocid=BingNews,Technology,Popular Mechanics,Unavailable,10h,1.0,False,False
Elon Musk's SpaceX Wins Moon Lander Nod Over Jeff Bezos Protest,https://www.msn.com/en-us/money/companies/elon-musks-spacex-wins-moon-lander-nod-over-jeff-bezos-protest/ar-AAMNmaj?ocid=BingNews,Technology,TheStreet,Unavailable,3h,2.0,False,False
Genshin Impact's Official Discord Hit Its Max User Capacity Forcing Devs To Create A Second Server,https://www.msn.com/en-us/entertainment/gaming/genshin-impacts-official-discord-hit-its-max-user-capacity-forcing-devs-to-create-a-second-server/ar-AAMNiW6?ocid=BingNews,Technology,Kotaku,Unavailable,4h,3.0,False,False
Food delivery and taxi-hailing firms to offer Covid jab-linked incentives,https://www.msn.com/en-us/money/other/food-delivery-and-taxi-hailing-firms-to-offer-covid-jab-linked-incentives/ar-AAMNc53?ocid=BingNews,Technology,Evening Standard,Unavailable,2h,4.0,False,False
"SolarWinds hackers nailed federal prosecutors' offices, Department of Justice says",https://www.msn.com/en-us/news/technology/solarwinds-hackers-nailed-federal-prosecutors-offices-department-of-justice-says/ar-AAMNn0v?ocid=BingNews,Technology,CNET,Unavailable,2h,5.0,False,False
BRIEF-Unifor Members At Bombardier Aviation's Downsview Plant Have Voted To Ratify New Three-Year Collective Agreements,https://www.msn.com/en-us/news/world/brief-unifor-members-at-bombardier-aviations-downsview-plant-have-voted-to-ratify-new-three-year-collective-agreements/ar-AAMNgcG?ocid=BingNews,Technology,Reuters,Unavailable,3h,6.0,False,False
How to fix “Waiting for server response” error in The Witcher: Monster Slayer,https://www.msn.com/en-us/sports/esports/how-to-fix-waiting-for-server-response-error-in-the-witcher-monster-slayer/ar-AAMNbYN?ocid=BingNews,Technology,GamePur,Unavailable,2h,7.0,False,False
"Amazon delivery companies are telling their drivers to ignore jammed doors, damaged seatbelts, and broken mirrors, CNBC reports",https://www.msn.com/en-us/money/companies/amazon-delivery-companies-are-telling-their-drivers-to-ignore-jammed-doors-damaged-seatbelts-and-broken-mirrors-cnbc-reports/ar-AAMN6hX?ocid=BingNews,Technology,Business Insider,Unavailable,6h,8.0,False,False
How to Fix Warzone Dev Error 5573,https://www.msn.com/en-us/sports/esports/how-to-fix-warzone-dev-error-5573/ar-AAMNjim?ocid=BingNews,Technology,DBLTAP,Unavailable,3h,9.0,False,False
All Raids in Final Fantasy XIV Online,https://www.msn.com/en-us/entertainment/gaming/all-raids-in-final-fantasy-xiv-online/ar-AAMNbQH?ocid=BingNews,Technology,Progameguides,Unavailable,2h,10.0,False,False
"BRIEF-U.S. CDC Says Delivered 400,675,525 Doses Of COVID-19 Vaccine As Of July 31",https://www.msn.com/en-us/health/medical/brief-us-cdc-says-delivered-400675525-doses-of-covid-19-vaccine-as-of-july-31/ar-AAMNdQu?ocid=BingNews,Technology,Reuters,Unavailable,4h,11.0,False,False
Latest IDC numbers reiterate Apple’s dominance of tablet market,https://www.msn.com/en-us/money/other/latest-idc-numbers-reiterate-apple-s-dominance-of-tablet-market/ar-AAMN7bD?ocid=BingNews,Technology,The Verge,Unavailable,4h,12.0,False,False
"Cynthia Erivo Sings Barbra Streisand, Aretha Franklin and More During Hollywood Bowl Debut",https://www.msn.com/en-us/music/news/cynthia-erivo-sings-barbra-streisand-aretha-franklin-and-more-during-hollywood-bowl-debut/ar-AAMNfrD?ocid=BingNews,Entertainment,Variety,Unavailable,6h,1.0,False,False
Savannah is home from Tokyo! See the TODAY co-anchor reunite with her kids in sweet pic,https://www.msn.com/en-us/tv/celebrity/savannah-is-home-from-tokyo-see-the-today-co-anchor-reunite-with-her-kids-in-sweet-pic/ar-AAMNn5L?ocid=BingNews,Entertainment,TODAY,Unavailable,3h,2.0,False,False
Grupo Firme Kicks Off Historic Run at L.A.’s Staples Center: ‘Tonight Is a Dream Come True’,https://www.msn.com/en-us/music/news/grupo-firme-kicks-off-historic-run-at-la-e2-80-99s-staples-center-e2-80-98tonight-is-a-dream-come-true-e2-80-99/ar-AAMN7PS?ocid=BingNews,Entertainment,Billboard,Unavailable,8h,3.0,False,False
Alicia Keys Marks 11th Wedding Anniversary with Husband Swizz Beatz: 'It's Just Getting Better',https://www.msn.com/en-us/music/celebrity/alicia-keys-marks-11th-wedding-anniversary-with-husband-swizz-beatz-its-just-getting-better/ar-AAMN657?ocid=BingNews,Entertainment,People,Unavailable,6h,4.0,False,False
R. Kelly’s Lawyers: Keep Teen Boy Allegations Out of Trial,https://www.msn.com/en-us/news/crime/r-kelly-e2-80-99s-lawyers-keep-teen-boy-allegations-out-of-trial/ar-AAMNboL?ocid=BingNews,Entertainment,The Daily Beast,Unavailable,4h,5.0,False,False
